section,array,year,scope,metric,value,unit,notes
ramp_group,Hanwha,2023,moderate,max_abs_first_difference_mean,25.680751173708916,,
ramp_group,Hanwha,2023,moderate,slope_mean,-0.08806351888262227,,
ramp_group,Hanwha,2023,moderate,coefficient_of_variation_mean,0.18517649689380133,,
ramp_group,Hanwha,2023,ramp,mean_mean,397.6424313798355,,
ramp_group,Hanwha,2023,ramp,std_mean,61.36853549996073,,
ramp_group,Hanwha,2023,ramp,range_mean,215.82442067736187,,
ramp_group,Hanwha,2023,ramp,max_abs_first_difference_mean,45.603386809269175,,
ramp_group,Hanwha,2023,ramp,slope_mean,0.06032953282618552,,
ramp_group,Hanwha,2023,ramp,coefficient_of_variation_mean,0.1394355414714815,,
source_coverage,Q CELLS,2021,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Q CELLS,2021,calendar_year,pv_rows_present,100539,intervals,
source_coverage,Q CELLS,2021,calendar_year,pv_values_valid,99074,intervals,
source_coverage,Q CELLS,2021,calendar_year,weather_bins_present,0,intervals,
source_coverage,Q CELLS,2021,calendar_year,weather_complete_bins,0,intervals,
source_coverage,Q CELLS,2022,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Q CELLS,2022,calendar_year,pv_rows_present,102901,intervals,
source_coverage,Q CELLS,2022,calendar_year,pv_values_valid,100501,intervals,
source_coverage,Q CELLS,2022,calendar_year,weather_bins_present,0,intervals,
source_coverage,Q CELLS,2022,calendar_year,weather_complete_bins,0,intervals,
source_coverage,Q CELLS,2023,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Q CELLS,2023,calendar_year,pv_rows_present,101812,intervals,
source_coverage,Q CELLS,2023,calendar_year,pv_values_valid,95981,intervals,
source_coverage,Q CELLS,2023,calendar_year,weather_bins_present,560,intervals,
source_coverage,Q CELLS,2023,calendar_year,weather_complete_bins,544,intervals,
alignment,Q CELLS,ALL,common,common_start,2023-01-01 09:05:00,,
alignment,Q CELLS,ALL,common,common_end,2023-01-03 07:40:00,,
coverage,Q CELLS,2021,full_timeline,expected_intervals,0,intervals,
coverage,Q CELLS,2021,full_timeline,pv_rows_present,0,intervals,
coverage,Q CELLS,2021,full_timeline,weather_rows_present,0,intervals,
coverage,Q CELLS,2021,full_timeline,complete_intervals,0,intervals,
coverage,Q CELLS,2021,full_timeline,partial_intervals,0,intervals,
coverage,Q CELLS,2021,full_timeline,no_weather_intervals,0,intervals,
coverage,Q CELLS,2022,full_timeline,expected_intervals,0,intervals,
coverage,Q CELLS,2022,full_timeline,pv_rows_present,0,intervals,
coverage,Q CELLS,2022,full_timeline,weather_rows_present,0,intervals,
coverage,Q CELLS,2022,full_timeline,complete_intervals,0,intervals,
coverage,Q CELLS,2022,full_timeline,partial_intervals,0,intervals,
coverage,Q CELLS,2022,full_timeline,no_weather_intervals,0,intervals,
coverage,Q CELLS,2023,full_timeline,expected_intervals,560,intervals,
coverage,Q CELLS,2023,full_timeline,pv_rows_present,560,intervals,
coverage,Q CELLS,2023,full_timeline,pv_values_valid,560,intervals,
coverage,Q CELLS,2023,full_timeline,malformed_source_records,0,intervals,
coverage,Q CELLS,2023,full_timeline,weather_rows_present,560,intervals,
coverage,Q CELLS,2023,full_timeline,weather_values_valid,560,intervals,
coverage,Q CELLS,2023,full_timeline,complete_intervals,544,intervals,
coverage,Q CELLS,2023,full_timeline,partial_intervals,16,intervals,
coverage,Q CELLS,2023,full_timeline,no_weather_intervals,0,intervals,
coverage,Q CELLS,2023,full_timeline,pv_valid_weather_incomplete,16,intervals,
coverage,Q CELLS,2023,full_timeline,weather_valid_pv_missing,0,intervals,
coverage,Q CELLS,2023,full_timeline,longest_complete_segment,925,minutes,
coverage,Q CELLS,2023,full_timeline,longest_weather_gap,0,minutes,
coverage,Q CELLS,2023,daylight,classified_intervals,290,intervals,Daylight threshold: past-interval mean irradiance >20 W/m2; missing-weather intervals unclassified.
coverage,Q CELLS,2023,daylight,pv_value_valid_ratio,1.0,ratio,
coverage,Q CELLS,2023,daylight,weather_complete_ratio,0.9793103448275862,ratio,
coverage,Q CELLS,2023,night,classified_intervals,270,intervals,Daylight threshold: past-interval mean irradiance >20 W/m2; missing-weather intervals unclassified.
coverage,Q CELLS,2023,night,pv_value_valid_ratio,1.0,ratio,
coverage,Q CELLS,2023,night,weather_complete_ratio,0.9629629629629629,ratio,
descriptive,Q CELLS,2023,past_only,usable_feature_rows,560,intervals,
correlation,Q CELLS,2023,past_only,mean_vs_next_ramp_pearson,0.041900494163624895,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,mean_vs_next_ramp_spearman,0.05018286943407658,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,mean_vs_hour_ramp_pearson,-0.039424720229541056,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,mean_vs_hour_ramp_spearman,0.00832300916797094,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,mean_vs_abs_hour_ramp_pearson,0.525357669887237,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,mean_vs_abs_hour_ramp_spearman,0.8222653874812687,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_next_ramp_pearson,-0.03920675991646953,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_next_ramp_spearman,0.03706579274921973,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_hour_ramp_pearson,-0.07975598979341188,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_hour_ramp_spearman,-0.03599532024427254,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_abs_hour_ramp_pearson,0.41207248658420104,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,std_vs_abs_hour_ramp_spearman,0.8359993447708126,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_next_ramp_pearson,0.0541572580952737,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_next_ramp_spearman,0.03993527952362809,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_hour_ramp_pearson,-0.00898626961102648,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_hour_ramp_spearman,0.014261469206879391,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_abs_hour_ramp_pearson,0.49171153412200963,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,minimum_vs_abs_hour_ramp_spearman,0.8186160423560949,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_next_ramp_pearson,0.021506428650592425,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_next_ramp_spearman,0.048149040012083005,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_hour_ramp_pearson,-0.06767979427047022,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_hour_ramp_spearman,-0.0016966908625299446,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_abs_hour_ramp_pearson,0.5614552365455439,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,maximum_vs_abs_hour_ramp_spearman,0.8296281187568024,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_next_ramp_pearson,-0.02040064133738503,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_next_ramp_spearman,0.04107656139986841,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_hour_ramp_pearson,-0.11003465426698757,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_hour_ramp_spearman,-0.03590320649739185,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_abs_hour_ramp_pearson,0.4626077935487246,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,range_vs_abs_hour_ramp_spearman,0.8377720413608767,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_next_ramp_pearson,-0.06564310813142067,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_next_ramp_spearman,0.14487289084195382,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_hour_ramp_pearson,0.08980169926940698,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_hour_ramp_spearman,0.2795258522096491,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_abs_hour_ramp_pearson,0.011137831893967859,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,first_last_change_vs_abs_hour_ramp_spearman,0.054331206994916614,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_next_ramp_pearson,-0.01528286924222155,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_next_ramp_spearman,0.016368596053249605,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_hour_ramp_pearson,-0.09215374009594048,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_hour_ramp_spearman,-0.05271149626823548,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_abs_hour_ramp_pearson,0.356698437209806,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,max_abs_first_difference_vs_abs_hour_ramp_spearman,0.8337874574618648,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_next_ramp_pearson,0.02900251360637851,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_next_ramp_spearman,0.13875686412995739,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_hour_ramp_pearson,0.06387442813552363,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_hour_ramp_spearman,0.24142734783863795,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_abs_hour_ramp_pearson,0.0627824758170686,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,slope_vs_abs_hour_ramp_spearman,0.0543434032876495,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_next_ramp_pearson,-0.026967106657508195,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_next_ramp_spearman,-0.05289015854431264,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_hour_ramp_pearson,-0.03946726303009279,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_hour_ramp_spearman,-0.15557610259205254,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_abs_hour_ramp_pearson,-0.08940432006536093,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,coefficient_of_variation_vs_abs_hour_ramp_spearman,-0.04247415136266458,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_next_ramp_pearson,-0.007704718226083447,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_next_ramp_spearman,-0.04336005228492996,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_hour_ramp_pearson,-0.13659151691850777,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_hour_ramp_spearman,-0.09462540983625635,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_abs_hour_ramp_pearson,-0.12661041244277085,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Q CELLS,2023,past_only,valid_count_vs_abs_hour_ramp_spearman,0.04929974250298965,rho,"Feature interval is (t-5min,t]; target begins at t."
incremental,Q CELLS,2023,past_only,std_partial_corr_abs_hour_ramp_given_mean,0.11094613612200635,r,
incremental,Q CELLS,2023,past_only,range_partial_corr_abs_hour_ramp_given_mean,0.13688922094370998,r,
incremental,Q CELLS,2023,past_only,max_abs_first_difference_partial_corr_abs_hour_ramp_given_mean,0.1065707710900698,r,
incremental,Q CELLS,2023,past_only,slope_partial_corr_abs_hour_ramp_given_mean,0.09270299359155654,r,
incremental,Q CELLS,2023,past_only,coefficient_of_variation_partial_corr_abs_hour_ramp_given_mean,-0.07661035807082262,r,
ramp_group,Q CELLS,2023,stable,mean_mean,0.0007374190333831586,,
ramp_group,Q CELLS,2023,stable,std_mean,0.0012401820611458423,,
ramp_group,Q CELLS,2023,stable,range_mean,0.002989536621823617,,
ramp_group,Q CELLS,2023,stable,max_abs_first_difference_mean,0.002989536621823617,,
ramp_group,Q CELLS,2023,stable,slope_mean,2.555085689292917e-06,,
ramp_group,Q CELLS,2023,stable,coefficient_of_variation_mean,1.8924518512946973,,
ramp_group,Q CELLS,2023,moderate,mean_mean,302.63463929146536,,
ramp_group,Q CELLS,2023,moderate,std_mean,40.88181943402588,,
ramp_group,Q CELLS,2023,moderate,range_mean,144.87666666666667,,
ramp_group,Q CELLS,2023,moderate,max_abs_first_difference_mean,24.56888888888889,,
ramp_group,Q CELLS,2023,moderate,slope_mean,-0.08892857868545923,,
ramp_group,Q CELLS,2023,moderate,coefficient_of_variation_mean,0.18234557050076175,,
ramp_group,Q CELLS,2023,ramp,mean_mean,391.2106131980172,,
ramp_group,Q CELLS,2023,ramp,std_mean,61.706348990233074,,
ramp_group,Q CELLS,2023,ramp,range_mean,216.1149732620321,,
ramp_group,Q CELLS,2023,ramp,max_abs_first_difference_mean,45.39661319073085,,
ramp_group,Q CELLS,2023,ramp,slope_mean,0.06479085433146102,,
ramp_group,Q CELLS,2023,ramp,coefficient_of_variation_mean,0.14138842652336442,,
source_coverage,Sanyo,2021,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Sanyo,2021,calendar_year,pv_rows_present,100539,intervals,
source_coverage,Sanyo,2021,calendar_year,pv_values_valid,100534,intervals,
source_coverage,Sanyo,2021,calendar_year,weather_bins_present,0,intervals,
source_coverage,Sanyo,2021,calendar_year,weather_complete_bins,0,intervals,
source_coverage,Sanyo,2022,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Sanyo,2022,calendar_year,pv_rows_present,102901,intervals,
source_coverage,Sanyo,2022,calendar_year,pv_values_valid,102890,intervals,
source_coverage,Sanyo,2022,calendar_year,weather_bins_present,0,intervals,
source_coverage,Sanyo,2022,calendar_year,weather_complete_bins,0,intervals,
source_coverage,Sanyo,2023,calendar_year,expected_5min_intervals,105120,intervals,
source_coverage,Sanyo,2023,calendar_year,pv_rows_present,101797,intervals,
source_coverage,Sanyo,2023,calendar_year,pv_values_valid,96941,intervals,
source_coverage,Sanyo,2023,calendar_year,weather_bins_present,560,intervals,
source_coverage,Sanyo,2023,calendar_year,weather_complete_bins,544,intervals,
alignment,Sanyo,ALL,common,common_start,2023-01-01 09:05:00,,
alignment,Sanyo,ALL,common,common_end,2023-01-03 07:40:00,,
coverage,Sanyo,2021,full_timeline,expected_intervals,0,intervals,
coverage,Sanyo,2021,full_timeline,pv_rows_present,0,intervals,
coverage,Sanyo,2021,full_timeline,weather_rows_present,0,intervals,
coverage,Sanyo,2021,full_timeline,complete_intervals,0,intervals,
coverage,Sanyo,2021,full_timeline,partial_intervals,0,intervals,
coverage,Sanyo,2021,full_timeline,no_weather_intervals,0,intervals,
coverage,Sanyo,2022,full_timeline,expected_intervals,0,intervals,
coverage,Sanyo,2022,full_timeline,pv_rows_present,0,intervals,
coverage,Sanyo,2022,full_timeline,weather_rows_present,0,intervals,
coverage,Sanyo,2022,full_timeline,complete_intervals,0,intervals,
coverage,Sanyo,2022,full_timeline,partial_intervals,0,intervals,
coverage,Sanyo,2022,full_timeline,no_weather_intervals,0,intervals,
coverage,Sanyo,2023,full_timeline,expected_intervals,560,intervals,
coverage,Sanyo,2023,full_timeline,pv_rows_present,560,intervals,
coverage,Sanyo,2023,full_timeline,pv_values_valid,560,intervals,
coverage,Sanyo,2023,full_timeline,malformed_source_records,0,intervals,
coverage,Sanyo,2023,full_timeline,weather_rows_present,560,intervals,
coverage,Sanyo,2023,full_timeline,weather_values_valid,560,intervals,
coverage,Sanyo,2023,full_timeline,complete_intervals,544,intervals,
coverage,Sanyo,2023,full_timeline,partial_intervals,16,intervals,
coverage,Sanyo,2023,full_timeline,no_weather_intervals,0,intervals,
coverage,Sanyo,2023,full_timeline,pv_valid_weather_incomplete,16,intervals,
coverage,Sanyo,2023,full_timeline,weather_valid_pv_missing,0,intervals,
coverage,Sanyo,2023,full_timeline,longest_complete_segment,925,minutes,
coverage,Sanyo,2023,full_timeline,longest_weather_gap,0,minutes,
coverage,Sanyo,2023,daylight,classified_intervals,290,intervals,Daylight threshold: past-interval mean irradiance >20 W/m2; missing-weather intervals unclassified.
coverage,Sanyo,2023,daylight,pv_value_valid_ratio,1.0,ratio,
coverage,Sanyo,2023,daylight,weather_complete_ratio,0.9793103448275862,ratio,
coverage,Sanyo,2023,night,classified_intervals,270,intervals,Daylight threshold: past-interval mean irradiance >20 W/m2; missing-weather intervals unclassified.
coverage,Sanyo,2023,night,pv_value_valid_ratio,1.0,ratio,
coverage,Sanyo,2023,night,weather_complete_ratio,0.9629629629629629,ratio,
descriptive,Sanyo,2023,past_only,usable_feature_rows,560,intervals,
correlation,Sanyo,2023,past_only,mean_vs_next_ramp_pearson,0.0459874225603322,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,mean_vs_next_ramp_spearman,0.057049790034454435,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,mean_vs_hour_ramp_pearson,-0.03780548008987044,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,mean_vs_hour_ramp_spearman,0.017700866291663342,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,mean_vs_abs_hour_ramp_pearson,0.5353056870686708,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,mean_vs_abs_hour_ramp_spearman,0.834766003159316,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_next_ramp_pearson,-0.04569991082502963,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_next_ramp_spearman,0.042104600586039126,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_hour_ramp_pearson,-0.07071269506055813,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_hour_ramp_spearman,-0.01730416395751667,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_abs_hour_ramp_pearson,0.4172297115293861,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,std_vs_abs_hour_ramp_spearman,0.8452586115053302,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_next_ramp_pearson,0.049642263607035844,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_next_ramp_spearman,0.035437155165596236,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_hour_ramp_pearson,-0.01571483695607117,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_hour_ramp_spearman,0.01919843830886438,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_abs_hour_ramp_pearson,0.5023949550444361,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,minimum_vs_abs_hour_ramp_spearman,0.8310460136342721,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_next_ramp_pearson,0.021702772651156974,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_next_ramp_spearman,0.05505953166062495,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_hour_ramp_pearson,-0.06586557420483823,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_hour_ramp_spearman,0.011286020564273537,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_abs_hour_ramp_pearson,0.5714851837746258,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,maximum_vs_abs_hour_ramp_spearman,0.8418064320796468,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_next_ramp_pearson,-0.015180595509495826,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_next_ramp_spearman,0.048634034172066645,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_hour_ramp_pearson,-0.09956346940038645,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_hour_ramp_spearman,-0.017677271132036487,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_abs_hour_ramp_pearson,0.4688220436590789,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,range_vs_abs_hour_ramp_spearman,0.8468472596604193,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_next_ramp_pearson,-0.04461813295575764,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_next_ramp_spearman,0.13535227463792635,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_hour_ramp_pearson,0.08847589586337981,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_hour_ramp_spearman,0.2514049092226452,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_abs_hour_ramp_pearson,0.017268908059502288,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,first_last_change_vs_abs_hour_ramp_spearman,0.05563676325956883,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_next_ramp_pearson,-0.007421815575901659,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_next_ramp_spearman,0.0272981670188345,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_hour_ramp_pearson,-0.07966589759341676,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_hour_ramp_spearman,-0.03377389127124826,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_abs_hour_ramp_pearson,0.35804832567065176,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,max_abs_first_difference_vs_abs_hour_ramp_spearman,0.8412367278131458,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_next_ramp_pearson,0.038677976566092995,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_next_ramp_spearman,0.14238146532253773,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_hour_ramp_pearson,0.06337336208698302,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_hour_ramp_spearman,0.2229770963987275,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_abs_hour_ramp_pearson,0.07423994653953651,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,slope_vs_abs_hour_ramp_spearman,0.05583081101850065,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_next_ramp_pearson,-0.03423638324380735,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_next_ramp_spearman,-0.04546583672370426,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_hour_ramp_pearson,-0.03637267472367484,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_hour_ramp_spearman,-0.14676635597022444,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_abs_hour_ramp_pearson,-0.08377859226638713,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,coefficient_of_variation_vs_abs_hour_ramp_spearman,-0.04714061533699363,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_next_ramp_pearson,-0.007289961757322216,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_next_ramp_spearman,-0.046500453771186334,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_hour_ramp_pearson,-0.13679741794611358,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_hour_ramp_spearman,-0.0864135462518444,rho,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_abs_hour_ramp_pearson,-0.12657851906457226,r,"Feature interval is (t-5min,t]; target begins at t."
correlation,Sanyo,2023,past_only,valid_count_vs_abs_hour_ramp_spearman,0.05751129309314235,rho,"Feature interval is (t-5min,t]; target begins at t."
incremental,Sanyo,2023,past_only,std_partial_corr_abs_hour_ramp_given_mean,0.10977006977037383,r,
incremental,Sanyo,2023,past_only,range_partial_corr_abs_hour_ramp_given_mean,0.1361080917389793,r,
incremental,Sanyo,2023,past_only,max_abs_first_difference_partial_corr_abs_hour_ramp_given_mean,0.1018272374910594,r,
incremental,Sanyo,2023,past_only,slope_partial_corr_abs_hour_ramp_given_mean,0.10731715600622872,r,
incremental,Sanyo,2023,past_only,coefficient_of_variation_partial_corr_abs_hour_ramp_given_mean,-0.06825367012856472,r,
ramp_group,Sanyo,2023,stable,mean_mean,0.0007027540360873691,,
ramp_group,Sanyo,2023,stable,std_mean,0.001181882904425311,,
