section,model,seed,scope,horizon,rmse_kw,mae_kw,diff_mae_kw,artifact_source,n,positive_count,prevalence,auroc,auprc,brier,f1,precision,recall,miss_rate,onset_time_mae_steps,onset_time_mae_minutes,onset_time_n,up_count,down_count,up_recall,down_recall,direction_accuracy,identification_rate,probability_bin,mean_predicted_probability,observed_event_rate,actual_epochs,best_epoch,best_validation_first_event_nll,stop_reason,numerically_finite,training_seconds,mean_epoch_seconds,backbone_parameters,power_head_parameters,event_head_parameters,total_inference_parameters,trainable_parameters,trainable_fraction,inference_ms_per_sample,threshold_kw,power_max_abs_difference_kw,power_mean_abs_difference_kw,max_abs_difference_kw,mean_abs_difference_kw,rmse_difference_kw,mae_difference_kw
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,7,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,345,345,0.019826446755933567,,,,,,,,,,,198,147,,,,0.7536231884057971,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,8,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,283,283,0.016263433136026666,,,,,,,,,,,167,116,,,,0.7102473498233216,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,9,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,242,242,0.013907246709959197,,,,,,,,,,,144,98,,,,0.6900826446280992,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,10,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,210,210,0.012068271938394345,,,,,,,,,,,125,85,,,,0.638095238095238,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,11,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,182,182,0.010459169013275099,,,,,,,,,,,111,71,,,,0.6043956043956044,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,160,160,0.009194873857824262,,,,,,,,,,,100,60,,,,0.55625,,,,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,9136,,,,,,,,,,,,,,,,,,,"[0.0,0.1)",0.009973563153579336,0.0016418563922942207,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,1375,,,,,,,,,,,,,,,,,,,"[0.1,0.2)",0.138995120677898,0.10472727272727272,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,717,,,,,,,,,,,,,,,,,,,"[0.2,0.3)",0.24836613765841173,0.37656903765690375,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,561,,,,,,,,,,,,,,,,,,,"[0.3,0.4)",0.35110606014528684,0.6238859180035651,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,536,,,,,,,,,,,,,,,,,,,"[0.4,0.5)",0.4454849057645047,0.7444029850746269,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,411,,,,,,,,,,,,,,,,,,,"[0.5,0.6)",0.5512232440015544,0.7858880778588808,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,521,,,,,,,,,,,,,,,,,,,"[0.6,0.7)",0.654597619073934,0.7696737044145874,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,603,,,,,,,,,,,,,,,,,,,"[0.7,0.8)",0.753241211680532,0.8507462686567164,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,1037,,,,,,,,,,,,,,,,,,,"[0.8,0.9)",0.859637002688745,0.8794599807135969,,,,,,,,,,,,,,,,,,,,,
reliability,STANDARD_ONSET_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\ONSET_HAZARD\42\test_predictions.npz,2504,,,,,,,,,,,,,,,,,,,"[0.9,1.0]",0.9378606779456544,0.9169329073482428,,,,,,,,,,,,,,,,,,,,,
first_onset,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,17401,5623,0.3231423481409114,0.965400018306541,0.8943902175939663,0.0679025186616933,0.8464541905021339,0.8647495361781076,0.828916948248266,0.17108305175173394,2.856683115211328,14.28341557605664,4661,3125,2498,0.54112,0.5200160128102482,0.6414932417936066,,,,,,,,,,,,,,,,,,,,,,,,,
first_onset,POWER_ANCHORED_HAZARD,42,daylight,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,9655,5623,0.5823925427239772,0.8989943778952093,0.8944171205749909,0.1222664710673347,0.8464541905021339,0.8647495361781076,0.828916948248266,0.17108305175173394,2.856683115211328,14.28341557605664,4661,3125,2498,0.54112,0.5200160128102482,0.6414932417936066,,,,,,,,,,,,,,,,,,,,,,,,,
first_onset,POWER_ANCHORED_HAZARD,42,sunrise_sunset_transition,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,7134,2742,0.3843566021867115,0.9309111188169192,0.8437142016038908,0.10546390379922586,0.7819750719079578,0.8245046502224019,0.7436177972283005,0.2563822027716995,2.7459538989700834,13.729769494850416,2039,1660,1082,0.4867469879518072,0.5656192236598891,0.6964198136341344,,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,1,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,930,930,0.05344520429860353,,,,,,,,,,,499,431,,,,0.8774193548387097,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,2,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,930,930,0.05344520429860353,,,,,,,,,,,499,431,,,,0.878494623655914,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,3,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,771,771,0.044307798402390665,,,,,,,,,,,416,355,,,,0.8728923476005188,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,4,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,633,633,0.03637721970001724,,,,,,,,,,,348,285,,,,0.8641390205371248,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,5,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,511,511,0.02936612838342624,,,,,,,,,,,280,231,,,,0.837573385518591,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,6,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,426,426,0.0244813516464571,,,,,,,,,,,238,188,,,,0.8450704225352113,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,7,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,345,345,0.019826446755933567,,,,,,,,,,,198,147,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,8,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,283,283,0.016263433136026666,,,,,,,,,,,167,116,,,,0.7703180212014135,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,9,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,242,242,0.013907246709959197,,,,,,,,,,,144,98,,,,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,10,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,210,210,0.012068271938394345,,,,,,,,,,,125,85,,,,0.680952380952381,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,11,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,182,182,0.010459169013275099,,,,,,,,,,,111,71,,,,0.6318681318681318,,,,,,,,,,,,,,,,,,,,,,,,
onset_lead,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,160,160,0.009194873857824262,,,,,,,,,,,100,60,,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,8411,,,,,,,,,,,,,,,,,,,"[0.0,0.1)",0.005896130180571758,0.00023778385447628106,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,1599,,,,,,,,,,,,,,,,,,,"[0.1,0.2)",0.14774391280754132,0.04690431519699812,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,804,,,,,,,,,,,,,,,,,,,"[0.2,0.3)",0.24889466745270178,0.2574626865671642,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,670,,,,,,,,,,,,,,,,,,,"[0.3,0.4)",0.345781516243753,0.46119402985074626,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,527,,,,,,,,,,,,,,,,,,,"[0.4,0.5)",0.4514312448211536,0.7001897533206831,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,357,,,,,,,,,,,,,,,,,,,"[0.5,0.6)",0.5515995835349357,0.6946778711484594,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,415,,,,,,,,,,,,,,,,,,,"[0.6,0.7)",0.6520999038319163,0.7783132530120482,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,517,,,,,,,,,,,,,,,,,,,"[0.7,0.8)",0.7528795707729801,0.793036750483559,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,923,,,,,,,,,,,,,,,,,,,"[0.8,0.9)",0.8560064649611187,0.8353196099674973,,,,,,,,,,,,,,,,,,,,,
reliability,POWER_ANCHORED_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_power_anchored_gradient_screen\results\POWER_ANCHORED_HAZARD\42\test_predictions.npz,3178,,,,,,,,,,,,,,,,,,,"[0.9,1.0]",0.9539673912826381,0.9153555695405916,,,,,,,,,,,,,,,,,,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,3,0.4030815362930298,0.19502899050712585,0.1351211667060852,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,6,0.4400230646133423,0.2094784677028656,0.1326143592596054,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,12,0.481767475605011,0.2312507927417755,0.13394679129123688,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,daylight,12,0.6701191067695618,0.4227704405784607,0.13394679129123688,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,ramp_step,12,0.9608327150344849,0.7169058918952942,0.13394679129123688,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
power,FROZEN_TRAJECTORY_HAZARD,42,onset_near,12,0.7990145683288574,0.5579513907432556,0.13394679129123688,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,,,,,,,,,,,,,,,,,,,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
first_onset,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,17401,5623,0.3231423481409114,0.9338633925559904,0.8416503277344455,0.10482551721316984,0.7452755905511811,0.8344721181397399,0.6733060643784456,0.32669393562155435,2.7379820390913894,13.689910195456946,3786,3125,2498,0.42336,0.4519615692554043,0.6476492340200739,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
first_onset,FROZEN_TRAJECTORY_HAZARD,42,daylight,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,9655,5623,0.5823925427239772,0.8121407011734684,0.8430758461200649,0.18843307625706138,0.7452755905511811,0.8344721181397399,0.6733060643784456,0.32669393562155435,2.7379820390913894,13.689910195456946,3786,3125,2498,0.42336,0.4519615692554043,0.6476492340200739,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
first_onset,FROZEN_TRAJECTORY_HAZARD,42,sunrise_sunset_transition,12,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,7134,2742,0.3843566021867115,0.8483231231374863,0.7424051970250382,0.16153171678236683,0.6742378959952182,0.7430830039525692,0.6170678336980306,0.38293216630196936,2.826241134751773,14.131205673758863,1692,1660,1082,0.3180722891566265,0.6155268022181146,0.7056737588652482,,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,1,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,930,930,0.05344520429860353,,,,,,,,,,,499,431,,,,0.7408602150537634,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,2,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,930,930,0.05344520429860353,,,,,,,,,,,499,431,,,,0.7365591397849462,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,3,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,771,771,0.044307798402390665,,,,,,,,,,,416,355,,,,0.7055771725032426,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,4,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,633,633,0.03637721970001724,,,,,,,,,,,348,285,,,,0.7061611374407583,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,5,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,511,511,0.02936612838342624,,,,,,,,,,,280,231,,,,0.6810176125244618,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,6,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,426,426,0.0244813516464571,,,,,,,,,,,238,188,,,,0.6807511737089202,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,7,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,345,345,0.019826446755933567,,,,,,,,,,,198,147,,,,0.6318840579710145,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
onset_lead,FROZEN_TRAJECTORY_HAZARD,42,full_timeline,8,,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_frozen_trajectory_hazard_screen\results\FROZEN_TRAJECTORY_HAZARD\42\test_predictions.npz,283,283,0.016263433136026666,,,,,,,,,,,167,116,,,,0.5901060070671378,,,,11,6,1.0385117301906364,early_stopping,True,48.4106613999993,4.394329418182017,19136,55308,165924,240368,165924,0.6902915529521401,0.035821975748469924,0.15069979429244995,0.0,0.0,,,,
