site,model,h,support,analysis,scope,selected_alpha,points,origins,SSE,SAE,signed_error,RMSE,MAE,bias
NIST_GROUND,Ridge+day,96,horizon_specific,daily_matched,low-power,1000.0,1425306,22114,340091940.48636335,16605574.926705077,11294617.070205094,15.446998820436567,11.650533237567988,7.924345417899802
NIST_GROUND,Ridge+day,96,common_H144,primary,full,1000.0,2100960,21885,2354878182.846953,45409008.89459768,7752694.3972527515,33.479219987235844,21.613457131310295,3.690072346571449
NIST_GROUND,Ridge+day,96,common_H144,primary,power-active,1000.0,732543,14873,2008778699.4440627,29229172.477071226,-3221732.4565587924,52.36601019492712,39.9009648267354,-4.398011388490222
NIST_GROUND,Ridge+day,96,common_H144,primary,low-power,1000.0,1368417,20988,346099483.4028899,16179836.417526456,10974426.853811538,15.903446239324603,11.823761629332619,8.01979722103097
NIST_GROUND,Ridge+day,96,common_H144,daily_matched,full,1000.0,2084401,21885,2298504840.166116,44695921.154715955,7578018.453419117,33.20718601097752,21.443053018452762,3.635585692685389
NIST_GROUND,Ridge+day,96,common_H144,daily_matched,power-active,1000.0,726956,14870,1974173086.4825964,28904789.73878691,-3043972.174683493,52.1120971415438,39.7614019813949,-4.187285302939233
NIST_GROUND,Ridge+day,96,common_H144,daily_matched,low-power,1000.0,1357445,20988,324331753.6835202,15791131.415929047,10621990.628102604,15.457299222304863,11.632980648150788,7.824987847097012
NIST_GROUND,Ridge+day,144,horizon_specific,primary,full,1000.0,3151440,21885,3911579883.715781,72625011.5238894,14573548.456140315,35.23072500134231,23.04502434566084,4.624409303727919
NIST_GROUND,Ridge+day,144,horizon_specific,primary,power-active,1000.0,1106213,18602,3344831395.658397,46889035.98851612,-4150288.3852022444,54.98797626540417,42.386986944210676,-3.7517986004523944
NIST_GROUND,Ridge+day,144,horizon_specific,primary,low-power,1000.0,2045227,21885,566748488.0573807,25735975.535373304,18723836.841342576,16.646557161057626,12.583432320898025,9.15489422022229
NIST_GROUND,Ridge+day,144,horizon_specific,daily_matched,full,1000.0,3128676,21885,3831548071.0517583,71651042.1101504,14433919.652460007,34.99506817833027,22.90139410733179,4.61342742184234
NIST_GROUND,Ridge+day,144,horizon_specific,daily_matched,power-active,1000.0,1098178,18599,3289635059.5336323,46394853.29766613,-3853764.588895615,54.73151769106458,42.24711594811236,-3.509234922658818
NIST_GROUND,Ridge+day,144,horizon_specific,daily_matched,low-power,1000.0,2030498,21885,541913011.518124,25256188.81248433,18287684.241355646,16.33666886830645,12.438420925548478,9.006501972105191
NIST_GROUND,Ridge+day,144,common_H144,primary,full,1000.0,3151440,21885,3911579883.715781,72625011.5238894,14573548.456140315,35.23072500134231,23.04502434566084,4.624409303727919
NIST_GROUND,Ridge+day,144,common_H144,primary,power-active,1000.0,1106213,18602,3344831395.658397,46889035.98851612,-4150288.3852022444,54.98797626540417,42.386986944210676,-3.7517986004523944
NIST_GROUND,Ridge+day,144,common_H144,primary,low-power,1000.0,2045227,21885,566748488.0573807,25735975.535373304,18723836.841342576,16.646557161057626,12.583432320898025,9.15489422022229
NIST_GROUND,Ridge+day,144,common_H144,daily_matched,full,1000.0,3128676,21885,3831548071.0517583,71651042.1101504,14433919.652460007,34.99506817833027,22.90139410733179,4.61342742184234
NIST_GROUND,Ridge+day,144,common_H144,daily_matched,power-active,1000.0,1098178,18599,3289635059.5336323,46394853.29766613,-3853764.588895615,54.73151769106458,42.24711594811236,-3.509234922658818
NIST_GROUND,Ridge+day,144,common_H144,daily_matched,low-power,1000.0,2030498,21885,541913011.518124,25256188.81248433,18287684.241355646,16.33666886830645,12.438420925548478,9.006501972105191
