site,model,seed,neural_source,lead,lead_hours,scope,points,origins,SSE,SAE,signed_error,RMSE,MAE,bias
Hanwha,TCN,42,TCN,9,0.75,full,4512,4512,138.75678661424104,562.1885163534425,-85.86079353077002,0.17536485940099494,0.12459851869535517,-0.019029431190330237
Hanwha,TCN,42,TCN,9,0.75,power-active,1215,1215,83.51697359018347,243.08434880245477,-48.84076897520572,0.26217980446339445,0.20006942288267882,-0.04019816376560142
Hanwha,TCN,42,TCN,10,0.8333333333333334,full,4512,4512,156.3314614854324,587.9233747457401,-78.72960766492906,0.18613954521744483,0.13030216638868355,-0.017448937869000234
Hanwha,TCN,42,TCN,10,0.8333333333333334,power-active,1216,1216,96.09838778707486,261.62242668657564,-39.87414736836217,0.2811196887984907,0.21515002194619706,-0.03279123961213994
Hanwha,TCN,42,TCN,11,0.9166666666666666,full,4512,4512,171.01908996558794,612.4900291517406,-95.09828863525763,0.19468735732528267,0.13574690362405598,-0.02107674836774327
Hanwha,TCN,42,TCN,11,0.9166666666666666,power-active,1219,1219,109.2438480044487,278.78384684678167,-75.3335233842954,0.2993619794720839,0.22869880791368472,-0.06179944494199787
Hanwha,TCN,42,TCN,12,1.0,full,4512,4512,201.48098492841592,658.6808503790916,-192.4543503499782,0.21131605147272,0.14598423102373484,-0.04265388970522566
Hanwha,TCN,42,TCN,12,1.0,power-active,1224,1224,124.96787480842535,294.5908533958718,-120.0210132477805,0.319527677885638,0.24067880179401294,-0.09805638337236969
Hanwha,TCN,42,TCN,13,1.0833333333333333,full,4512,4512,226.4618420614671,684.058706692078,-272.83970956289704,0.22403350440321043,0.15160875591579742,-0.060469793786103065
Hanwha,TCN,42,TCN,13,1.0833333333333333,power-active,1232,1232,145.9619633373096,312.6454428897123,-156.58062014140887,0.3442028756300157,0.25377065169619506,-0.12709465920568902
Hanwha,TCN,42,TCN,14,1.1666666666666667,full,4512,4512,240.29301568842195,685.2560821532606,-248.1383348592717,0.23077354870523703,0.1518741316829035,-0.054995198328739295
Hanwha,TCN,42,TCN,14,1.1666666666666667,power-active,1243,1243,162.92438980634452,320.748532373691,-171.2640310714487,0.36204077612488267,0.25804387157979963,-0.13778280858523628
Hanwha,TCN,42,TCN,15,1.25,full,4512,4512,253.27835887819452,686.1542029788861,-257.3916795209634,0.23692696775429606,0.1520731832843276,-0.05704602826262487
Hanwha,TCN,42,TCN,15,1.25,power-active,1255,1255,184.71600676885134,336.2146375727898,-197.40447855266393,0.383645759964224,0.2679001096197528,-0.15729440522124616
Hanwha,TCN,42,TCN,16,1.3333333333333333,full,4512,4512,307.578436245219,774.8662421131266,-301.6964385149877,0.26109189888672774,0.171734539475427,-0.06686534541555578
Hanwha,TCN,42,TCN,16,1.3333333333333333,power-active,1269,1269,218.8577777094609,372.45621783996467,-204.03111129219178,0.41528876441372087,0.29350371776198947,-0.160781017566739
Hanwha,TCN,42,TCN,17,1.4166666666666667,full,4512,4512,358.0903700795099,833.9279450806703,-364.0395223972396,0.2817161700380088,0.18482445591326913,-0.08068251826179955
Hanwha,TCN,42,TCN,17,1.4166666666666667,power-active,1283,1283,262.38549526864614,412.81618974066805,-247.36634849465918,0.45222709935495314,0.321758526687972,-0.1928030775484483
Hanwha,TCN,42,TCN,18,1.5,full,4512,4512,378.8149692932393,839.454678222467,-304.457617056597,0.28975372020343165,0.18604935244292264,-0.06747730874481316
Hanwha,TCN,42,TCN,18,1.5,power-active,1297,1297,287.7714497966184,426.237588211603,-267.63957329065306,0.4710357440406523,0.3286334527460316,-0.20635279359341022
Hanwha,TCN,42,TCN,19,1.5833333333333333,full,4512,4512,432.46196156979903,884.842377086934,-374.9003826930784,0.309591773066975,0.19610868286501196,-0.08308962382382057
Hanwha,TCN,42,TCN,19,1.5833333333333333,power-active,1311,1311,339.61593747014314,467.8083091066219,-327.2351955906488,0.508970586900293,0.35683318772434924,-0.24960731929111274
