site,model,seed,epoch,train_MSE,validation_MSE
Hanwha,Depthwise convolutional TCN,44,22,0.014753352952130663,0.013102487812710666
Hanwha,Depthwise convolutional TCN,44,23,0.014249921979720788,0.013380655345340308
Hanwha,Depthwise convolutional TCN,44,24,0.014104667217563326,0.013494177710284744
Hanwha,Depthwise convolutional TCN,44,25,0.01417657591061804,0.014654101202058054
Qcells,Depthwise convolutional TCN,42,1,0.07179251422341579,0.058796705292823305
Qcells,Depthwise convolutional TCN,42,2,0.04837542611075887,0.026889104964332004
Qcells,Depthwise convolutional TCN,42,3,0.028748038477565255,0.020623090811222013
Qcells,Depthwise convolutional TCN,42,4,0.023633026485885857,0.018939848894152688
Qcells,Depthwise convolutional TCN,42,5,0.022243212463996583,0.017601597804216895
Qcells,Depthwise convolutional TCN,42,6,0.021193993685639814,0.017294832742438124
Qcells,Depthwise convolutional TCN,42,7,0.020626876755374564,0.017176918232455523
Qcells,Depthwise convolutional TCN,42,8,0.02003062463956576,0.01726077366217975
Qcells,Depthwise convolutional TCN,42,9,0.019483225208221055,0.01654313506407337
Qcells,Depthwise convolutional TCN,42,10,0.018619642926624925,0.017528072132600877
Qcells,Depthwise convolutional TCN,42,11,0.018732514113776702,0.016224214797560376
Qcells,Depthwise convolutional TCN,42,12,0.01790859350463147,0.016285888280667484
Qcells,Depthwise convolutional TCN,42,13,0.018104689037889303,0.016266012734134756
Qcells,Depthwise convolutional TCN,42,14,0.01759737865889277,0.01549803012430829
Qcells,Depthwise convolutional TCN,42,15,0.017341741803943017,0.015080857482731512
Qcells,Depthwise convolutional TCN,42,16,0.017076710920722157,0.015524340172332654
Qcells,Depthwise convolutional TCN,42,17,0.016839847907352663,0.016606606928691217
Qcells,Depthwise convolutional TCN,42,18,0.01670497847635433,0.015664584568407115
Qcells,Depthwise convolutional TCN,42,19,0.016602031344359416,0.016663623869315306
Qcells,Depthwise convolutional TCN,42,20,0.01589908479982316,0.014296138561746692
Qcells,Depthwise convolutional TCN,42,21,0.01565042976891532,0.01382439088187183
Qcells,Depthwise convolutional TCN,42,22,0.01538449474761099,0.015570264160997459
Qcells,Depthwise convolutional TCN,42,23,0.01539757695167343,0.013307718290616095
Qcells,Depthwise convolutional TCN,42,24,0.015055067094083115,0.013119482781197971
Qcells,Depthwise convolutional TCN,42,25,0.014782670965238179,0.01511971980829095
Qcells,Depthwise convolutional TCN,43,1,0.07089022737688944,0.05837764459445828
Qcells,Depthwise convolutional TCN,43,2,0.048317332337713806,0.026940386644497456
Qcells,Depthwise convolutional TCN,43,3,0.02969253218963805,0.02229481464909057
Qcells,Depthwise convolutional TCN,43,4,0.025155614004978635,0.019590247428667627
Qcells,Depthwise convolutional TCN,43,5,0.022938997144931774,0.0175414753712799
Qcells,Depthwise convolutional TCN,43,6,0.02117925448253194,0.017095288007469865
Qcells,Depthwise convolutional TCN,43,7,0.020413867229582938,0.01654155822077773
Qcells,Depthwise convolutional TCN,43,8,0.01950342814393615,0.01782046533550463
Qcells,Depthwise convolutional TCN,43,9,0.019330366950682125,0.016155853192338344
Qcells,Depthwise convolutional TCN,43,10,0.018607339685852264,0.01584286534469552
Qcells,Depthwise convolutional TCN,43,11,0.01849175811278384,0.015941746930689858
Qcells,Depthwise convolutional TCN,43,12,0.018532152545741715,0.015982536744719847
Qcells,Depthwise convolutional TCN,43,13,0.018452180765814893,0.016011830103374845
Qcells,Depthwise convolutional TCN,43,14,0.018059780248900648,0.015206764893649988
Qcells,Depthwise convolutional TCN,43,15,0.017903894753111674,0.015593559381311782
Qcells,Depthwise convolutional TCN,43,16,0.017759704845879323,0.014867053883977854
Qcells,Depthwise convolutional TCN,43,17,0.01748790385010849,0.01473906698181349
Qcells,Depthwise convolutional TCN,43,18,0.01698804879470551,0.014704031649420612
Qcells,Depthwise convolutional TCN,43,19,0.016733983516023933,0.018096244868261932
Qcells,Depthwise convolutional TCN,43,20,0.017011707911382453,0.013823000243742634
Qcells,Depthwise convolutional TCN,43,21,0.016259845704281614,0.013817288515094405
Qcells,Depthwise convolutional TCN,43,22,0.015486795489540312,0.013039462329909305
Qcells,Depthwise convolutional TCN,43,23,0.015526667410422738,0.01463557054633355
Qcells,Depthwise convolutional TCN,43,24,0.01562152370195748,0.013546886107014513
Qcells,Depthwise convolutional TCN,43,25,0.015130825293273704,0.01412865528246467
Qcells,Depthwise convolutional TCN,44,1,0.07137857626018214,0.05873412622367902
Qcells,Depthwise convolutional TCN,44,2,0.05566191705491076,0.029297526965413892
Qcells,Depthwise convolutional TCN,44,3,0.03142650031626152,0.02283956489479602
Qcells,Depthwise convolutional TCN,44,4,0.025965607875064082,0.020363100487253708
Qcells,Depthwise convolutional TCN,44,5,0.022968044081331365,0.017791777655969777
Qcells,Depthwise convolutional TCN,44,6,0.02148735588583607,0.01724817792499482
Qcells,Depthwise convolutional TCN,44,7,0.020620530930344178,0.017474979068362775
Qcells,Depthwise convolutional TCN,44,8,0.019947848206079807,0.017359645708250947
Qcells,Depthwise convolutional TCN,44,9,0.019334537071873836,0.016677005342836355
Qcells,Depthwise convolutional TCN,44,10,0.01866600352043618,0.017437200266073573
Qcells,Depthwise convolutional TCN,44,11,0.018552424627686984,0.01691157106497974
Qcells,Depthwise convolutional TCN,44,12,0.01815163886265595,0.017034828638580843
Qcells,Depthwise convolutional TCN,44,13,0.017900634023720365,0.015726711833858174
Qcells,Depthwise convolutional TCN,44,14,0.017836489997099587,0.01569313632170377
Qcells,Depthwise convolutional TCN,44,15,0.01747461291055199,0.017309631989869744
Qcells,Depthwise convolutional TCN,44,16,0.017190136873781202,0.01584049068116112
Qcells,Depthwise convolutional TCN,44,17,0.016757492120360956,0.015518538556408633
Qcells,Depthwise convolutional TCN,44,18,0.016613558797348424,0.015283414572096407
Qcells,Depthwise convolutional TCN,44,19,0.016128549199815764,0.01462219409010541
Qcells,Depthwise convolutional TCN,44,20,0.015884239591338136,0.013839423574755948
Qcells,Depthwise convolutional TCN,44,21,0.015550931685462748,0.013361791882287585
Qcells,Depthwise convolutional TCN,44,22,0.01499095771539301,0.013828105551276695
Qcells,Depthwise convolutional TCN,44,23,0.014694121311990731,0.013233666015242838
Qcells,Depthwise convolutional TCN,44,24,0.014780611391819734,0.01407917724843421
Qcells,Depthwise convolutional TCN,44,25,0.014168407312201012,0.015794482917837936
Sanyo,Depthwise convolutional TCN,42,1,0.0901266617192705,0.04891503687658278
Sanyo,Depthwise convolutional TCN,42,2,0.0428512744121751,0.032839157309685445
Sanyo,Depthwise convolutional TCN,42,3,0.03140598946972376,0.027479122621324795
Sanyo,Depthwise convolutional TCN,42,4,0.027746407151758953,0.028341027649512317
Sanyo,Depthwise convolutional TCN,42,5,0.02566410881110309,0.02579674251261607
Sanyo,Depthwise convolutional TCN,42,6,0.024232342675935964,0.024086881264372147
Sanyo,Depthwise convolutional TCN,42,7,0.022858016684247938,0.022480460197938524
Sanyo,Depthwise convolutional TCN,42,8,0.02170868861130166,0.022536199535210473
Sanyo,Depthwise convolutional TCN,42,9,0.020630970601729037,0.021774586196219654
Sanyo,Depthwise convolutional TCN,42,10,0.019699377629946967,0.022236838675574477
Sanyo,Depthwise convolutional TCN,42,11,0.01850146771622134,0.019184224602851917
Sanyo,Depthwise convolutional TCN,42,12,0.0180066502813817,0.018258985217416705
Sanyo,Depthwise convolutional TCN,42,13,0.017801644710830882,0.022579245057705817
Sanyo,Depthwise convolutional TCN,42,14,0.0175668383196824,0.01938280960152811
Sanyo,Depthwise convolutional TCN,42,15,0.016990692887401824,0.019439249195929136
Sanyo,Depthwise convolutional TCN,42,16,0.01660780872124393,0.021555792091849584
Sanyo,Depthwise convolutional TCN,42,17,0.016734514629952933,0.019085796796336027
Sanyo,Depthwise convolutional TCN,43,1,0.08952012902841534,0.04793720269370813
Sanyo,Depthwise convolutional TCN,43,2,0.04311201349044792,0.030981304640341156
Sanyo,Depthwise convolutional TCN,43,3,0.031240401731470496,0.026367488321280486
Sanyo,Depthwise convolutional TCN,43,4,0.02721157280928286,0.025398145239213587
Sanyo,Depthwise convolutional TCN,43,5,0.025044327616687047,0.023786284179771827
Sanyo,Depthwise convolutional TCN,43,6,0.02450698536532325,0.0231906762271996
Sanyo,Depthwise convolutional TCN,43,7,0.022834851122500326,0.02110926866538692
Sanyo,Depthwise convolutional TCN,43,8,0.022388033752891657,0.020865399084049902
Sanyo,Depthwise convolutional TCN,43,9,0.021192920091741084,0.019836791501339927
Sanyo,Depthwise convolutional TCN,43,10,0.02054932511263437,0.019910320622682873
Sanyo,Depthwise convolutional TCN,43,11,0.01942839798948153,0.019814063639618993
Sanyo,Depthwise convolutional TCN,43,12,0.01920283902171114,0.01850243480844349
Sanyo,Depthwise convolutional TCN,43,13,0.018632282148650058,0.01880215100845909
Sanyo,Depthwise convolutional TCN,43,14,0.018345714888109904,0.018615757323604105
Sanyo,Depthwise convolutional TCN,43,15,0.017980978825247802,0.018257951579802943
Sanyo,Depthwise convolutional TCN,43,16,0.017229854246404705,0.019162836287400883
Sanyo,Depthwise convolutional TCN,43,17,0.01794284137474516,0.017853716981776614
Sanyo,Depthwise convolutional TCN,43,18,0.017472172983321693,0.01826194939331231
Sanyo,Depthwise convolutional TCN,43,19,0.017332851622930058,0.017804517564729345
Sanyo,Depthwise convolutional TCN,43,20,0.016761729682221525,0.017610442542871675
Sanyo,Depthwise convolutional TCN,43,21,0.01653040227271594,0.018399824044544204
Sanyo,Depthwise convolutional TCN,43,22,0.016353185253911832,0.02057634113367165
Sanyo,Depthwise convolutional TCN,43,23,0.016606743153834647,0.01875498900118226
Sanyo,Depthwise convolutional TCN,43,24,0.016026213709573574,0.019717616923063043
Sanyo,Depthwise convolutional TCN,43,25,0.016346507835908422,0.017232842471871807
Sanyo,Depthwise convolutional TCN,44,1,0.09476032180549793,0.048498514063038935
Sanyo,Depthwise convolutional TCN,44,2,0.04511305118446795,0.03300934028795312
Sanyo,Depthwise convolutional TCN,44,3,0.03292440815802542,0.02772665830463851
Sanyo,Depthwise convolutional TCN,44,4,0.029347941281763948,0.025993419547782393
Sanyo,Depthwise convolutional TCN,44,5,0.026176692549299867,0.02392382075842149
Sanyo,Depthwise convolutional TCN,44,6,0.024713162939569558,0.02351374220780008
Sanyo,Depthwise convolutional TCN,44,7,0.023203285446522958,0.023061411706725862
Sanyo,Depthwise convolutional TCN,44,8,0.021981427472241594,0.019925489786094253
Sanyo,Depthwise convolutional TCN,44,9,0.02025841545929763,0.02043786694070873
Sanyo,Depthwise convolutional TCN,44,10,0.019740157763635722,0.01870796936722413
Sanyo,Depthwise convolutional TCN,44,11,0.020012700324911814,0.01940175431503245
Sanyo,Depthwise convolutional TCN,44,12,0.018709315229070073,0.018946889378566204
Sanyo,Depthwise convolutional TCN,44,13,0.017947109594430292,0.017533659404300097
Sanyo,Depthwise convolutional TCN,44,14,0.017901638143838706,0.017452884630269595
Sanyo,Depthwise convolutional TCN,44,15,0.01745506686530777,0.01860289623298796
Sanyo,Depthwise convolutional TCN,44,16,0.01725145699118194,0.017702326271422777
Sanyo,Depthwise convolutional TCN,44,17,0.01714346553065162,0.01767138270061627
Sanyo,Depthwise convolutional TCN,44,18,0.017468604657502555,0.019172488942210276
Sanyo,Depthwise convolutional TCN,44,19,0.016984579104050015,0.018735729455984475
Hanwha,Discrete recurrent decoder,42,1,0.06634724052030314,0.040038884718769145
Hanwha,Discrete recurrent decoder,42,2,0.02771557649982048,0.020574405269508315
Hanwha,Discrete recurrent decoder,42,3,0.015857216228319686,0.016761722591194468
Hanwha,Discrete recurrent decoder,42,4,0.013914613246463587,0.01660299463630307
Hanwha,Discrete recurrent decoder,42,5,0.012560346239736543,0.0158840923964757
Hanwha,Discrete recurrent decoder,42,6,0.011931649764968195,0.015035641958621603
Hanwha,Discrete recurrent decoder,42,7,0.011517879498243335,0.015666806286326405
Hanwha,Discrete recurrent decoder,42,8,0.011351528838799007,0.016077194059883445
Hanwha,Discrete recurrent decoder,42,9,0.01082672319654421,0.013993613195183087
Hanwha,Discrete recurrent decoder,42,10,0.01036701071033781,0.015292657486861419
Hanwha,Discrete recurrent decoder,42,11,0.010305985592377973,0.01492401193139475
Hanwha,Discrete recurrent decoder,42,12,0.009995344224642615,0.014285051526756094
Hanwha,Discrete recurrent decoder,42,13,0.009766605969855397,0.013474408684887739
Hanwha,Discrete recurrent decoder,42,14,0.009607401323469949,0.01465558929495354
Hanwha,Discrete recurrent decoder,42,15,0.00940379535089321,0.013470259535431702
Hanwha,Discrete recurrent decoder,42,16,0.009156222171423601,0.0140992985250178
Hanwha,Discrete recurrent decoder,42,17,0.00910004520110176,0.014613800744254706
Hanwha,Discrete recurrent decoder,42,18,0.009082414277971605,0.015874158982689898
Hanwha,Discrete recurrent decoder,42,19,0.008714534731989689,0.014156808028486477
Hanwha,Discrete recurrent decoder,42,20,0.008570162105580778,0.014626591756351278
Hanwha,Discrete recurrent decoder,43,1,0.06619102586684485,0.03717251293425047
Hanwha,Discrete recurrent decoder,43,2,0.027306255096192108,0.020084641276048067
Hanwha,Discrete recurrent decoder,43,3,0.017000454235653897,0.01720343400777669
Hanwha,Discrete recurrent decoder,43,4,0.014391764573747917,0.015664100771959462
Hanwha,Discrete recurrent decoder,43,5,0.013504446400397302,0.015295141637098749
Hanwha,Discrete recurrent decoder,43,6,0.012719053749252016,0.014973882078883852
Hanwha,Discrete recurrent decoder,43,7,0.012131071235339923,0.016002411954959304
Hanwha,Discrete recurrent decoder,43,8,0.011686810565275563,0.014943330079392867
Hanwha,Discrete recurrent decoder,43,9,0.011139781072629881,0.01476733927201676
Hanwha,Discrete recurrent decoder,43,10,0.011273560599090238,0.01541640652213127
Hanwha,Discrete recurrent decoder,43,11,0.010885171750027236,0.015269927836530615
Hanwha,Discrete recurrent decoder,43,12,0.010780511329268374,0.014192294213303806
Hanwha,Discrete recurrent decoder,43,13,0.010394490067641605,0.015555343753916387
Hanwha,Discrete recurrent decoder,43,14,0.010142929991178858,0.013321406100543779
Hanwha,Discrete recurrent decoder,43,15,0.009720259556940456,0.014190323265135477
Hanwha,Discrete recurrent decoder,43,16,0.00956713224472322,0.013952496511052343
Hanwha,Discrete recurrent decoder,43,17,0.009312074123397835,0.01438122092372971
Hanwha,Discrete recurrent decoder,43,18,0.00925184204086106,0.013578130934473472
Hanwha,Discrete recurrent decoder,43,19,0.009397487246304468,0.013437969981881945
Hanwha,Discrete recurrent decoder,44,1,0.05888605795329936,0.037886441011722054
Hanwha,Discrete recurrent decoder,44,2,0.02465825762157525,0.018584800445843812
Hanwha,Discrete recurrent decoder,44,3,0.014906229485599021,0.016376146973109
Hanwha,Discrete recurrent decoder,44,4,0.013660292388199139,0.01652742807669726
Hanwha,Discrete recurrent decoder,44,5,0.01209478378243397,0.015223235478548293
Hanwha,Discrete recurrent decoder,44,6,0.011680340194246436,0.01582216074737239
Hanwha,Discrete recurrent decoder,44,7,0.011574323932296344,0.015301222482617132
Hanwha,Discrete recurrent decoder,44,8,0.010881970501493636,0.014792874013701728
Hanwha,Discrete recurrent decoder,44,9,0.010658023934212406,0.01488628047112103
Hanwha,Discrete recurrent decoder,44,10,0.0103477431574001,0.015110101822566144
Hanwha,Discrete recurrent decoder,44,11,0.010369549641726821,0.014629316031237592
Hanwha,Discrete recurrent decoder,44,12,0.009735785604978203,0.013940361767170648
Hanwha,Discrete recurrent decoder,44,13,0.009535483201142676,0.018438374829640385
Hanwha,Discrete recurrent decoder,44,14,0.009557605156588241,0.014045793811245854
Hanwha,Discrete recurrent decoder,44,15,0.009306362178791381,0.014687871811746198
Hanwha,Discrete recurrent decoder,44,16,0.009167821919719802,0.01464582055128279
Hanwha,Discrete recurrent decoder,44,17,0.009219892069082046,0.014022378570795815
Qcells,Discrete recurrent decoder,42,1,0.0715401864453537,0.04231959427013866
Qcells,Discrete recurrent decoder,42,2,0.034529389995337105,0.02573397941231785
Qcells,Discrete recurrent decoder,42,3,0.026874832953082337,0.020542713142811385
Qcells,Discrete recurrent decoder,42,4,0.022027012468964817,0.019505771974605502
Qcells,Discrete recurrent decoder,42,5,0.018227216839404835,0.017568357178697695
Qcells,Discrete recurrent decoder,42,6,0.015915487336363023,0.019472371997036844
Qcells,Discrete recurrent decoder,42,7,0.01454204805286578,0.018503406455829423
Qcells,Discrete recurrent decoder,42,8,0.014124889428145292,0.01865563748266295
Qcells,Discrete recurrent decoder,42,9,0.012910406970007674,0.01772416687803179
Qcells,Discrete recurrent decoder,42,10,0.01292697453311178,0.016963227628791485
Qcells,Discrete recurrent decoder,42,11,0.012002839971704475,0.017923962477645543
Qcells,Discrete recurrent decoder,42,12,0.0119052745079282,0.017360947731094103
Qcells,Discrete recurrent decoder,42,13,0.011514600751439959,0.01690333984263065
Qcells,Discrete recurrent decoder,42,14,0.01120350479598545,0.016706246373246286
Qcells,Discrete recurrent decoder,42,15,0.011233392077709393,0.01814235689941171
Qcells,Discrete recurrent decoder,42,16,0.011315054540322507,0.01676653473017979
Qcells,Discrete recurrent decoder,42,17,0.010648820055317388,0.016314407986889004
Qcells,Discrete recurrent decoder,42,18,0.010318101167847168,0.01678725328792052
Qcells,Discrete recurrent decoder,42,19,0.010795271853947252,0.016950493386055806
Qcells,Discrete recurrent decoder,42,20,0.010474978269456307,0.016685664625069974
Qcells,Discrete recurrent decoder,42,21,0.01030408425106378,0.016635664085915918
Qcells,Discrete recurrent decoder,42,22,0.010074141463567707,0.016348275420691446
Qcells,Discrete recurrent decoder,43,1,0.06915570222326532,0.03174035204931592
Qcells,Discrete recurrent decoder,43,2,0.031960052911595774,0.023364377690467498
Qcells,Discrete recurrent decoder,43,3,0.02686737782899702,0.02198834200362252
Qcells,Discrete recurrent decoder,43,4,0.023598702290578873,0.01850459816889466
Qcells,Discrete recurrent decoder,43,5,0.019315449536840616,0.01585617523345998
Qcells,Discrete recurrent decoder,43,6,0.0161031576699794,0.015625989961357382
Qcells,Discrete recurrent decoder,43,7,0.015168201166589894,0.015842505018265274
Qcells,Discrete recurrent decoder,43,8,0.014105006287510102,0.016533464196656588
Qcells,Discrete recurrent decoder,43,9,0.01386519050234042,0.01747255175858587
Qcells,Discrete recurrent decoder,43,10,0.013516710344100786,0.016573769594589435
Qcells,Discrete recurrent decoder,43,11,0.013216039192854958,0.017286124559265162
Qcells,Discrete recurrent decoder,44,1,0.06192273933938211,0.02835424522927637
Qcells,Discrete recurrent decoder,44,2,0.030635390632437667,0.0215866350614412
Qcells,Discrete recurrent decoder,44,3,0.024890118616702536,0.018971457062157655
Qcells,Discrete recurrent decoder,44,4,0.020794659093655292,0.01690312187305346
Qcells,Discrete recurrent decoder,44,5,0.018230703129484944,0.016665279646641655
Qcells,Discrete recurrent decoder,44,6,0.016234406940869896,0.016130212776252203
Qcells,Discrete recurrent decoder,44,7,0.014377017298952856,0.01880217776867915
Qcells,Discrete recurrent decoder,44,8,0.013689263872017408,0.01930765497746753
Qcells,Discrete recurrent decoder,44,9,0.013082825297841645,0.017956276953293243
Qcells,Discrete recurrent decoder,44,10,0.012132075024049309,0.017268385107522276
Qcells,Discrete recurrent decoder,44,11,0.012301201349575658,0.01659336127540922
Sanyo,Discrete recurrent decoder,42,1,0.07378240155812602,0.043523977190125275
Sanyo,Discrete recurrent decoder,42,2,0.031012913764369075,0.024497381620655106
Sanyo,Discrete recurrent decoder,42,3,0.018864776847502457,0.022471826035735363
Sanyo,Discrete recurrent decoder,42,4,0.015655641418042,0.02005133371621646
Sanyo,Discrete recurrent decoder,42,5,0.014571489828209647,0.020110993451048227
Sanyo,Discrete recurrent decoder,42,6,0.013516136501847095,0.019449781644648473
Sanyo,Discrete recurrent decoder,42,7,0.012618532727557122,0.02016386560196045
Sanyo,Discrete recurrent decoder,42,8,0.012411477962552068,0.019577176367909704
Sanyo,Discrete recurrent decoder,42,9,0.012027926767976553,0.02087624381711487
Sanyo,Discrete recurrent decoder,42,10,0.01160405223310059,0.018673392934401865
Sanyo,Discrete recurrent decoder,42,11,0.011634916970047092,0.019519396561121963
Sanyo,Discrete recurrent decoder,42,12,0.010967863693061608,0.018369281117380506
Sanyo,Discrete recurrent decoder,42,13,0.010835675671803343,0.019728712877325853
Sanyo,Discrete recurrent decoder,42,14,0.010623692486193888,0.020579972392615078
Sanyo,Discrete recurrent decoder,42,15,0.010762794551491843,0.018203765934376153
Sanyo,Discrete recurrent decoder,42,16,0.010348292006792926,0.01810974014983538
Sanyo,Discrete recurrent decoder,42,17,0.009816077419569287,0.017572160575421412
Sanyo,Discrete recurrent decoder,42,18,0.009702679841998053,0.017539838274572506
Sanyo,Discrete recurrent decoder,42,19,0.00991368999227104,0.017623461730091286
Sanyo,Discrete recurrent decoder,42,20,0.009673442173194697,0.01815680276662782
Sanyo,Discrete recurrent decoder,42,21,0.00938748758068599,0.018331280456184113
Sanyo,Discrete recurrent decoder,42,22,0.009076642452479258,0.019279531615501663
Sanyo,Discrete recurrent decoder,42,23,0.00909249273134826,0.018931591559450473
Sanyo,Discrete recurrent decoder,43,1,0.0742948378431263,0.04067398595515674
Sanyo,Discrete recurrent decoder,43,2,0.03151862377451457,0.0240947554092522
Sanyo,Discrete recurrent decoder,43,3,0.019655174463757766,0.020917099264650327
Sanyo,Discrete recurrent decoder,43,4,0.016117790171452376,0.02021644934625278
Sanyo,Discrete recurrent decoder,43,5,0.014945946971499487,0.019383132734061833
Sanyo,Discrete recurrent decoder,43,6,0.013878152032465752,0.018823380180551665
Sanyo,Discrete recurrent decoder,43,7,0.01302319988444893,0.01931259465288594
Sanyo,Discrete recurrent decoder,43,8,0.012603032675989874,0.01879677951568316
Sanyo,Discrete recurrent decoder,43,9,0.01249470286229373,0.01815702412236857
Sanyo,Discrete recurrent decoder,43,10,0.01202333721454736,0.018478619243847517
Sanyo,Discrete recurrent decoder,43,11,0.011545932984579392,0.019182754827085195
Sanyo,Discrete recurrent decoder,43,12,0.011153025033195794,0.021089402309732892
