site,model,split,origins,points,RMSE,SSE,top1pct_SSE_share,top5pct_SSE_share
YULARA_COMBINED,Ridge,train,69333,9983952,18.764889009625787,3515559756.6721916,0.05373357948427231,0.19051689785675074
YULARA_COMBINED,Ridge,validation,8037,1157328,216.87276189535535,54433527728.61375,0.06625479447463545,0.30619474460951335
YULARA_COMBINED,Ridge,test,26412,3794550,119.42923914575552,54122968798.911446,0.20951227247744275,0.9067814839572252
YULARA_COMBINED,Ridge+day,train,69333,9983952,8.991367109114949,807149429.4441273,0.12686612857015467,0.38854548163756825
YULARA_COMBINED,Ridge+day,validation,8037,1157328,62.60971500697663,4536698462.399391,0.0584910978080273,0.27670586844740463
YULARA_COMBINED,Ridge+day,test,26412,3794550,35.903702959176215,4891462903.907198,0.17057773879130994,0.8015615838358605
