site,scope,block_hours,block,start,count,Ridge A_SSE,Ridge B_SSE,Daily_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE
YULARA_COMBINED,low-power,24,24,2017-10-25 00:00:00,20304.0,3124200.83953925,35428.7726247651,141.26232335636163,683386.2112128487,433615.39147952816,701774.7085897177
YULARA_COMBINED,low-power,24,25,2017-10-26 00:00:00,20160.0,2155752.26069293,53743.553109536144,180.37355744420768,539787.343646758,306364.57004217646,560379.1387467033
YULARA_COMBINED,low-power,24,26,2017-10-27 00:00:00,19728.0,5835602.194435925,71882.7452608387,235.22097357345666,708098.6077399468,408804.4590075353,688306.7466114591
YULARA_COMBINED,low-power,24,27,2017-10-28 00:00:00,20016.0,2852341.068593621,51711.950995716696,262.68232411030056,299056.2970226612,128465.96906161626,266761.00928289973
YULARA_COMBINED,low-power,24,28,2017-10-29 00:00:00,20016.0,2598324.032503359,60237.267733947716,2.4567675421423054,175798.18796310204,73936.6777498509,175006.63472058828
YULARA_COMBINED,low-power,24,29,2017-10-30 00:00:00,20016.0,2784255.612771039,57190.6582034459,7.2059277292609645,591376.2164206778,243630.99402342323,388772.1395069531
YULARA_COMBINED,low-power,24,30,2017-10-31 00:00:00,19872.0,1439764.5307859539,78223.17282451942,2.0993767624079447,288562.4345625561,135526.20124181165,247133.72316774284
YULARA_COMBINED,low-power,24,31,2017-11-01 00:00:00,19872.0,1526085.9769321238,76110.58459868774,1.7954048155704048,304120.6199996162,144474.14216851158,271435.617246293
YULARA_COMBINED,low-power,24,32,2017-11-02 00:00:00,19872.0,3147715428.3093677,366218416.360719,0.5940605758140816,1281562.8099888563,1671694.769026376,1404047.1116621727
YULARA_COMBINED,low-power,24,33,2017-11-03 00:00:00,19872.0,4982396209.836479,413395284.1738563,2.0913028330158068,1744757.6221070676,2271524.3613385493,1445617.7405955545
YULARA_COMBINED,low-power,24,34,2017-11-04 00:00:00,19804.0,4971302644.763863,411205758.8570194,4.451509211145397,1688535.5440748243,2218396.9242683765,1424993.4022154266
YULARA_COMBINED,low-power,24,35,2017-11-05 00:00:00,19940.0,4980433056.464285,412360748.58833104,107.37888535116903,1733188.325478223,2178668.2700273925,1402075.6226349114
YULARA_COMBINED,low-power,24,36,2017-11-06 00:00:00,20380.0,5072110822.151726,412938060.34790325,827.6536667294434,1696421.3775163072,1917040.907089549,1234140.9618789877
YULARA_COMBINED,low-power,24,37,2017-11-07 00:00:00,21110.0,1464029775.487083,31970909.92521677,42175.51352609172,1437130.9986886608,1926750.18549709,816059.239992664
YULARA_COMBINED,low-power,24,38,2017-11-08 00:00:00,20794.0,11518495.603691913,235103.48613720472,62080.76128648266,2225258.175035619,1476431.8065843713,1990625.6972505248
