Hanwha_ground_ghi,Hanwha_power,Qcells_ground_ghi,Qcells_power,Sanyo_ground_ghi,Sanyo_power,active_power_valid,actual_unique_timestamps,archive_http_verified,archive_status,availability_policy,column_names,continuous_L72_H144_windows,continuous_segment_count,coverage_ratio,cycle_utc,dominant_interval_minutes,download_status,downloaded_bytes_this_run,duplicate_timestamps,endStep,expected_nwp_points,expected_timestamps,extraction_seconds,failure_reason,fallback_cycles,file_size_bytes,first_timestamp,forecast_age_hours,forecast_lead_hours,forecast_origin_acst,forecast_origin_utc,gfs_ground_ghi_direction_accuracy,gfs_ground_ghi_mae_wm2,gfs_ground_ghi_pearson,gfs_pv_direction_accuracy,gfs_pv_power_pearson,gfs_v16_boundary_utc,grib_url,grid_distance_degrees,grid_latitude,grid_longitude,group,group_type,idx_file_bytes,idx_url,inventory_line,last_timestamp,legal_segment_count,local_grib_path,local_idx_path,malformed_physical_lines,missing_by_column,missing_timestamps,model,months_covered,nominal_issue_time_utc,notes,nwp_valid,official_object_last_modified,parsed_records,period,period_end,period_start,physical_lines,policy_available_time_utc,record_type,reverse_timestamps,sample_count,segment_id,segment_length_5min,selected_cycle_utc,selected_file_bytes,short_name,site,source,source_mtime_ns,source_object,source_path,split,startStep,stepType,three_array_common_nwp,timezone_status,trajectory_cycle_policy,typeOfStatisticalProcessing,units,valid_nwp_points,valid_time_acst,valid_time_utc,valid_timestamp_count,validityDate,validityTime,value,variable
154.08047485352,0.7506999373436,154.08047485352,0.79346668720245,154.08047485352,0.85273325443268,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,22.0,,,,,,,,,22,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022.idx,589:430913769:d=2022090700:VGRD:10 m above ground:22 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f022.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f022.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022,,,22.0,instant,,,,UNKNOWN,m s**-1,,2022-09-08T07:30:00+09:30,2022-09-07T22:00:00+00:00,,20220907,2200,1.4249633789062501,VGRD_10m
154.08047485352,0.7506999373436,154.08047485352,0.79346668720245,154.08047485352,0.85273325443268,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,22.0,,,,,,,,,22,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022.idx,596:435051498:d=2022090700:APCP:surface:18-22 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f022.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f022.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f022,,,18.0,accum,,,,1,kg m**-2,,2022-09-08T07:30:00+09:30,2022-09-07T22:00:00+00:00,,20220907,2200,0.0,APCP_surface
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,653:468629406:d=2022090700:DSWRF:surface:18-23 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,18.0,avg,,,,0,W m**-2,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,59.568,DSWRF_surface
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,636:451914795:d=2022090700:TCDC:entire atmosphere:23 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tcc,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,23.0,instant,,,,UNKNOWN,%,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,0.0,TCDC_entire_atmosphere
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,581:423389167:d=2022090700:TMP:2 m above ground:23 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2t,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,23.0,instant,,,,UNKNOWN,K,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,287.68358154296874,TMP_2m
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,584:425635609:d=2022090700:RH:2 m above ground:23 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2r,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,23.0,instant,,,,UNKNOWN,%,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,34.9,RH_2m
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,588:427976300:d=2022090700:UGRD:10 m above ground:23 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10u,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,23.0,instant,,,,UNKNOWN,m s**-1,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,1.90568359375,UGRD_10m
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,589:428949698:d=2022090700:VGRD:10 m above ground:23 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,23.0,instant,,,,UNKNOWN,m s**-1,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,2.48716552734375,VGRD_10m
472.14584350586,2.3331332206726,472.14584350586,2.4417331218719,472.14584350586,2.5606665611267,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,23.0,,,,,,,,,23,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023.idx,596:433149180:d=2022090700:APCP:surface:18-23 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f023.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f023,,,18.0,accum,,,,1,kg m**-2,,2022-09-08T08:30:00+09:30,2022-09-07T23:00:00+00:00,,20220907,2300,0.0,APCP_surface
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,653:470230032:d=2022090700:DSWRF:surface:18-24 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,18.0,avg,,,,0,W m**-2,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,131.984,DSWRF_surface
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,636:453310918:d=2022090700:TCDC:entire atmosphere:24 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tcc,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,24.0,instant,,,,UNKNOWN,%,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,0.0,TCDC_entire_atmosphere
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,581:424665552:d=2022090700:TMP:2 m above ground:24 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2t,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,24.0,instant,,,,UNKNOWN,K,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,289.68104248046876,TMP_2m
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,584:426915466:d=2022090700:RH:2 m above ground:24 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2r,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,24.0,instant,,,,UNKNOWN,%,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,30.8,RH_2m
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,588:429253583:d=2022090700:UGRD:10 m above ground:24 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10u,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,24.0,instant,,,,UNKNOWN,m s**-1,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,2.3792529296875,UGRD_10m
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,589:430221261:d=2022090700:VGRD:10 m above ground:24 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,24.0,instant,,,,UNKNOWN,m s**-1,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,3.56338134765625,VGRD_10m
681.61669921875,3.6085665225983,681.61669921875,3.7120666503906,681.61669921875,3.9546670913696,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T00:00:00+00:00,,,,,24.0,,,,,,,,,24,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024.idx,596:434417872:d=2022090700:APCP:surface:18-24 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_00_f024.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T00:00:00+00:00,,,,,,,,,2022-09-07T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/00/atmos/gfs.t00z.pgrb2.0p25.f024,,,18.0,accum,,,,1,kg m**-2,,2022-09-08T09:30:00+09:30,2022-09-08T00:00:00+00:00,,20220908,0,0.0,APCP_surface
2.8675611019135,0.0,2.8675611019135,0.0,2.8675611019135,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T06:00:00+00:00,,,,,6.0,,,,,,,,,6,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006.idx,653:468330506:d=2022090706:DSWRF:surface:0-6 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_06_f006.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_06_f006.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T06:00:00+00:00,,,,,,,,,2022-09-07T12:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006,,,0.0,avg,,,,0,W m**-2,,2022-09-07T21:30:00+09:30,2022-09-07T12:00:00+00:00,,20220907,1200,136.624,DSWRF_surface
2.8675611019135,0.0,2.8675611019135,0.0,2.8675611019135,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-07T06:00:00+00:00,,,,,6.0,,,,,,,,,6,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006.idx,636:451259501:d=2022090706:TCDC:entire atmosphere:6 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_06_f006.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220907_06_f006.idx,,,,NOAA GFS 0.25 degree,,2022-09-07T06:00:00+00:00,,,,,,,,,2022-09-07T12:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tcc,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220907/06/atmos/gfs.t06z.pgrb2.0p25.f006,,,6.0,instant,,,,UNKNOWN,%,,2022-09-07T21:30:00+09:30,2022-09-07T12:00:00+00:00,,20220907,1200,0.0,TCDC_entire_atmosphere
