section,model,seed,split,scope,horizon,n,rmse_kw,mae_kw,bias_kw,r2,diff_mae_kw,change_amplitude_ratio,total_variation_ratio,peak_rate_ratio,direction_accuracy,true_change_predicted_flat_rate,true_flat_predicted_change_rate,baseline_parameters,inference_ms_per_sample,artifact_source,sse_share,actual_epochs,best_epoch,best_validation_total_loss,stop_reason,numerically_finite,training_seconds,mean_epoch_seconds,backbone_parameters,delta_head_parameters,anchor_head_parameters,total_parameters,parameter_increase_pct,anchor_rmse_kw,anchor_bias_kw,constraint_max_abs_scaled,preprojection_rmse_kw,postprojection_rmse_kw,mean_correction_norm_scaled,correction_to_raw_increment_norm_ratio,projection_tv_ratio,preprojection_tv_ratio
lead_time,ALICD,42,validation,full_timeline,3,17485,0.4099862277507782,0.1835414618253708,0.0014196137199178338,0.9573676582796475,0.12262091785669327,0.5571860074996948,0.55718594789505,0.5070043206214905,0.3275569535792584,0.08912401105709655,0.07961109522447812,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,4,17485,0.4213918149471283,0.18642257153987885,0.0014601395232602954,0.9549626419011102,0.11973647773265839,0.5172321796417236,0.5172321200370789,0.4735182523727417,0.34139262224764083,0.08299971404060623,0.07619388046897341,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,5,17485,0.43392422795295715,0.1886260211467743,0.021241052076220512,0.9522439401243695,0.11872842162847519,0.4941060543060303,0.4941060245037079,0.4536149799823761,0.34802402058907633,0.08188733199885616,0.07289676865885045,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,6,17485,0.44615116715431213,0.1923176348209381,0.016645431518554688,0.9495147261075009,0.1182335764169693,0.4633646309375763,0.4633646607398987,0.4248678386211395,0.3478124106376895,0.09004861309694023,0.07287198551139072,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,7,17485,0.4553813338279724,0.19978003203868866,0.01317244116216898,0.9474041964692065,0.11681439727544785,0.4481566846370697,0.4481566846370697,0.40163272619247437,0.3528820621757425,0.08851668777319335,0.07008456227787083,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,8,17485,0.46462246775627136,0.20706285536289215,0.016796262934803963,0.9452478561490792,0.116781085729599,0.4506870210170746,0.4506869912147522,0.3860648572444916,0.35584786960251646,0.0843794681155276,0.07339862739490992,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,9,17485,0.4766662120819092,0.21623070538043976,0.011335172690451145,0.9423725429900599,0.11638303846120834,0.4400787353515625,0.4400787353515625,0.3688149154186249,0.35581609633654243,0.08530486448702063,0.07440027960474058,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,10,17485,0.4858720004558563,0.22536203265190125,-0.009634026326239109,0.9401251553683329,0.1164691373705864,0.4380892813205719,0.4380892217159271,0.35656365752220154,0.3585987989705462,0.08403774663997712,0.07556191020875036,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,11,17485,0.49443522095680237,0.2292516678571701,-0.004266712814569473,0.9379960298910122,0.11586883664131165,0.42388635873794556,0.42388638854026794,0.34722161293029785,0.3589258325317805,0.08698364832193828,0.07335118413185328,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
lead_time,ALICD,42,validation,full_timeline,12,17485,0.5032350420951843,0.23206715285778046,0.017886126413941383,0.9357693316283235,0.11625348776578903,0.4196956753730774,0.4196956753730774,0.34516969323158264,0.3583357163282814,0.08850919836049947,0.07619388046897341,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
