section,split,seed,scope,horizon,value,n,rmse_kw,mae_kw,bias_kw,r2,diff_mae_kw,prediction_to_truth_std_ratio,prediction_to_truth_change_amplitude_ratio,change_direction_accuracy,sse_share,mean_window_bias_kw,mean_peak_error_kw,mean_max_abs_error_kw,mean_energy_sum_error_kw_steps,mean_true_tv_kw,mean_pred_tv_kw,aggregate_tv_ratio,mean_peak_rate_ratio,dominant_best_lag_steps,mean_best_lag_steps,raw_window_rmse_kw,lag_aligned_window_rmse_kw,lag_alignment_gain_kw,tv_ratio,event_count,event_rate,threshold_kw,prediction_shape,labels_finite,predictions_finite,checkpoint_epoch,checkpoint_validation_rmse_kw,target_center,target_scale,saved_prediction_max_abs_difference_kw,artifact_source,train_spearman,validation_spearman,uses_only_origin_or_past,validation_r2,validation_mae_kw,baseline_mae_kw
failure_type,train,43,all_windows,12,,66842,,,,,,,,,,-0.009828760288655758,-0.06911031901836395,0.2864864766597748,-0.1179451271891594,1.0042871236801147,0.5696959495544434,0.5672640204429626,0.5122655630111694,3,0.8290595733221627,0.16072510182857513,0.12974508106708527,0.030980007722973824,,,,,,,,,,,,,,,,,,,
scenario,train,43,full_timeline,12,,66842,0.3253187455082564,0.13640621304512024,-0.009828760288655758,0.9723071045977413,0.07775937020778656,,,,1.0,,,,,,,,,,,,,,0.5672640204429626,,,,,,,,,,,,,,,,,,
scenario,train,43,daylight,12,,32900,0.4611971657170867,0.23742711544036865,0.012500098906457424,0.9400482161639069,0.1440538465976715,,,,0.9892397522926331,,,,,,,,,,,,,,0.4857828915119171,,,,,,,,,,,,,,,,,,
scenario,train,43,sunrise,12,,11153,0.2728840130764788,0.1478528082370758,-0.0295778289437294,0.9451357696672352,0.06449690461158752,,,,0.1174032911658287,,,,,,,,,,,,,,0.7992264628410339,,,,,,,,,,,,,,,,,,
scenario,train,43,sunset,12,,11070,0.1837467915228905,0.09168263524770737,-0.005377863068133593,0.9484479807048956,0.05297989770770073,,,,0.05283473804593086,,,,,,,,,,,,,,0.9025074243545532,,,,,,,,,,,,,,,,,,
scenario,train,43,stable_low_change,12,,32118,0.04473004900157632,0.038227979093790054,-0.033186174929142,nan,0.013092929497361183,,,,0.00908405240625143,,,,,,,,,,,,,,5046225258676224.0,,,,,,,,,,,,,,,,,,
scenario,train,43,medium_change,12,,12662,0.11687996565627841,0.0742734894156456,0.010987482033669949,0.9972988392958955,0.03236467018723488,,,,0.024452025070786476,,,,,,,,,,,,,,1.40263032913208,,,,,,,,,,,,,,,,,,
scenario,train,43,high_change,12,,22062,0.5566781550019528,0.3149944543838501,0.012228090316057205,0.8826980725429865,0.1979544758796692,,,,0.9664639234542847,,,,,,,,,,,,,,0.41730400919914246,,,,,,,,,,,,,,,,,,
scenario,train,43,past_irradiance_volatility_low,12,,33401,0.048889474474864476,0.039288636296987534,-0.03060133568942547,-0.5085623123317942,0.013894399628043175,,,,0.011285546235740185,,,,,,,,,,,,,,13.203353881835938,,,,,,,,,,,,,,,,,,
scenario,train,43,past_irradiance_volatility_high,12,,33397,0.45757838046806176,0.23351143300533295,0.010933306068181992,0.9424557342240422,0.14165429770946503,,,,0.9884867072105408,,,,,,,,,,,,,,0.4844588339328766,,,,,,,,,,,,,,,,,,
scenario,train,43,input_hf_partly_missing,12,,76,0.21848875863272363,0.14064788818359375,0.0036657170858234167,0.9788185577615998,0.05874721333384514,,,,0.0005128663033246994,,,,,,,,,,,,,,0.9559996128082275,,,,,,,,,,,,,,,,,,
scenario,train,43,input_hf_complete,12,,66766,0.32542035904636235,0.13640138506889343,-0.009844119660556316,0.97230273103212,0.07778101414442062,,,,0.9994871020317078,,,,,,,,,,,,,,0.5668556690216064,,,,,,,,,,,,,,,,,,
scenario,train,43,month_01,12,,7302,0.5260747829878227,0.25165408849716187,0.010843862779438496,0.9184755431225557,0.16044364869594574,,,,0.28567299246788025,,,,,,,,,,,,,,0.3335948586463928,,,,,,,,,,,,,,,,,,
scenario,train,43,month_02,12,,7895,0.26779189933055286,0.1076408326625824,-0.012550394982099533,0.98381431731186,0.06864072382450104,,,,0.08003489673137665,,,,,,,,,,,,,,0.6092689633369446,,,,,,,,,,,,,,,,,,
scenario,train,43,month_03,12,,8825,0.24017057114281276,0.10236959904432297,0.005977342836558819,0.9871009652148114,0.06146286055445671,,,,0.07195925712585449,,,,,,,,,,,,,,0.6751686930656433,,,,,,,,,,,,,,,,,,
scenario,train,43,month_04,12,,7745,0.3184283948163729,0.12620621919631958,-0.008268414065241814,0.9744993665679096,0.07010935246944427,,,,0.11101390421390533,,,,,,,,,,,,,,0.6108118295669556,,,,,,,,,,,,,,,,,,
scenario,train,43,month_05,12,,8928,0.36978160369863866,0.16851244866847992,-0.004623055458068848,0.9552583654914453,0.09151160717010498,,,,0.1725747287273407,,,,,,,,,,,,,,0.4889098107814789,,,,,,,,,,,,,,,,,,
scenario,train,43,month_06,12,,8471,0.3199589569250317,0.14172184467315674,-0.023083852604031563,0.9680621689525175,0.07194104790687561,,,,0.12259016185998917,,,,,,,,,,,,,,0.6050583124160767,,,,,,,,,,,,,,,,,,
scenario,train,43,month_07,12,,8844,0.18393589158477766,0.08093966543674469,-0.026538368314504623,0.9914776615033606,0.04214365780353546,,,,0.04229744151234627,,,,,,,,,,,,,,0.8898175954818726,,,,,,,,,,,,,,,,,,
