model,seed,split,horizon_steps,horizon_hours,scope,rmse_kw,mae_kw,train_range_nrmse,r2,valid_target_count,window_count,parameter_count,trainable_parameter_count,inference_seconds,inference_ms_per_sample,actual_epochs,best_epoch,best_validation_mse,training_seconds,mean_epoch_seconds,stop_reason,peak_gpu_memory_mb,numerically_finite
RAW_NWP,42,validation,48,4.0,daylight,19.220134735107422,3.40456223487854,3.178352139663615,-110.5960683250476,1289950,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,48,4.0,high_change_daylight,23.234291076660156,4.949765205383301,3.842156143795488,-238.0247400625839,384504,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,96,8.0,regular_full_timeline,15.54748821258545,2.281541347503662,2.571022165448395,-67.2225489025201,5704704,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,96,8.0,daylight,13.601006507873535,2.271575927734375,2.2491407438948423,-54.081890362905895,2819151,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,96,8.0,high_change_daylight,16.467397689819336,3.1007182598114014,2.7231436929797583,-119.06084818225925,800759,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,144,12.0,regular_full_timeline,15.515881538391113,2.295646905899048,2.5657955038282907,-61.77938821132736,8557056,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,144,12.0,daylight,11.0885648727417,1.838761329650879,1.8336689297345035,-35.40109922741232,4411647,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,42,validation,144,12.0,high_change_daylight,13.458379745483398,2.4203577041625977,2.225555161292866,-79.12626128303513,1216715,59424,683937,683937,4.170593300001201,0.07018365138666534,6,1,6.558660764323124,67.1782850999989,11.17328495000038,early_stopping,102.51904296875,True
RAW_NWP,43,validation,12,1.0,regular_full_timeline,10.212608337402344,1.6627477407455444,1.6888157137337465,-32.04519069256169,713088,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,12,1.0,daylight,14.390237808227539,2.8974380493164062,2.3796525757181497,-59.9302534100495,303546,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,12,1.0,high_change_daylight,19.439058303833008,4.907524585723877,3.2145546014398474,-165.27527633100837,93058,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,48,4.0,regular_full_timeline,6.879060745239258,1.2527410984039307,1.137561091003714,-14.082909935774088,2852352,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,48,4.0,daylight,8.811014175415039,1.8235608339309692,1.457040033433476,-22.452424463802096,1289950,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,48,4.0,high_change_daylight,12.01783275604248,2.8308870792388916,1.9873380171740826,-62.94936861186158,384504,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,96,8.0,regular_full_timeline,5.787112236022949,1.137784481048584,0.9569901986295429,-8.452164528529055,5704704,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,96,8.0,daylight,6.066076278686523,1.3525503873825073,1.0031212988590037,-9.956769717826235,2819151,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,96,8.0,high_change_daylight,8.403995513916016,1.9102907180786133,1.3897330841593136,-30.26965594171287,800759,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,144,12.0,regular_full_timeline,5.196661949157715,1.083228349685669,0.8593499396778085,-6.042277832232728,8557056,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,144,12.0,daylight,4.920897006988525,1.2089179754257202,0.8137478611249103,-6.168896462352481,4411647,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,43,validation,144,12.0,high_change_daylight,6.869692802429199,1.6162546873092651,1.1360119540447409,-19.876798064007232,1216715,59424,683937,683937,4.29502230000071,0.07227756966883263,6,1,0.735804529674751,67.80453159999888,11.276951583332751,early_stopping,102.09912109375,True
RAW_NWP,44,validation,12,1.0,regular_full_timeline,14.500011444091797,2.209559202194214,2.397805376166032,-65.61492994361855,713088,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,12,1.0,daylight,21.644271850585938,4.124704360961914,3.579221410041082,-136.84247336699661,303546,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,12,1.0,high_change_daylight,29.978551864624023,7.309267520904541,4.957425937753807,-394.45629716264085,93058,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,48,4.0,regular_full_timeline,10.37906265258789,1.7214891910552979,1.716341557653033,-33.33548283859848,2852352,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,48,4.0,daylight,14.277703285217285,2.7288641929626465,2.361043219076006,-60.58184683994254,1289950,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,48,4.0,high_change_daylight,20.07094955444336,4.494814872741699,3.319047776752695,-177.36916618937283,384504,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
