section,model,seed,split,scope,horizon_steps,feature,metric,value,unit,count,source_path,notes
scenario_error,HISTORY_ONLY,44,validation,origin_hour_04,96,,range_nrmse,0.330143077324765,,3655,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_04,96,,r2,0.037241498041092114,,3655,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_04,96,,valid_target_count,350880,,3655,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_04,96,,sse_contribution,0.013432360372349515,fraction,3655,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,rmse_kw,2.205948767776088,kW,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,mae_kw,1.732955161386193,kW,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,range_nrmse,0.36478838898265703,,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,r2,-0.12888653549821916,,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,valid_target_count,349632,,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_05,96,,sse_contribution,0.016341146285874866,fraction,3642,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,rmse_kw,2.277054214291182,kW,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,mae_kw,1.8280050721672423,kW,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,range_nrmse,0.3765467950077812,,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,r2,-0.3746732970594604,,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,valid_target_count,262464,,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_06,96,,sse_contribution,0.013070643949456564,fraction,2734,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,rmse_kw,2.8265659856727043,kW,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,mae_kw,1.9761620058668345,kW,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,range_nrmse,0.4674172253357528,,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,r2,-1.7512670377691184,,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,valid_target_count,195744,,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_07,96,,sse_contribution,0.015020597724623934,fraction,2039,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,rmse_kw,5.098302161387063,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,mae_kw,2.338924596449573,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,range_nrmse,0.8430845988658799,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,r2,-9.502837849766959,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,valid_target_count,191232,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_08,96,,sse_contribution,0.047741076670612254,fraction,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,rmse_kw,7.27573542334646,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,mae_kw,2.47068647745228,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,range_nrmse,1.2031574996287524,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,r2,-18.006899025412537,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,valid_target_count,191232,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_09,96,,sse_contribution,0.09722878582137552,fraction,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,rmse_kw,8.187831262397943,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,mae_kw,2.4195026681828153,kW,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,range_nrmse,1.353986918963276,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,r2,-17.75919560546119,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,valid_target_count,191232,,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_10,96,,sse_contribution,0.12313424011019573,fraction,1992,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,rmse_kw,8.305624595197369,kW,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,mae_kw,2.2527395770517487,kW,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,range_nrmse,1.3734659026697382,,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,r2,-15.963853319571538,,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,valid_target_count,192192,,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_11,96,,sse_contribution,0.1273386967816145,fraction,2002,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,rmse_kw,7.371625888142996,kW,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,mae_kw,1.8846427615747006,kW,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,range_nrmse,1.2190144989765619,,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,r2,-12.833461140327483,,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,valid_target_count,203040,,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_12,96,,sse_contribution,0.10597140133021066,fraction,2115,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,rmse_kw,5.976875681489887,kW,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,mae_kw,1.419893007714848,kW,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,range_nrmse,0.9883705745344058,,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,r2,-10.110144107983436,,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,valid_target_count,217536,,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_13,96,,sse_contribution,0.0746380154310128,fraction,2266,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,rmse_kw,5.080652146906519,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,mae_kw,1.1820042878303478,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,range_nrmse,0.8401658908514733,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,r2,-11.14158365743162,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,valid_target_count,218880,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_14,96,,sse_contribution,0.054265711596280415,fraction,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,rmse_kw,4.56468898443944,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,mae_kw,0.9988256269239222,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,range_nrmse,0.7548432516496061,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,r2,-18.450552588871815,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,valid_target_count,218880,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_15,96,,sse_contribution,0.04380351521634475,fraction,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,rmse_kw,4.151772066580101,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,mae_kw,0.8582958807201062,kW,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,range_nrmse,0.6865609327445092,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,r2,-48.4102978852968,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,valid_target_count,218880,,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_16,96,,sse_contribution,0.03623711253851256,fraction,2280,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,rmse_kw,3.4520193909010914,kW,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,mae_kw,0.7234364536456772,kW,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,range_nrmse,0.5708458014703637,,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,r2,-237.13109033011588,,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,valid_target_count,217824,,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_17,96,,sse_contribution,0.024930597180664985,fraction,2269,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_18,96,,rmse_kw,4.648723613146852,kW,2129,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_18,96,,mae_kw,0.8692007589141078,kW,2129,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_18,96,,range_nrmse,0.7687397016817785,,2129,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_18,96,,r2,-13348.936273402807,,2129,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
scenario_error,HISTORY_ONLY,44,validation,origin_hour_18,96,,valid_target_count,204384,,2129,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\HISTORY_ONLY\seed_44\validation_H144.npz,
