evaluated_targets,rmse,mae,r2,nrmse,horizon,scope,prefix_source,dataset,model,seed,checkpoint,prediction_file,parameter_count,actual_epochs,best_epoch,best_validation_mse,training_seconds,numerically_finite
36,0.18563319742679596,0.1674918234348297,-20.997295379638672,0.030750087774317307,12,predefined_daylight,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
144912,0.5073118805885315,0.22039225697517395,0.28858327865600586,0.08403607260604938,48,regular_full_timeline,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
14871,1.5115541219711304,1.217606544494629,-0.8828247785568237,0.2503885219375852,48,predefined_daylight,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
289824,0.837749183177948,0.4396917521953583,0.7045490145683289,0.138772920321772,96,regular_full_timeline,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
77007,1.5635321140289307,1.2580076456069946,0.058738112449645996,0.2589986619355262,96,predefined_daylight,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
434736,0.8024424910545349,0.4547506868839264,0.82806795835495,0.1329243765436911,144,regular_full_timeline,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
187271,1.1829107999801636,0.8712557554244995,0.41572487354278564,0.19594884661145903,144,predefined_daylight,same_H144_prediction,Qcells,GFNODE,44,results\Qcells\GFNODE\seed_44\validation_best.pt,results\Qcells\GFNODE\seed_44\test_H144_predictions_and_labels.npz,98738,10,5,0.015888142865151167,483.87497679999797,True
36228,0.06996534019708633,0.05778538063168526,-310.5347900390625,0.011589739238687582,12,regular_full_timeline,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
36,0.1491435319185257,0.13580524921417236,-13.199295997619629,0.024705584782457397,12,predefined_daylight,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
144912,0.5187119841575623,0.2031196504831314,0.2562507390975952,0.08592449660694633,48,regular_full_timeline,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
14871,1.5772918462753296,1.2701530456542969,-1.050154447555542,0.2612779577737327,48,predefined_daylight,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
289824,0.8904521465301514,0.42391762137413025,0.6662059426307678,0.14750315161397376,96,regular_full_timeline,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
77007,1.6950732469558716,1.339849829673767,-0.10630214214324951,0.2807884141970077,96,predefined_daylight,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
434736,0.867561399936676,0.4659443497657776,0.7990307807922363,0.14371130577645,144,regular_full_timeline,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
187271,1.2997400760650635,0.9655981659889221,0.2946147322654724,0.21530158385899428,144,predefined_daylight,same_H144_prediction,Qcells,Discrete,42,results\Qcells\Discrete\seed_42\validation_best.pt,results\Qcells\Discrete\seed_42\test_H144_predictions_and_labels.npz,98802,20,15,0.015835328493267298,492.4898659999999,True
36228,0.09120932221412659,0.06624698638916016,-528.4428100585938,0.015108798979915255,12,regular_full_timeline,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
36,0.1394977867603302,0.12328223139047623,-11.422030448913574,0.023107769766745164,12,predefined_daylight,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
144912,0.5062791109085083,0.19246402382850647,0.29147690534591675,0.08386499459440283,48,regular_full_timeline,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
