section,task,scope,horizon,model,seed,n,positive_count,prevalence,auroc,auprc,brier,spearman_abs_change,f1_at_0_5,precision_at_0_5,recall_at_0_5,ece_10bin
simple_baseline,ramp_onset,sunrise_sunset_transition,all12,RECENT_MAX_6,,69636,4306,0.06183583204089839,0.7145861281347781,0.12348363046964146,nan,0.6511155735319263,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,1,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8224070588711473,0.13284872105342588,nan,0.9322823700947502,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,2,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8279961914162591,0.14136263039952238,nan,0.9214231946243813,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,3,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8284126940605286,0.14186778107093848,nan,0.9137712257273105,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,4,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8251344657243783,0.14170686674119393,nan,0.9059656665377973,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,5,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8215221213171668,0.14133506545606736,nan,0.8976983767281386,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,6,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8164671305644395,0.13811515563207716,nan,0.8886673367384946,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,7,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8120900337706611,0.1357725753179195,nan,0.8788281119180564,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,8,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8083859021035995,0.13575803719766077,nan,0.8684425586184864,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,9,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8037020426255856,0.1340327648320731,nan,0.8574836139878698,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,10,RECENT_MAX_6,,17401,930,0.05344520429860353,0.8005053848308169,0.133491996615686,nan,0.8458818567132906,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,11,RECENT_MAX_6,,17401,929,0.05338773633699213,0.7953410909389377,0.13137554217987318,nan,0.8333679333886534,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,12,RECENT_MAX_6,,17401,929,0.05338773633699213,0.7896187861738562,0.13002461527823272,nan,0.8203158188695395,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,all12,IRRADIANCE_CHANGE,,208812,11158,0.05343562630500163,0.7886780468685093,0.12329816253592663,nan,0.8791146251317724,nan,nan,nan,nan
simple_baseline,ramp_onset,daylight,all12,IRRADIANCE_CHANGE,,107560,11158,0.10373744886574934,0.5832451543811066,0.126010872012797,nan,0.47149729815133967,nan,nan,nan,nan
simple_baseline,ramp_onset,sunrise_sunset_transition,all12,IRRADIANCE_CHANGE,,69636,4306,0.06183583204089839,0.6953369381458201,0.11188945422655344,nan,0.6810139617836521,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,1,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7275597123128759,0.084383726138743,nan,0.9159599860492328,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,2,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7968640876143996,0.12702166109399593,nan,0.9058494454137693,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,3,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.8038296373619845,0.1297179937949562,nan,0.9008548219656191,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,4,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.8043744202093873,0.1333497449706974,nan,0.898362892530459,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,5,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7967479499648453,0.13410338729176793,nan,0.8924797518214559,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,6,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.8061757288633068,0.1375984381944328,nan,0.8878291683433223,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,7,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.800057056945312,0.1339574768487782,nan,0.8798509738961499,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,8,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7914162591403726,0.12755384983531098,nan,0.8711996539154196,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,9,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7902438498945361,0.1311790228429256,nan,0.863231095688032,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,10,IRRADIANCE_CHANGE,,17401,930,0.05344520429860353,0.7898439942995281,0.1297830517994648,nan,0.8545658402088098,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,11,IRRADIANCE_CHANGE,,17401,929,0.05338773633699213,0.7781245441917679,0.12190398538800834,nan,0.8448369507583491,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,12,IRRADIANCE_CHANGE,,17401,929,0.05338773633699213,0.7788787026005182,0.12142833701698225,nan,0.8343502490743407,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,all12,TIME_OF_DAY_LOGISTIC,,208812,11158,0.05343562630500163,0.7728030026119267,0.10810896557501552,0.206533010260979,0.8238835064314269,nan,nan,nan,nan
simple_baseline,ramp_onset,daylight,all12,TIME_OF_DAY_LOGISTIC,,107560,11158,0.10373744886574934,0.535233268367804,0.10822993163516512,0.38561672695769866,0.14927645178053262,nan,nan,nan,nan
simple_baseline,ramp_onset,sunrise_sunset_transition,all12,TIME_OF_DAY_LOGISTIC,,69636,4306,0.06183583204089839,0.7283786185665415,0.1081300466041111,0.16534052547178077,0.7930272090438271,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,1,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7724273617429918,0.10818916507548262,0.20681522472862088,0.8239164326298474,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,2,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7724869973488757,0.1082331256611773,0.20676472527992654,0.8239178073237083,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,3,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7725471878564019,0.10828251704702888,0.20671423896802024,0.8239130788373581,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,4,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7726077047766586,0.10834265663150984,0.2066635861353244,0.8239009546609481,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,5,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7726676015127272,0.10838938192684218,0.2066130559456378,0.8239075207309631,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,6,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7727267801407883,0.10843271737664426,0.2065624235755517,0.8238905544343468,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,7,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7727850448132038,0.10847090432978955,0.2065120116650923,0.8238627678533497,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,8,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7728424281712465,0.10850582313537387,0.20646157556206246,0.8238263662292543,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,9,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7728991260625551,0.10853872947393409,0.20641127608705562,0.8238199697759937,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,10,TIME_OF_DAY_LOGISTIC,,17401,930,0.05344520429860353,0.7729553016934946,0.10856981674286573,0.20636469267236995,0.8238368233200477,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,11,TIME_OF_DAY_LOGISTIC,,17401,929,0.05338773633699213,0.7732865400711308,0.10860088303258691,0.2062917833326764,0.8238861888133578,nan,nan,nan,nan
simple_baseline,ramp_onset,full_timeline,12,TIME_OF_DAY_LOGISTIC,,17401,929,0.05338773633699213,0.7733420539195979,0.10863017617209103,0.2062215291794097,0.8239521370797337,nan,nan,nan,nan
ramp_head,ramp_step,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,42,208812,36486,0.1747313372794667,0.9325625028672428,0.6691175881577475,0.11920097907261173,0.8442790566717364,0.6704989972399277,0.5256709633227473,0.9254782656361344,0.12458177319772988
ramp_head,ramp_step,daylight,all12,RAMP_AWARE_NCQ_HEAD,42,107560,36486,0.3392153216809223,0.8374374572046142,0.6693379942914426,0.23105700099263096,0.4725850124673493,0.6707054255097278,0.525924772214002,0.9254782656361344,0.23981148495160093
ramp_head,ramp_step,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,42,69636,10077,0.14470963294847491,0.8739194868196364,0.503234235067994,0.14806102656248643,0.679810286205938,0.5116853505605168,0.3757499651179015,0.8017267043763024,0.1565933474060812
ramp_head,ramp_step,full_timeline,1,RAMP_AWARE_NCQ_HEAD,42,17401,3046,0.1750474110683294,0.9497807449366307,0.7444804686256608,0.1077663817142631,0.8527663175049454,0.700374984879642,0.554491476728596,0.9504267892317794,0.1174975400876401
ramp_head,ramp_step,full_timeline,2,RAMP_AWARE_NCQ_HEAD,42,17401,3045,0.174989943106718,0.9438195572038445,0.7185974623736098,0.11462766174347412,0.8481932496533435,0.6867269267364415,0.5383181055379452,0.948111658456486,0.1248347004686918
ramp_head,ramp_step,full_timeline,3,RAMP_AWARE_NCQ_HEAD,42,17401,3044,0.1749324751451066,0.9394783270638516,0.6964820910328413,0.11577989788557459,0.8455576585920401,0.6844881323423639,0.538882597206493,0.937910643889619,0.12240886461060702
ramp_head,ramp_step,full_timeline,4,RAMP_AWARE_NCQ_HEAD,42,17401,3043,0.1748750071834952,0.9365865735480998,0.6803376642703168,0.11804791667465815,0.8440420030500986,0.6794703566742216,0.5333333333333333,0.9359185014788038,0.12492038381592602
ramp_head,ramp_step,full_timeline,5,RAMP_AWARE_NCQ_HEAD,42,17401,3042,0.1748175392218838,0.933764999229168,0.6678323338434611,0.11495066701997152,0.8424281644941178,0.6800048502485753,0.5387127761767532,0.9217619986850756,0.11752056259015871
ramp_head,ramp_step,full_timeline,6,RAMP_AWARE_NCQ_HEAD,42,17401,3041,0.1747600712602724,0.9311018792381556,0.6563982464675939,0.11592815832979587,0.8429912518991093,0.6750392464678179,0.5333969465648855,0.91910555738244,0.1180511167689291
ramp_head,ramp_step,full_timeline,7,RAMP_AWARE_NCQ_HEAD,42,17401,3040,0.174702603298661,0.9293410241186839,0.6521639790601189,0.11904353486204038,0.8410450359771342,0.66875753920386,0.528,0.9118421052631579,0.12130293614572552
ramp_head,ramp_step,full_timeline,8,RAMP_AWARE_NCQ_HEAD,42,17401,3039,0.1746451353370496,0.9273763820186712,0.6443833971580575,0.1233542503466548,0.8416980390744506,0.663026706231454,0.5185666542888971,0.9190523198420533,0.1283007061979217
ramp_head,ramp_step,full_timeline,9,RAMP_AWARE_NCQ_HEAD,42,17401,3038,0.17458766737543818,0.9252268957657964,0.6376710895162685,0.12239538430959546,0.8430770049014418,0.659372026641294,0.5162011173184358,0.9124423963133641,0.1255534952444557
ramp_head,ramp_step,full_timeline,10,RAMP_AWARE_NCQ_HEAD,42,17401,3037,0.1745301994138268,0.9249888041913585,0.6393652709230304,0.12885510946996193,0.8433048306441414,0.6494857274933549,0.5003561253561254,0.9252551860388541,0.13603838150240347
ramp_head,ramp_step,full_timeline,11,RAMP_AWARE_NCQ_HEAD,42,17401,3036,0.1744727314522154,0.9236800120333466,0.6348323564435814,0.12506898258958776,0.8429582044483935,0.6480681685537528,0.5018983908877237,0.9143610013175231,0.13009222603843582
ramp_head,ramp_step,full_timeline,12,RAMP_AWARE_NCQ_HEAD,42,17401,3035,0.174415263490604,0.9228324542594506,0.6302163015113523,0.12459380392576319,0.8438863122301843,0.6531771388001419,0.5096011816838996,0.9093904448105437,0.12846036490186383
ramp_head,ramp_onset,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,42,208812,11158,0.05343562630500163,0.839507282858473,0.14913759532338489,0.21234152607246032,0.8442790566717364,0.2580576703716476,0.15144155925026465,0.871840831690267,0.24587748417219496
ramp_head,ramp_onset,daylight,all12,RAMP_AWARE_NCQ_HEAD,42,107560,11158,0.10373744886574934,0.6720499066355491,0.14924441133675845,0.41187574309129565,0.4725850124673493,0.25816382044239217,0.15151467954209175,0.871840831690267,0.47528935776677383
ramp_head,ramp_onset,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,42,69636,4306,0.06183583204089839,0.8016700627895862,0.148125416280662,0.19189646297352073,0.679810286205938,0.24621226798930523,0.14776056927584763,0.7378077101718532,0.23946714831365773
ramp_head,ramp_onset,full_timeline,1,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8421433761390988,0.14696594469814855,0.2106167134488509,0.8527663175049454,0.268899365956755,0.15839877418119133,0.889247311827957,0.23909974685736596
ramp_head,ramp_onset,full_timeline,2,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8430349072302379,0.1496539328123249,0.21426717824336375,0.8481932496533435,0.2656920387732401,0.15588290136117844,0.8989247311827957,0.24637943927680625
ramp_head,ramp_onset,full_timeline,3,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8427710678200787,0.14985854423541356,0.21337317040439374,0.8455576585920401,0.2649325626204239,0.15571913929784825,0.8870967741935484,0.2438961354571101
ramp_head,ramp_onset,full_timeline,4,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8419423711795837,0.15114722804872807,0.2146299970232286,0.8440420030500986,0.2641148325358852,0.1550561797752809,0.8903225806451613,0.2463501867008177
ramp_head,ramp_onset,full_timeline,5,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8408174549860525,0.15189919051052386,0.20793320260441545,0.8424281644941178,0.2643846780766096,0.1558117195004803,0.8720430107526882,0.23889289751343898
ramp_head,ramp_onset,full_timeline,6,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8402308586678573,0.15226728350471883,0.2060521508639292,0.8429912518991093,0.2606158833063209,0.1534351145038168,0.864516129032258,0.23936598373059798
ramp_head,ramp_onset,full_timeline,7,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.839183955116944,0.1511355467495716,0.2100975609415225,0.8410450359771342,0.2563106796116505,0.15085714285714286,0.8516129032258064,0.24256033514578296
ramp_head,ramp_onset,full_timeline,8,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8390676542610243,0.15104194766041426,0.21474065306901202,0.8416980390744506,0.2545915136162128,0.149275900482733,0.864516129032258,0.24950063723636776
ramp_head,ramp_onset,full_timeline,9,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8371822290464243,0.15008827064413574,0.21067489351562832,0.8430770049014418,0.2517460317460318,0.14767225325884545,0.8526881720430107,0.24669595832129038
ramp_head,ramp_onset,full_timeline,10,RAMP_AWARE_NCQ_HEAD,42,17401,930,0.05344520429860353,0.8364351029473112,0.15102233173543744,0.22073586120483227,0.8433048306441414,0.25114573785517874,0.14636752136752137,0.8838709677419355,0.25712337661762674
ramp_head,ramp_onset,full_timeline,11,RAMP_AWARE_NCQ_HEAD,42,17401,929,0.05338773633699213,0.8346751194969081,0.14754276650558926,0.21288580751786487,0.8429582044483935,0.24705882352941178,0.14427770746700416,0.8589881593110872,0.25117722115365904
ramp_head,ramp_onset,full_timeline,12,RAMP_AWARE_NCQ_HEAD,42,17401,929,0.05338773633699213,0.8337583404737845,0.1464781452478641,0.21209112403248193,0.8438863122301843,0.2483845547675335,0.14549483013293943,0.8482238966630786,0.24948789205547567
ramp_head,ramp_step,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,43,208812,36486,0.1747313372794667,0.9371891503035602,0.687977256121161,0.1200362185492525,0.8649238027381498,0.6724215642085872,0.5232873787592265,0.9404429096091652,0.13472264455713348
ramp_head,ramp_step,daylight,all12,RAMP_AWARE_NCQ_HEAD,43,107560,36486,0.3392153216809223,0.8478896859809937,0.6880488434458808,0.2326318180576422,0.49030656620429575,0.672606096246202,0.5235109239594776,0.9404429096091652,0.2592179453131348
ramp_head,ramp_step,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,43,69636,10077,0.14470963294847491,0.8877370093561033,0.5389104127044719,0.15225978554777464,0.7479270625589921,0.5181774695049032,0.37080142056394677,0.859978168105587,0.178994868838413
ramp_head,ramp_step,full_timeline,1,RAMP_AWARE_NCQ_HEAD,43,17401,3046,0.1750474110683294,0.9525911525424737,0.7628719138985864,0.11196749853203136,0.8722122447682288,0.6925366027853826,0.5432306255835667,0.9550229809586342,0.13132268075831674
ramp_head,ramp_step,full_timeline,2,RAMP_AWARE_NCQ_HEAD,43,17401,3045,0.174989943106718,0.9475502481812471,0.7340489588025757,0.11829375119020226,0.8704585454375908,0.681210415200563,0.5298303229337712,0.9536945812807882,0.13780174091462324
ramp_head,ramp_step,full_timeline,3,RAMP_AWARE_NCQ_HEAD,43,17401,3044,0.1749324751451066,0.9435356156877053,0.713046290548222,0.11891951814584048,0.8683300127149596,0.6792142100929303,0.5290452629649991,0.9484231274638634,0.13733770342788326
ramp_head,ramp_step,full_timeline,4,RAMP_AWARE_NCQ_HEAD,43,17401,3043,0.1748750071834952,0.9410191741650541,0.6975070261404788,0.12079682016369539,0.8671085553730321,0.6741415557112824,0.5229208189889473,0.9484061781137035,0.13883731874547603
ramp_head,ramp_step,full_timeline,5,RAMP_AWARE_NCQ_HEAD,43,17401,3042,0.1748175392218838,0.9386556956239868,0.68560359379692,0.12130767222980994,0.8665288647942775,0.674070610240823,0.5230406386066764,0.9477317554240631,0.13846077769396076
ramp_head,ramp_step,full_timeline,6,RAMP_AWARE_NCQ_HEAD,43,17401,3041,0.1747600712602724,0.9367827824742446,0.6772649712309942,0.1206262480212078,0.8659377307244157,0.6718273516303073,0.522151321786691,0.9417954620190727,0.13637134671847928
ramp_head,ramp_step,full_timeline,7,RAMP_AWARE_NCQ_HEAD,43,17401,3040,0.174702603298661,0.9347376758692219,0.6685414648285978,0.12215883507236948,0.8648293016772985,0.6719887297487673,0.5224534501642936,0.9414473684210526,0.13704524005152718
ramp_head,ramp_step,full_timeline,8,RAMP_AWARE_NCQ_HEAD,43,17401,3039,0.1746451353370496,0.9332153434584949,0.6601460322978244,0.12131053032976623,0.8635204172124821,0.6728795564468562,0.5244575211474807,0.9384666008555446,0.13415774713279519
ramp_head,ramp_step,full_timeline,9,RAMP_AWARE_NCQ_HEAD,43,17401,3038,0.17458766737543818,0.9316771382030589,0.6540903376846053,0.12318777774003521,0.8621942426199083,0.6694059638412773,0.5202554744525547,0.9384463462804477,0.13569772281631032
ramp_head,ramp_step,full_timeline,10,RAMP_AWARE_NCQ_HEAD,43,17401,3037,0.1745301994138268,0.9304008452514597,0.6474356972940734,0.1215014359305734,0.8623343679431401,0.6655660377358491,0.518464082307551,0.9292064537372406,0.1323658671583494
ramp_head,ramp_step,full_timeline,11,RAMP_AWARE_NCQ_HEAD,43,17401,3036,0.1744727314522154,0.92803588633807,0.6375649049456852,0.12053577494968312,0.8584497577714658,0.6591416813639036,0.5125251417078076,0.9232542819499341,0.12902276530790574
ramp_head,ramp_step,full_timeline,12,RAMP_AWARE_NCQ_HEAD,43,17401,3035,0.174415263490604,0.9269787533763708,0.6344844222439845,0.11982876028581546,0.8575024173412246,0.657243816254417,0.5114573785517873,0.9192751235584844,0.1282508239599749
ramp_head,ramp_onset,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,43,208812,11158,0.05343562630500163,0.8427755687677653,0.150534224811641,0.21571770912681637,0.8649238027381498,0.259350970937052,0.15174159702311962,0.891736870406883,0.2560183555315986
ramp_head,ramp_onset,daylight,all12,RAMP_AWARE_NCQ_HEAD,43,107560,11158,0.10373744886574934,0.6778661205993772,0.1505702030600721,0.4183834302785631,0.49030656620429575,0.2594456467888712,0.15180642011473208,0.891736870406883,0.4946958181283077
ramp_head,ramp_onset,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,43,69636,4306,0.06183583204089839,0.8085782822981172,0.1519631893507821,0.2028104625918689,0.7479270625589921,0.24749792246269467,0.14654914209918274,0.795401764979099,0.26186866974598955
ramp_head,ramp_onset,full_timeline,1,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8411249357782952,0.1445937174597337,0.21813861463217074,0.8722122447682288,0.26475735879077167,0.1553688141923436,0.8946236559139785,0.2529248875280426
ramp_head,ramp_onset,full_timeline,2,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8431442554949952,0.1480649618835758,0.22215055364617056,0.8704585454375908,0.26204960224613943,0.1532567049808429,0.9032258064516129,0.2593464797227377
ramp_head,ramp_onset,full_timeline,3,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8431889740390899,0.15012050867381757,0.2197297034758358,0.8683300127149596,0.2614686081102239,0.1530144768187649,0.8978494623655914,0.25882497427438633
ramp_head,ramp_onset,full_timeline,4,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8439996526968545,0.1538289035138015,0.21999943663545218,0.8671085553730321,0.26019537912854707,0.15202029353143687,0.9021505376344086,0.2602671216303677
ramp_head,ramp_onset,full_timeline,5,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8429763487863648,0.15162388925446335,0.21868517335093957,0.8665288647942775,0.2607885749767153,0.15239477503628446,0.9032258064516129,0.25983311261724107
ramp_head,ramp_onset,full_timeline,6,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8434500062997659,0.15322745572114593,0.21578712592672541,0.8659377307244157,0.2603273577552611,0.15223336371923427,0.8978494623655914,0.25768621368014816
ramp_head,ramp_onset,full_timeline,7,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8421674653986185,0.15242490801543712,0.21721378169381234,0.8648293016772985,0.25936329588014984,0.15169769989047097,0.8935483870967742,0.2583026390515846
ramp_head,ramp_onset,full_timeline,8,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8412114351519091,0.150058555619492,0.21523834024729774,0.8635204172124821,0.25879396984924624,0.15152629643251195,0.886021505376344,0.2553576781712413
ramp_head,ramp_onset,full_timeline,9,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8420175440314454,0.15282506288627504,0.21647565156161477,0.8621942426199083,0.2580343213728549,0.1509124087591241,0.889247311827957,0.25684018589314495
ramp_head,ramp_onset,full_timeline,10,RAMP_AWARE_NCQ_HEAD,43,17401,930,0.05344520429860353,0.8430774714503105,0.1541708552297663,0.2123485755303076,0.8623343679431401,0.2570218107641613,0.15046849164063936,0.8806451612903226,0.2534508622735726
ramp_head,ramp_onset,full_timeline,11,RAMP_AWARE_NCQ_HEAD,43,17401,929,0.05338773633699213,0.8429316200084587,0.15497320280666943,0.2074913372737377,0.8584497577714658,0.2557049077836824,0.14957030535746937,0.8805166846071044,0.250107760423129
ramp_head,ramp_onset,full_timeline,12,RAMP_AWARE_NCQ_HEAD,43,17401,929,0.05338773633699213,0.8406627732692878,0.15294149196478818,0.20535421554773162,0.8575024173412246,0.25375939849624063,0.14848762603116408,0.8719052744886975,0.24927835111358676
ramp_head,ramp_step,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,44,208812,36486,0.1747313372794667,0.9337460639891233,0.6786243566280148,0.1356385782440146,0.8448033851412865,0.6527819719160501,0.497783598629861,0.9479526393685249,0.15435850287683606
ramp_head,ramp_step,daylight,all12,RAMP_AWARE_NCQ_HEAD,44,107560,36486,0.3392153216809223,0.8395629862125367,0.6786968205308268,0.26287749895254325,0.47776939324692785,0.6530099781933523,0.4980488156094751,0.9479526393685249,0.29749463659386155
ramp_head,ramp_step,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,44,69636,10077,0.14470963294847491,0.8783204080673378,0.5031046331089365,0.17173874520968294,0.7060972185989918,0.5023917929802317,0.35398984771573605,0.8650391981740597,0.19467020562647694
ramp_head,ramp_step,full_timeline,1,RAMP_AWARE_NCQ_HEAD,44,17401,3046,0.1750474110683294,0.9506454268040974,0.7546669418131565,0.1196355179181554,0.8452470532641235,0.6792671614100185,0.5250986016493366,0.9615889691398556,0.14205745395013353
ramp_head,ramp_step,full_timeline,2,RAMP_AWARE_NCQ_HEAD,44,17401,3045,0.174989943106718,0.946216877331346,0.7348930760941896,0.12765497933787,0.8455561319519413,0.6679620528060349,0.5122720897615708,0.9596059113300492,0.15069563447915285
ramp_head,ramp_step,full_timeline,3,RAMP_AWARE_NCQ_HEAD,44,17401,3044,0.1749324751451066,0.9424083514458647,0.713009622778194,0.12890860252992026,0.8468560825470982,0.6640820980615736,0.508557457212714,0.9566360052562418,0.15058256074530643
ramp_head,ramp_step,full_timeline,4,RAMP_AWARE_NCQ_HEAD,44,17401,3043,0.1748750071834952,0.939580275236812,0.7000327986833936,0.12801237932011963,0.846698244927772,0.6645969874669426,0.5111425539441103,0.9497206703910615,0.14716730069809447
ramp_head,ramp_step,full_timeline,5,RAMP_AWARE_NCQ_HEAD,44,17401,3042,0.1748175392218838,0.9365351980369631,0.6869911301287838,0.1364464599451909,0.8453571114335333,0.6537595677622693,0.4970900376583362,0.9546351084812623,0.15699769687265464
ramp_head,ramp_step,full_timeline,6,RAMP_AWARE_NCQ_HEAD,44,17401,3041,0.1747600712602724,0.9334252106082241,0.6763837657389193,0.13874594927179373,0.8447495903861286,0.6507597073719752,0.49469541409993156,0.9506741203551463,0.15793557643808823
ramp_head,ramp_step,full_timeline,7,RAMP_AWARE_NCQ_HEAD,44,17401,3040,0.174702603298661,0.9310184930678482,0.667825336408022,0.1362999176157692,0.8448036592005778,0.6547970061238376,0.4996538594669436,0.9496710526315789,0.15337486446573434
ramp_head,ramp_step,full_timeline,8,RAMP_AWARE_NCQ_HEAD,44,17401,3039,0.1746451353370496,0.9287905742270137,0.659464459046235,0.1387362261233639,0.8451042326829492,0.6500960343464015,0.49501032346868545,0.9466929911154985,0.15594170379984246
ramp_head,ramp_step,full_timeline,9,RAMP_AWARE_NCQ_HEAD,44,17401,3038,0.17458766737543818,0.9265971440131011,0.6469489442339279,0.14365406180501433,0.8433863597114085,0.6390032261653131,0.4826079650478911,0.945358788676761,0.1614610118216876
ramp_head,ramp_step,full_timeline,10,RAMP_AWARE_NCQ_HEAD,44,17401,3037,0.1745301994138268,0.9247634896886235,0.6412409122052289,0.1397220334976891,0.8428311699845114,0.6439256572982774,0.4909279419388284,0.9354626275930195,0.15424950329984688
ramp_head,ramp_step,full_timeline,11,RAMP_AWARE_NCQ_HEAD,44,17401,3036,0.1744727314522154,0.9233330214935566,0.6343563291039691,0.14522820040984644,0.8429953781335496,0.6324233983286908,0.47785822529045296,0.9347826086956522,0.1623688890468729
ramp_head,ramp_step,full_timeline,12,RAMP_AWARE_NCQ_HEAD,44,17401,3035,0.174415263490604,0.921904788007379,0.6288439266636275,0.14461861115344224,0.8432468531342652,0.6344641653560997,0.4813362877109255,0.9304777594728171,0.16066948952155435
