dataset,site_id,model,seed,statistic,horizon_steps,horizon_minutes,scope,metric,value,unit,sample_count,valid_target_count,normalization_definition,prediction_artifact,label_artifact,timestamp_artifact,mask_artifact,config_path,source_commit,rank
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,MAE,0.3733208512747177,source_power_unit,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,R2,0.7820201758806686,dimensionless,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,Bias,-0.2635231696602498,source_power_unit,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,range_nRMSE,0.14389487940642018,dimensionless,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,RMSE_skill,0.5941517910889313,dimensionless,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,regular_full_timeline,MAE_skill,0.6895559713319341,dimensionless,4535,435360,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,RMSE,1.3612688020214296,source_power_unit,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,MAE,0.9154543891611904,source_power_unit,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,R2,0.19864498303982547,dimensionless,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,Bias,-0.7679075152104053,source_power_unit,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,range_nRMSE,0.23353921686546467,dimensionless,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,RMSE_skill,0.5312629620695557,dimensionless,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,96,480,daylight,MAE_skill,0.6225384834197082,dimensionless,3169,163334,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,RMSE,0.8029652036647091,source_power_unit,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,MAE,0.3904926540171512,source_power_unit,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,R2,0.8220373248441799,dimensionless,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,Bias,-0.23925473382516071,source_power_unit,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,range_nRMSE,0.1377566756511345,dimensionless,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,RMSE_skill,0.6864697347234869,dimensionless,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,regular_full_timeline,MAE_skill,0.773878842413405,dimensionless,4535,653040,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,RMSE,1.197626757885984,source_power_unit,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,MAE,0.8286618524056443,source_power_unit,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,R2,0.35832418276519107,dimensionless,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,Bias,-0.5916017167644354,source_power_unit,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,range_nRMSE,0.2054647948432268,dimensionless,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,RMSE_skill,0.6340321134362459,dimensionless,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,Discrete Candidate,44,per_seed,144,720,daylight,MAE_skill,0.7091262428382724,dimensionless,4225,287368,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/Discrete Candidate_Hanwha_44/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,RMSE,0.18741858090936248,source_power_unit,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,MAE,0.13346202536071444,source_power_unit,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,R2,0.986738666535287,dimensionless,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,Bias,-0.03554574254726557,source_power_unit,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,range_nRMSE,0.03215352364398064,dimensionless,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,RMSE_skill,0.4563760959860288,dimensionless,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,regular_full_timeline,MAE_skill,0.029391779429152498,dimensionless,4535,54420,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,RMSE,0.30456813120749554,source_power_unit,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,MAE,0.23151029679072974,source_power_unit,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,R2,0.9585481789612796,dimensionless,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,Bias,-0.13448558380535158,source_power_unit,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,range_nRMSE,0.052251695432050944,dimensionless,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,RMSE_skill,0.5286613928974503,dimensionless,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,12,60,daylight,MAE_skill,0.520744673425443,dimensionless,1323,14558,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,48,240,regular_full_timeline,RMSE,0.5333639491156706,source_power_unit,4535,217680,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,48,240,regular_full_timeline,MAE,0.27527822653092443,source_power_unit,4535,217680,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,48,240,regular_full_timeline,R2,0.8960817515478259,dimensionless,4535,217680,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,48,240,regular_full_timeline,Bias,-0.14601784589493674,source_power_unit,4535,217680,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
Hanwha,25,iTransformer,42,per_seed,48,240,regular_full_timeline,range_nRMSE,0.09150389606797465,dimensionless,4535,217680,train_target_range,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::labels,GFNODE_experiments/asoc_discrete_viability/artifacts/iTransformer_Hanwha_42/test_H144.npz::target_start,derived_from_labels_and_train_only_threshold,GFNODE_experiments/asoc_discrete_viability/config.json,9f3548d99ecf434dfbe3c5b67c336d1e1118418f,
