site,category,key,value
NIST_GROUND,file,04/onemin-Ground-2017-04-09.csv,"{""file"": ""04/onemin-Ground-2017-04-09.csv"", ""size"": 859307, ""mtime_ns"": 1491667200000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-10.csv,"{""file"": ""04/onemin-Ground-2017-04-10.csv"", ""size"": 857202, ""mtime_ns"": 1491753600000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-11.csv,"{""file"": ""04/onemin-Ground-2017-04-11.csv"", ""size"": 860219, ""mtime_ns"": 1491840000000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-12.csv,"{""file"": ""04/onemin-Ground-2017-04-12.csv"", ""size"": 859410, ""mtime_ns"": 1491926400000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-13.csv,"{""file"": ""04/onemin-Ground-2017-04-13.csv"", ""size"": 860351, ""mtime_ns"": 1492012800000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-14.csv,"{""file"": ""04/onemin-Ground-2017-04-14.csv"", ""size"": 857385, ""mtime_ns"": 1492099200000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-15.csv,"{""file"": ""04/onemin-Ground-2017-04-15.csv"", ""size"": 858680, ""mtime_ns"": 1492185600000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-16.csv,"{""file"": ""04/onemin-Ground-2017-04-16.csv"", ""size"": 859909, ""mtime_ns"": 1492272000000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-17.csv,"{""file"": ""04/onemin-Ground-2017-04-17.csv"", ""size"": 860159, ""mtime_ns"": 1492358400000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-18.csv,"{""file"": ""04/onemin-Ground-2017-04-18.csv"", ""size"": 858876, ""mtime_ns"": 1492444800000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-19.csv,"{""file"": ""04/onemin-Ground-2017-04-19.csv"", ""size"": 856920, ""mtime_ns"": 1492531200000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-20.csv,"{""file"": ""04/onemin-Ground-2017-04-20.csv"", ""size"": 858950, ""mtime_ns"": 1492617600000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-21.csv,"{""file"": ""04/onemin-Ground-2017-04-21.csv"", ""size"": 862336, ""mtime_ns"": 1492704000000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-22.csv,"{""file"": ""04/onemin-Ground-2017-04-22.csv"", ""size"": 857205, ""mtime_ns"": 1492790400000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-23.csv,"{""file"": ""04/onemin-Ground-2017-04-23.csv"", ""size"": 855231, ""mtime_ns"": 1492876800000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-24.csv,"{""file"": ""04/onemin-Ground-2017-04-24.csv"", ""size"": 856431, ""mtime_ns"": 1492963200000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-25.csv,"{""file"": ""04/onemin-Ground-2017-04-25.csv"", ""size"": 859572, ""mtime_ns"": 1493049600000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-26.csv,"{""file"": ""04/onemin-Ground-2017-04-26.csv"", ""size"": 862220, ""mtime_ns"": 1493136000000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-27.csv,"{""file"": ""04/onemin-Ground-2017-04-27.csv"", ""size"": 859557, ""mtime_ns"": 1493222400000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-28.csv,"{""file"": ""04/onemin-Ground-2017-04-28.csv"", ""size"": 861614, ""mtime_ns"": 1493308800000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
NIST_GROUND,file,04/onemin-Ground-2017-04-29.csv,"{""file"": ""04/onemin-Ground-2017-04-29.csv"", ""size"": 860604, ""mtime_ns"": 1493395200000000000, ""rows"": 1440, ""header"": ""NIST_HEADER""}"
