site,model,horizon,scope,analysis,RMSE_mean,RMSE_sample_sd,MAE_mean,MAE_sample_sd,bias_mean,bias_sample_sd,R2_mean,R2_sample_sd,nRMSE_mean,nRMSE_sample_sd,last_value_skill_mean,last_value_skill_sample_sd,daily_skill_mean,daily_skill_sample_sd,seed_count,forecast_origin_count,valid_target_count
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,48,daylight,supplementary_daily_matched,17.658725091369806,0.24188867904903164,12.869936397197508,0.030658377395876006,-3.2857712336097973,0.44095986602138304,0.6970303430291424,0.008272578385260706,0.16060256488988534,0.0021999290476573848,0.4857919811582226,0.007043605797728016,0.20830399678526568,0.010844627765319324,3,18063,658095
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,96,full,primary,15.699004455065827,0.05563813079290445,10.028078808568912,0.0670783864188633,-1.5853820793005735,0.29789305387631493,0.790840951295162,0.0014840433083430009,0.1427792985425387,0.0005060176465052971,0.6132168903164572,0.0013707805043723495,,,3,26328,2527488
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,96,full,supplementary_daily_matched,15.699004455065827,0.05563813079290445,10.028078808568912,0.0670783864188633,-1.5853820793005735,0.29789305387631493,0.790840951295162,0.0014840433083430009,0.1427792985425387,0.0005060176465052971,0.6132168903164572,0.0013707805043723495,0.027132292195400625,0.003447896388968736,3,26328,2527488
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,96,daylight,primary,20.926505848002492,0.15007221454595493,16.078355498886506,0.03272196447717622,-4.722786991040718,0.40608747717079086,0.5748406731408432,0.006085194547047609,0.19032237582173495,0.0013648767082604695,0.5609754085382265,0.0031484182385417203,,,3,22393,1313250
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,96,daylight,supplementary_daily_matched,20.926505848002492,0.15007221454595493,16.078355498886506,0.03272196447717622,-4.722786991040718,0.40608747717079086,0.5748406731408432,0.006085194547047609,0.19032237582173495,0.0013648767082604695,0.5609754085382265,0.0031484182385417203,0.06100049736441249,0.006733935222708175,3,22393,1313250
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,144,full,primary,15.80510386150118,0.15529443106545945,10.225705657690463,0.08378077284111962,-2.1318624455058828,0.8135084486830216,0.7878866748415669,0.004179024349525822,0.1437442513756931,0.0014123717206751853,0.671004882443059,0.003232570317286488,,,3,26280,3784320
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,144,full,supplementary_daily_matched,15.80510386150118,0.15529443106545945,10.225705657690463,0.08378077284111962,-2.1318624455058828,0.8135084486830216,0.7878866748415669,0.004179024349525822,0.1437442513756931,0.0014123717206751853,0.671004882443059,0.003232570317286488,0.01624521264938561,0.009665968749605265,3,26280,3784320
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,144,daylight,primary,21.202605618025018,0.22081069451105112,16.5188835586995,0.31215297618665955,-5.435314335083007,1.0317777015968081,0.5638847812148305,0.009087102311319602,0.19283344788394155,0.0020082290035152834,0.5946217480597057,0.004221738354389553,,,3,26192,1963842
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,144,daylight,supplementary_daily_matched,21.202605618025018,0.22081069451105112,16.5188835586995,0.31215297618665955,-5.435314335083007,1.0317777015968081,0.5638847812148305,0.009087102311319602,0.19283344788394155,0.0020082290035152834,0.5946217480597057,0.004221738354389553,0.04497043836447793,0.009945982327947874,3,26192,1963842
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,12,full,primary,12.598185606608837,0.25871583606087095,7.220883377616075,0.6561530667439504,0.5735558171825869,1.6257436970485053,0.8650552869563027,0.00554850067095695,0.11457797269685371,0.002352968667557635,-0.012019131860890467,0.020782784440930655,,,3,26412,316944
