site,model,seed,horizon,scope,analysis,forecast_origin_count,valid_target_count,RMSE,MAE,bias,R2,nRMSE,last_value_skill,daily_skill,parameter_count,best_epoch,best_validation_mse,training_seconds
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,48,full,primary,26376,1266048,15.931975802442539,8.209977121813015,-1.659503984285274,0.7844001722806239,0.14489812624617843,0.3950421376519535,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,48,full,primary,26376,1266048,26.335678555536315,15.580635870428802,0.007904562341345739,0.4108876074392743,0.23951771728989468,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,48,full,supplementary_daily_matched,26376,1266048,15.931975802442539,8.209977121813015,-1.659503984285274,0.7844001722806239,0.14489812624617843,0.3950421376519535,0.013722238579597534,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,48,full,supplementary_daily_matched,26376,1266048,26.335678555536315,15.580635870428802,0.007904562341345739,0.4108876074392743,0.23951771728989468,0.0,-0.630324726407099,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,48,full,supplementary_daily_matched,26376,1266048,16.153639903122087,7.039234949585521,-0.16130718371020622,0.7783590882879584,0.1469141168077249,0.3866252631745366,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,48,daylight,primary,18063,658095,21.661620376755593,13.846469605302,-4.70240934468601,0.5441646488941048,0.1970080951018469,0.36923085663314226,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,48,daylight,primary,18063,658095,34.34159803875681,26.25417953896333,-3.6811876862634167,-0.1456900012774438,0.3123299501466993,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,48,daylight,supplementary_daily_matched,18063,658095,21.661620376755593,13.846469605302,-4.70240934468601,0.5441646488941048,0.1970080951018469,0.36923085663314226,0.028841652684568064,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,48,daylight,supplementary_daily_matched,18063,658095,34.34159803875681,26.25417953896333,-3.6811876862634167,-0.1456900012774438,0.3123299501466993,0.0,-0.5396414956693634,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,48,daylight,supplementary_daily_matched,18063,658095,22.30493146316942,13.413484452836661,-0.428524423952211,0.516687633051323,0.20285888047653133,0.3504981498532246,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,96,full,primary,26328,2527488,18.20527193553479,9.666605480402668,-2.924314112580704,0.7187301789726979,0.1655732988783921,0.5514689028839346,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,96,full,primary,26328,2527488,40.588650491771475,26.8055996896115,-0.0011937309370504347,-0.3980993050544661,0.3691456399410965,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,96,full,supplementary_daily_matched,26328,2527488,18.20527193553479,9.666605480402668,-2.924314112580704,0.7187301789726979,0.1655732988783921,0.5514689028839346,-0.12818116770251375,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,96,full,supplementary_daily_matched,26328,2527488,40.588650491771475,26.8055996896115,-0.0011937309370504347,-0.3980993050544661,0.3691456399410965,0.0,-1.5152797096041186,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,96,full,supplementary_daily_matched,26328,2527488,16.13683374329758,7.02656146777064,-0.13756307014082575,0.7790136519435616,0.1467612681530344,0.6024299022563218,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,96,daylight,primary,22393,1313250,24.877760105240842,17.115306858605223,-6.798036002089919,0.3991501821811053,0.22625824123450428,0.4780806434663383,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,96,daylight,primary,22393,1313250,47.6659081404204,37.93904545368048,-13.629787479057496,-1.2057644144382307,0.4335118795692942,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,96,daylight,supplementary_daily_matched,22393,1313250,24.877760105240842,17.115306858605223,-6.798036002089919,0.3991501821811053,0.22625824123450428,0.4780806434663383,-0.1162974141590114,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,96,daylight,supplementary_daily_matched,22393,1313250,47.6659081404204,37.93904545368048,-13.629787479057496,-1.2057644144382307,0.4335118795692942,0.0,-1.1388312201580795,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,96,daylight,supplementary_daily_matched,22393,1313250,22.285960524223807,13.394620600926903,-0.3830310859218873,0.517823437624007,0.20268634358967963,0.5324549265153842,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,144,full,primary,26280,3784320,18.479380483671335,9.999935383057258,-3.6386302180104075,0.7100520062414751,0.16806626117670018,0.6153378043016894,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,144,full,primary,26280,3784320,48.04054230004098,34.626271681243395,-0.05456605954608904,-0.9595714145484999,0.436919102152981,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,144,full,supplementary_daily_matched,26280,3784320,18.479380483671335,9.999935383057258,-3.6386302180104075,0.7100520062414751,0.16806626117670018,0.6153378043016894,-0.1502093992793614,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,144,full,supplementary_daily_matched,26280,3784320,48.04054230004098,34.626271681243395,-0.05456605954608904,-0.9595714145484999,0.436919102152981,0.0,-1.9901805067984042,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,144,full,supplementary_daily_matched,26280,3784320,16.06610109015731,6.9872526964001,-0.09429470495482328,0.7808374809379975,0.14611796885158337,0.665572028937242,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,144,daylight,primary,26192,1963842,25.36919719559595,18.10861069482121,-7.906722254367234,0.37568349069932727,0.23072776305924947,0.5149595763109209,,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,144,daylight,primary,26192,1963842,52.30326372108345,42.540600849038626,-24.266846663890604,-1.6536824380043904,0.47568769898475666,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,42,144,daylight,supplementary_daily_matched,26192,1963842,25.36919719559595,18.10861069482121,-7.906722254367234,0.37568349069932727,0.23072776305924947,0.5149595763109209,-0.1427054633397431,96562.0,8.0,0.04234512870140635,1394.8261681000004
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,42,144,daylight,supplementary_daily_matched,26192,1963842,52.30326372108345,42.540600849038626,-24.266846663890604,-1.6536824380043904,0.47568769898475666,0.0,-1.3558973799516574,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,42,144,daylight,supplementary_daily_matched,26192,1963842,22.200994052702203,13.335378056986318,-0.3002612534398739,0.5218807694237287,0.20191359056331976,0.5755332942301079,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,12,full,primary,26412,316944,11.897551383210313,5.657217077039835,-0.1287604459215569,0.8796813466313845,0.10820584488212101,0.04426319804412715,,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,12,full,primary,26412,316944,12.448564666404499,6.029988013693925,1.5348841962646372e-06,0.8682785982621122,0.11321720023826912,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,12,full,supplementary_daily_matched,26412,316944,11.897551383210313,5.657217077039835,-0.1287604459215569,0.8796813466313845,0.10820584488212101,0.04426319804412715,0.26319280016711144,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,12,full,supplementary_daily_matched,26412,316944,12.448564666404499,6.029988013693925,1.5348841962646372e-06,0.8682785982621122,0.11321720023826912,0.0,0.22906892533065015,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,43,12,full,supplementary_daily_matched,26412,316944,16.14744180826237,7.035908133713012,-0.16712150331596512,0.7783716870540149,0.14685774637742766,-0.2971328214119495,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,12,daylight,primary,14784,164664,15.450149486065813,9.36763404521468,-0.7052038267083395,0.7681597227066668,0.14051601248421913,0.10236014615061373,,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,12,daylight,primary,14784,164664,17.21196916537328,11.379806165319053,-0.20396409883986324,0.7122703384551583,0.1565394092983266,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,12,daylight,supplementary_daily_matched,14784,164664,15.450149486065813,9.36763404521468,-0.7052038267083395,0.7681597227066668,0.14051601248421913,0.10236014615061373,0.3072344250431295,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,12,daylight,supplementary_daily_matched,14784,164664,17.21196916537328,11.379806165319053,-0.20396409883986324,0.7122703384551583,0.1565394092983266,0.0,0.2282366118370801,,,,
YULARA_COMBINED,DAILY_PERSISTENCE,43,12,daylight,supplementary_daily_matched,14784,164664,22.302132271840573,13.413912702573825,-0.43993728576686003,0.5169230778808085,0.20283342239251312,-0.2957339196672273,0.0,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,48,full,primary,26376,1266048,15.58337271384417,7.987602381087576,-0.7637541558501557,0.7937319090144924,0.14172765103532667,0.40827905075685944,,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,48,full,primary,26376,1266048,26.335678555536315,15.580635870428802,0.007904562341345739,0.4108876074392743,0.23951771728989468,0.0,,,,,
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,43,48,full,supplementary_daily_matched,26376,1266048,15.58337271384417,7.987602381087576,-0.7637541558501557,0.7937319090144924,0.14172765103532667,0.40827905075685944,0.03530270531582791,96562.0,13.0,0.029117784290093013,2175.7713815999996
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,43,48,full,supplementary_daily_matched,26376,1266048,26.335678555536315,15.580635870428802,0.007904562341345739,0.4108876074392743,0.23951771728989468,0.0,-0.630324726407099,,,,
