block,count,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,site,period,support,horizon,scope,block_hours
31,3984.0,8519.534223147946,1311547.1314453932,113867.56433795574,12230.002783273454,13736.852021144477,11053.930566614405,0.5093903856484447,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
32,3996.0,8015.600221206928,1315976.334223266,118616.02105349375,14530.661953300316,18614.957470006426,14778.960927174769,48.78443636529847,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
33,3996.0,17266.027337107807,1269834.7410365995,152373.3192774507,14880.33085174634,26988.56185954704,23330.551486655597,31.446167516085175,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
34,4056.0,6886.5579371720505,1267008.7057197625,168925.75426099126,16751.053378021665,23639.13201514889,12925.485004242071,63.25808987911308,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
35,4032.0,5637.216705968961,1214605.539425093,141031.57255130637,13827.273031920271,22076.74783909455,10221.075018825926,10.54363959966495,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
36,4020.0,25196.16412762672,1315323.48534439,125352.97139062785,17441.8284938844,31039.092919689494,23708.595281183832,12.77224428009323,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
37,4008.0,8186.665685651917,1334013.724092312,121729.03146958913,13040.263276097343,19736.45628844606,21030.284280005828,0.4441938486115293,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
38,4008.0,8733.924245359225,1336557.9383343942,124990.3418143035,10174.746118517352,17313.804877471106,14072.706658076511,0.10211234231618846,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
39,3996.0,9770.896257367309,1365534.7760940208,132159.15122866188,13347.459156154526,23233.695607857557,23848.03813910928,7.465453798369278,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
40,3996.0,8749.439030828538,1324956.2607345064,128684.26684587798,9417.489455818924,15361.470691493341,13114.327891403815,9.608034984375395,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
41,4032.0,25485.403562484986,1365786.6827228805,128982.6213205095,15100.070956256102,28562.806264417817,25896.520382603376,48.26242318964558,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
42,3996.0,8910.338746654801,1341213.469925464,121657.14704481416,9246.497182982985,15022.035225806378,14940.746642923805,0.17027866300758351,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
43,3984.0,8229.995891744149,1336836.6528128255,117839.92751955712,9175.162832814085,15025.195948319508,15343.437901233248,0.1346686196099494,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
44,3984.0,8411.812373799952,1327931.8358343886,117493.69222909004,14173.187323637536,23777.001597691153,33039.5905307076,0.14572984296897082,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
45,1992.0,4171.529766706783,668127.0263175919,59632.058276013646,5753.518704297451,7439.601685391994,5886.588984784817,0.02336360804774621,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,48
0,5496.0,12513.048858059348,1565987.1733306295,91777.66517655793,25894.50897672944,20892.578385441037,12306.772331918008,28.996969457203523,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
1,5484.0,64226.80153090733,1588089.705617028,84884.48208859171,31848.885024192194,48456.92723202649,43094.35157808732,5.994192270107286,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
2,5532.0,11385.885405293804,1571773.7229147193,86116.12998498123,23255.019037635786,16336.24148513332,8027.615307499497,1.985915844758697,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
3,5700.0,15530.940642570067,1658881.5395403584,125357.94078724737,27088.720536041303,27370.15552263517,18942.596454887884,134.84855830020368,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
4,5616.0,11033.38760757525,1651009.546938336,94139.33656851167,21774.561696830962,17096.84034969468,11713.130074283643,16.501460880608356,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
5,5664.0,9548.081070941069,1659823.9951572772,116522.5277346646,25899.192181970047,20063.257065289294,10807.678249499533,34.574682886436165,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
6,5700.0,11662.318889772801,1626927.4201540796,127396.5339805535,28892.256090113784,26628.64620850525,16874.259891415455,102.53956638862275,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
7,5664.0,11998.62041982035,1626828.5412784857,97253.5355168442,24418.567963476962,20644.943731176216,9301.890795418723,140.685823678238,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
8,5796.0,13550.10310710779,1737197.805286718,215135.3647793823,29762.450354035223,26173.918159816832,16525.198721603705,1095.0320041396353,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
9,5748.0,11240.87899685997,1715394.8378974833,116746.93062033059,26458.355614174427,20237.896995771072,10295.381322375155,58.92778391787817,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
10,5820.0,28213.804925502216,1784315.349337435,164420.33462970125,29904.87989755422,33839.08787158777,24220.0778671696,1139.0251414716054,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
11,5796.0,12599.867660324888,1875424.412526826,170418.86111752482,14775.889530981549,19302.97172747791,13210.055355380322,20.935958361806804,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
12,5832.0,13929.256758465113,1809532.1152257817,154328.75287569006,20809.552980262797,22014.381460857767,15062.131433207078,3.6835384364230843,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
13,5832.0,11619.807484947094,1868808.6521465082,144130.9658204846,16148.011721153065,19025.411658888872,13782.516411984105,1.182490005168001,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
14,5832.0,15346.610215767463,1897355.629171698,144422.30623808395,16402.866128835627,27007.8065542462,23565.558146577925,1.0959153125213512,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
15,5868.0,110076.87398874776,1936334.7060931632,214298.87215268813,85155.68518478276,101799.47603558352,96459.81977011263,77001.66184525038,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
16,5856.0,58953.90323837894,1902817.2209623992,148721.44731427342,16648.13171349524,42483.3154366301,36945.52249600244,12.840501263849594,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
17,5940.0,16139.937997681698,1938896.2160260794,179563.3482586747,17007.39845200221,29837.77670122087,17420.23348561832,80.08653113316905,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
18,5964.0,13458.243544379295,1856510.658698887,193151.467608634,20815.984906416656,26427.11443526446,16443.90649262036,75.53423179596625,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
19,5952.0,11167.828500591371,1889001.7201728811,155350.79219729503,15338.084617936782,20390.896213599164,11899.611017781475,9.626185963910757,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
20,5964.0,14222.360543612736,1955430.9200787963,165736.296388791,17787.983816757707,23248.376681181657,18392.4339809608,16.118263506242613,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
21,5988.0,12433.997729787743,1975191.8443003912,176882.47352399354,20361.728004066113,25170.002577671992,20176.133125253556,48.99096154504172,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
22,6036.0,22029.495570889165,1919796.3859199872,244197.69519842067,22841.422799763182,37593.67224480464,30335.850429292812,93.51668283377101,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
23,6048.0,7760.306409359638,1831652.6002614677,218132.95089132775,22617.2344619251,35110.76946898584,16141.261080430795,11.731214161092137,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
24,6024.0,29411.19252939045,1982304.7995051576,186787.29216756136,24461.832191796177,41042.564029026835,35102.92606768538,12.847071989334742,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
25,6012.0,12705.561529247421,2003590.3482659387,185285.05250695912,16195.005696702941,27046.79005657979,23708.66015158078,0.4714784816862049,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
26,5988.0,13927.67638559925,2021397.8849860097,197279.02678417155,17806.75756633571,29324.934623425215,28959.13661186635,9.716903618267597,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
27,6036.0,30078.062465081566,2034879.834565401,192547.01261087786,20058.262001893854,37833.0379403435,33899.74980125015,55.61900835412266,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
28,5988.0,13300.269586527638,2012065.2753555875,181784.68741744553,13643.676981302928,21637.200364790908,21207.96520637253,0.17285419931132842,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
29,5976.0,12251.877425671248,1993916.6832170908,175206.0793760158,18951.170358131698,32187.032407026083,42115.80986849213,0.27782292627517513,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
30,1992.0,4171.529766706783,668127.0263175919,59632.058276013646,5753.518704297451,7439.601685391994,5886.588984784817,0.02336360804774621,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,72
0,13824.0,407117.8885765686,11115309.848291824,1268961.5144533808,966147.7192943831,998744.7561996952,1043037.032715946,1496012.7955158176,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
1,13824.0,83078.65671225273,11699847.845432311,860791.1488879177,1051896.5247624244,1059322.644999637,1141328.6379479563,15768.501879414878,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
2,13824.0,111165.10828302015,12326634.533792734,987965.8068140942,993872.1942365393,1034455.0307509783,1038040.075116425,27657.00871723016,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
3,13824.0,197630.261117121,11542572.685864817,861611.8319708259,1016897.1581151116,810331.8766872253,868237.971638472,177556.32959112295,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
4,13824.0,876375.8675103993,11250231.940900989,1211568.0988280992,1742028.824342413,1776690.0342408894,1915655.714173957,769791.7099644225,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
5,13824.0,182308.69916871327,11587437.042238036,988315.3958423623,1142250.7302422985,1114834.4908981295,1128904.1827153533,658674.1830584682,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
6,13824.0,64910.61544513207,11174753.947357364,708431.0967677971,981833.881340973,1019803.4188886759,1047883.8555130409,16052.559599590237,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
7,13824.0,81813.74395365153,10286918.039631331,625369.3374660263,1241340.302206737,1421030.558653879,1519862.1857690478,110774.68786721234,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
8,13824.0,135265.99421667153,10826708.520488737,802340.1581877903,965533.8797985046,989842.6494613802,1004708.3506262104,92594.43348784688,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
9,13824.0,707890.4577244049,11063375.07212938,1227283.9713838086,1650858.914393451,1617781.5255242153,1495173.7026088869,668122.956462975,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
10,13824.0,2275419.499450508,9715427.628152274,2823339.91620809,3058021.2870090036,2865277.768445501,3147152.6101607597,3829670.495474314,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
11,13824.0,794121.4727888759,10468409.149091667,1457614.5560660174,1489633.5911643582,1305701.9116894198,1511975.436622275,1925673.4317150796,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
12,13824.0,349597.5962113147,10582809.393891552,913752.9126841143,1275627.7917350628,1308676.9254636813,1410407.4012505964,638744.7157329726,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
13,13824.0,145214.63536141926,11517133.806274304,985640.0989300158,962175.3245959108,871294.2482749436,830293.87410361,158337.64040974792,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
14,13824.0,65357.325420429515,11350005.093633577,804974.2369674912,1305745.0425323872,1374687.425730122,1427463.933405213,2274.8854352280614,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
15,13824.0,233156.04692049022,10857207.146949092,832906.3946192716,1285509.4871602734,1191587.9926633863,1222459.7297598359,210772.923613112,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
16,13824.0,324865.78733395087,10125358.641821947,915030.517872532,1247439.752261902,1096837.4917059538,1187342.0424094799,409548.61044879165,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
17,13824.0,3351925.982173228,6235192.581024985,3458868.450611347,3382270.6465576254,3216115.578670167,3370445.542011019,5303777.918764262,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
18,13824.0,1188165.090410315,8104967.359253118,2309845.948269305,3027784.3723530737,3082015.578773993,3243653.720027993,2425805.3634820017,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
19,13824.0,2187730.889295578,8001008.562397081,1849956.0010626966,2664179.963142694,2639548.577159878,2755732.635524859,3723190.554661836,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
20,13824.0,1570664.0131019906,8977512.930370033,2190059.4695531754,2209399.806364315,2092718.6064288989,2292515.871445314,2796218.8513507713,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
21,13824.0,573748.282688812,9738792.432495607,1102704.9773407972,881294.557623469,1011701.0352919652,1028651.8359195798,1764745.9292440375,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
22,13824.0,106000.29529242945,9826473.330643632,757079.2199808687,779803.2466356879,761028.0311687925,756553.1109900755,41078.65898595812,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
23,13824.0,570399.7829739485,9587079.248670684,1131039.199241731,1848838.7579074795,1613801.799991783,1764300.3476983192,639139.3963153095,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
24,13824.0,1578776.8502285355,9596841.160088908,1889354.1492638036,2758230.4240530194,2737357.680458513,2872572.6037766645,1905921.81152883,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
25,13824.0,4368153.28508846,4035820.5990600586,5002213.7300176,3519138.030883936,3254315.1785444827,3549195.9782467526,9938210.204560598,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
26,13824.0,4896190.491274324,9515393.183167428,5987750.956976842,1817405.3948932984,1872099.8562528922,1963636.6291272934,10849664.46275142,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
27,13824.0,1410351.5120699937,9646637.430167386,1821368.9683951696,2519700.511675015,2357531.3628376643,2373297.209092513,1904585.820238527,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
28,13824.0,750950.8630568878,10010302.457758626,1479016.4495605554,1685676.0491913653,1668265.4879673491,1755391.9006795008,1575994.0811916715,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
29,13824.0,279196.2925034967,9994102.493487235,977830.1923871739,1162061.5688144998,1177350.4101950666,1254790.3854563842,786373.3302474759,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
30,13824.0,50602.938152683164,9488788.049908543,655113.931736799,922928.8490591425,858302.0548644321,905442.5642369231,99683.68580931163,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
31,13824.0,1099746.3120037392,8695079.817642821,1329255.430701272,1393142.7584072154,1434845.391928773,1649609.552185328,899294.0390639452,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
32,13824.0,3126867.597931459,4504382.484539279,3536186.7294380357,2066934.0165158568,1893824.6777446836,2118653.832423466,6070171.673907164,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
33,13824.0,3746731.4783352185,10630823.961643167,5116549.0828391705,868147.5182864885,905021.2585648047,900876.8933107908,9005693.498133833,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
34,13824.0,542815.8570530891,8528379.196509317,863372.984809826,1035937.1399531693,953852.0872175561,1040788.0977661263,654614.2638870388,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
35,13824.0,232570.70793967368,9948289.796262873,1094279.8734966128,774115.0396399243,832607.0106887098,851987.6996248886,545747.8966629134,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
36,13824.0,1885118.6465145967,7414507.6242339965,1752139.812360988,2429076.6306608855,2496077.9774522344,2631268.710079064,2142542.1714769723,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
37,13824.0,371262.1237417506,9064321.001722572,1285845.8056651582,870764.3771400434,810312.6735453835,869636.8013513191,1778687.5569950663,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
38,13824.0,63426.02058712549,8332284.244303173,591456.0510234172,649770.4648202959,738428.5194627689,806287.5013471401,20862.58661899271,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
39,13824.0,115017.31311657114,9566899.459039321,914242.4772899528,1150062.7604748055,1024022.2638463504,1129086.458689108,38810.83699106997,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
40,13824.0,81263.4552895632,9895944.386618271,858244.6595850893,747284.8090819197,804792.1699088166,835880.9634697108,18668.36121838722,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
41,13824.0,72868.95661918154,9984080.504103968,816508.1300117797,620245.0833258027,536323.8038412383,555111.0696079225,7099.7654168921,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
42,13824.0,76449.3604069884,10168796.207334308,845614.496516617,961524.0388113204,925453.5918417904,934198.2684590883,3551.8561037852037,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
43,13824.0,61047.177664362585,9605769.934454435,720890.4437559121,700375.9995676439,627436.0154067285,633867.8368063518,14727.513433195238,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
44,13728.0,85845.81028171282,9765491.40753032,806101.2465740818,732877.7425876068,703401.7698511545,728008.1117941113,1793.0655321579397,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
45,13681.0,436058.9819840502,9703869.962647246,1052070.2837271653,1437438.3048427757,1463380.5297461725,1519856.3473838256,343784.608526559,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
46,13681.0,165431.24325879422,9362918.669736732,872388.7021564363,697560.2365897775,781529.4696868074,863978.8604179256,342907.7356912547,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
47,13776.0,255383.42005370682,9555656.056806475,949836.4199225949,976249.3896257285,897562.54669089,927181.2573191279,167615.04548906663,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
48,13824.0,92779.10354745855,9675045.614838414,856672.1363988132,871079.0231600301,915735.249147845,951284.6147209717,165196.2860859836,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
49,13824.0,64982.73167467255,9245375.44729377,740591.9485915675,753144.753372686,711174.9986004285,742440.8526545597,17794.423902344584,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
50,13824.0,297163.3383816756,9406181.574441314,874615.0112773383,958220.4654589148,1139522.4840911585,1193851.0158826376,30050.99988613255,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
51,13824.0,1580923.3771929482,5678273.7562296605,1807251.8647419885,1295089.549204264,1310280.6346197377,1420808.2446626946,2768621.8139815233,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
52,13824.0,1009118.0802261864,8787343.674032776,2101479.952319258,838177.720398368,838049.0182578039,881865.7067952389,2300397.074197975,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
53,13824.0,193668.35850404293,8922658.261497702,820530.0924086376,803044.7471324671,648428.0097267521,673050.825708154,400177.66501841164,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
54,13824.0,171824.1943063912,8367388.199790617,768660.1859722479,776473.5758379452,703836.7933146633,751306.1839966464,145540.90760302293,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
55,13824.0,1173492.9595314118,6825860.319805359,1549943.8849224509,1900081.5033575355,1909904.0748145494,2190628.7221406363,1598194.4019961345,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
56,13824.0,1826799.593643333,6981494.396284738,2373418.7059420766,1946675.38534012,2097435.6115454747,2333463.5696850745,3122913.237418969,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
57,13824.0,728955.610903108,7583251.209665127,1056014.0408916085,725419.4023057405,737662.4220494375,857631.3251253003,1667091.1562108842,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
58,13824.0,94738.85602180514,8369538.512941861,844551.2554791053,742845.2133194718,673986.811329977,747674.1297737656,15355.899517269838,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
59,13824.0,239276.1052148698,8880656.94032072,1008887.8217937802,1037420.5288126025,1011419.2583411558,1083005.6508191703,163300.68959718864,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
60,13824.0,875167.7458141837,8732255.294790633,1558098.2467072983,1996418.1376733824,1879070.0292256507,2079273.1339235045,907094.6280696315,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
61,13824.0,273410.79284297,8754981.700996561,923583.8527946941,950526.973811732,818948.3630617157,825908.4607538698,907137.7784274719,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
62,13824.0,62231.81266533437,8534621.51143111,726845.6867519991,652567.1235886659,640135.3929258846,702486.5142146006,1968.8705744147326,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
63,13824.0,73662.39977477987,8615116.101539502,770916.0796311024,931912.0486384042,881557.1778295947,906948.888704804,2057.706115096342,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
64,13824.0,80255.14921194792,8648613.618013037,787310.2607383917,786085.6740418321,737240.2587444662,796463.7374949125,2464.8513446326774,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
65,13824.0,940677.7154787497,7763770.026890855,1456366.0707637193,1577289.3174646797,1313753.0800971787,1356689.5619988148,1069559.1091998867,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
66,13728.0,1654666.37187781,5704847.9310049005,2011066.3042323326,1989420.6761339514,2092427.5457970419,2218160.465301598,2789365.4897094574,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
67,13776.0,1991716.9572011372,7108213.311046871,2204659.382028776,2385984.0167351137,2431089.4761587596,2607914.513462884,3396453.4213271034,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
68,13824.0,1641488.7980147284,5429784.143161257,2193612.338625085,2317162.4394971924,2619984.969756033,2794961.6871531806,2444452.6946276682,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
69,13824.0,960883.3784292286,4606777.453843859,1404832.6140993913,1900328.5688205243,1992238.3242724237,2238974.259263004,1923522.5317501377,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
70,13824.0,1420025.5371044292,6408696.6927441815,2161330.557250913,2286825.519590996,2519397.7509221286,2687918.110035165,2182052.773653583,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
71,13824.0,1086813.1658170468,6268912.300434656,1636540.916422689,2250410.238058694,2222207.0724337595,2353006.419701075,2037944.9180626983,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
72,13824.0,568964.4900875277,8083040.708511625,1518114.2219290596,419884.27662232856,442852.1842795085,524169.1529939524,2049605.2639124142,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
73,13824.0,244993.98552626438,8376482.181200454,787367.3419635827,1030421.8543213151,977692.3163618526,1021742.8770508309,3104.894481798348,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
74,13824.0,66974.49239275012,8050992.324305052,718353.1727907571,652713.5832951028,495078.20466167043,568668.2363536428,5102.685665101736,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
75,13824.0,71379.43988995913,8168881.814212454,763494.2684900531,712586.1549163309,602159.2077989718,695109.9630111345,2980.759370843685,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
76,13824.0,409222.46519223315,7703908.379736213,940141.4021963011,1239981.6191044808,1122089.7878502803,1162931.5650588563,356338.96537297557,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
77,13824.0,148845.2329395157,8551379.0153152,949548.7835692198,787673.4315928438,687785.6003654274,735795.8882294071,376066.2766445336,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
78,13824.0,92469.66635615226,8940324.867993655,885088.2272473444,842333.8605871757,688535.4973793993,764498.1907909036,13901.79447108419,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
79,13824.0,1649751.4651650277,7081218.382302947,1765109.1657595069,2717572.4787029414,2562933.520645056,2590331.877578617,1863488.4050611649,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
80,13824.0,522328.18233316916,8033771.463181354,1342770.784210457,1220714.1948159032,1318093.1040711123,1384243.1195112832,1773112.0916400722,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
81,13824.0,145015.27848190023,8241161.732306277,869827.2085983742,610597.5642943697,524478.9665875328,644558.2997612879,267264.3418752735,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
82,13824.0,600272.5172964315,8663668.429264318,1331182.242561971,1652565.6570658043,1462483.0488127337,1466156.5622266782,473190.795548153,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
83,13824.0,142355.56945961728,8352289.609071912,785804.4543721227,1256821.69849618,1155044.8378947652,1176751.6803917272,487879.07746273244,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
84,13824.0,79260.2119891801,8459257.947635798,804046.7260072251,920343.5358093937,898638.9738666355,936741.698793851,34286.53567299272,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
85,13824.0,71936.50642725328,8302901.788162622,752549.8248513535,839964.5393393562,689086.5130660722,702998.0454551751,4321.496966826892,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
86,13824.0,84922.05303070437,8658080.313700533,851484.1685958187,1189732.4434620459,1082824.123341644,1097692.6007524724,7868.4029677882745,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
87,13824.0,118510.67503556509,8125003.234628522,770082.6411001144,925358.6575534521,755729.8188864407,804656.2577333172,79959.68276065365,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
88,13824.0,106321.31536747023,7934298.170953757,749454.3631185604,777061.4878268006,715261.5788510146,857191.992028683,67367.73329344601,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
89,13824.0,75190.88910302763,7861646.949890672,727483.4879920344,1274269.1931617435,1227659.076428035,1264916.8221357393,6291.353855847352,YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,24
