site,period,support,horizon,scope,method,origins,points,RMSE,MAE,bias,SSE
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,power-active,Inverted42,12446,137209,8.432977282115647,5.32709866444646,-1.0017186523288777,9757632.557293667
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,power-active,Inverted43,12446,137209,8.940444635188484,5.287189479655318,2.203927938366973,10967328.081664706
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,power-active,Inverted44,12446,137209,8.760651370867809,5.326957122404516,1.6785716414806193,10530655.248139001
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,power-active,Daily,12446,137209,14.451247884178258,7.5225700717677935,0.07423877557114643,28654530.721336108
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,power-active,Last-value,12446,137209,13.216654425507661,9.374288358327146,-0.3211730139280069,23967661.83627938
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Original A,15775,177144,3.490139870562878,2.4548557000982605,1.088019903144432,2157804.5829379195
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Original B,15775,177144,1.8955361338446068,1.0620553185576729,0.1505572003001758,636488.5307855672
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Expanded A,15775,177144,17.70985562332686,17.61111703026496,17.61111703026496,55559264.571250185
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Expanded B,15775,177144,5.2095631997377145,3.879829492946895,3.5650252375550595,4807608.220592293
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Inverted42,15775,177144,2.0143458686956897,1.5408138081985294,-1.1331991702620237,718777.5951915939
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Inverted43,15775,177144,2.258604437589454,1.6856333306760938,1.0416729476979703,903663.6253100747
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Inverted44,15775,177144,1.9918669345431845,1.3201175462018042,0.5855619562438352,702824.8225114134
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Daily,15775,177144,0.6729227846307665,0.017660253442068785,0.012776790733096356,80215.2449219816
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,12,low-power,Last-value,15775,177144,1.6333688148493588,0.25730888479738706,0.24184439672171723,472601.358992751
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Original A,26204,1257410,13.393434780505588,9.395802442136251,1.521566463973039,225559355.1701488
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Original B,26204,1257410,7.25316308528179,3.7047661381030985,0.39933970717113454,66150296.48395403
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Expanded A,26204,1257410,25.32319424202992,22.60395124534332,2.7876877072831387,806331975.7491231
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Expanded B,26204,1257410,9.893856655272067,7.450040751861418,1.4191557615835122,123085852.43424578
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Inverted42,26204,1257410,9.86867317139162,5.82584885787275,1.793283613076303,122460052.86699428
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Inverted43,26204,1257410,9.735475589192156,5.601980160279659,1.5773362595047935,119176672.1681583
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Inverted44,26204,1257410,10.030131265958929,6.040000765197599,2.2911101528985673,126499888.69656217
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Daily,26204,1257410,9.561770620173233,3.2938814094078728,0.039741061967287564,114961799.20029089
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,full,Last-value,26204,1257410,22.813611249464124,12.83159485977711,-0.0072988050887879885,654432687.7616657
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Original A,15722,548904,16.73285940965763,11.934013841131215,-2.634452582928662,153686853.7247629
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Original B,15722,548904,10.660540950782112,6.5374506702398465,0.40038773463582106,62381366.09165014
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Expanded A,15722,548904,30.832048206912447,26.34212713612125,-19.052273224219114,521796483.8928448
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Expanded B,15722,548904,13.413400272794446,11.299662223207774,-2.106521836939505,98758427.22267261
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Inverted42,15722,548904,12.076876921285178,7.789625672929753,-0.13300580642439874,80058173.2465644
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Inverted43,15722,548904,12.912112343878338,8.216531928992662,0.3045819566406631,91514726.83039615
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Inverted44,15722,548904,13.068310829682025,8.49878833012651,0.997142203580137,93742235.66790785
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Daily,15722,548904,14.451790894249653,7.522712389925135,0.0745442036217578,114640938.75909844
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,power-active,Last-value,15722,548904,31.169610113645668,24.18134734388096,-5.2088640171051726,533284714.1744535
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Original A,19084,708506,10.07185845828139,7.429362652277129,4.741377557909481,71872501.4453859
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Original B,19084,708506,2.306414140862328,1.5101878699896438,0.3985277641989138,3768930.3923038775
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Expanded A,19084,708506,20.039941847366194,19.70785763547754,19.70785763547754,284535491.85627794
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Expanded B,19084,708506,5.859712479089934,4.467606412409246,4.150619625742286,24327425.211573243
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Inverted42,19084,708506,7.736077077693139,4.3044433244093065,3.285646370091227,42401879.62042984
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Inverted43,19084,708506,6.248411070506012,3.5763968567456934,2.5633828531247955,27661945.33776208
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Inverted44,19084,708506,6.799619693346944,4.135093355041948,3.293591689050249,32757653.028654255
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Daily,19084,708506,0.672955461303172,0.01766040276876845,0.012777869465452165,320860.44119238394
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,48,low-power,Last-value,19084,708506,13.076343211665696,4.038550711196097,4.022532912831229,121147973.58721235
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Original A,26204,2514818,17.568109441462994,12.980180643965548,2.9050781656472027,776169578.2068394
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Original B,26204,2514818,7.821108868499273,3.8577035802215267,0.4779262552452844,153830773.09789294
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Expanded A,26204,2514818,25.708882918007983,22.877779974739273,3.323967111753603,1662160559.8507013
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Expanded B,26204,2514818,10.517212945737526,7.99197159232022,1.4654613464120265,278168465.5453596
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Inverted42,26204,2514818,14.06127989355734,8.078630414689144,3.788770930951752,497228789.53028715
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Inverted43,26204,2514818,13.506389475291714,7.81233869252576,3.1772615398734247,458759529.09024096
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Inverted44,26204,2514818,13.905216977425464,8.140413344826062,3.526527320429715,486252783.24027175
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Daily,26204,2514818,9.561944128535064,3.2939386699957436,0.0397051458562603,229931760.02468067
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,full,Last-value,26204,2514818,35.362824004245496,22.593406411423246,-0.004509797404777076,3144853647.3749065
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Original A,20082,1097863,20.653544660312566,16.00624168055957,-3.2203096281881645,468314219.9847436
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Original B,20082,1097863,11.566148710639963,6.965451548348087,0.4050534806683204,146867496.72025746
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Expanded A,20082,1097863,30.943823033483792,26.49715028635832,-18.293757647024908,1051225981.6872649
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Expanded B,20082,1097863,14.1673583502908,11.89653755288849,-2.4320962518228058,220356520.97901893
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Inverted42,20082,1097863,17.19983437091789,11.581871829587097,2.8324244334996576,324785534.72150934
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Inverted43,20082,1097863,17.352019472323757,11.90856897034839,2.7377383293013007,330558402.9017301
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Inverted44,20082,1097863,17.700266149924193,12.146823342062318,3.220528621389547,343959843.0916287
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Daily,20082,1097863,14.451686234415789,7.522466791651789,0.07445857471802705,229290043.43057054
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,power-active,Last-value,20082,1097863,42.944596841673864,34.78961914497858,-16.953468802554543,2024721100.226997
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Original A,23434,1416955,14.739926889886577,10.635575171090101,7.651055715748288,307855358.22209597
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Original B,23434,1416955,2.216811610953082,1.449806711562094,0.5343884032424969,6963276.377635388
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Expanded A,23434,1416955,20.764397023476437,20.073475851866622,20.073475851866622,610934578.1634369
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Expanded B,23434,1416955,6.387497744238903,4.966696619461264,4.4853062091429425,57811944.56634061
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Inverted42,23434,1416955,11.031766900550128,5.364303474536395,4.5297524262937054,172443254.80877718
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Inverted43,23434,1416955,9.511913476017487,4.638561359088084,3.5178060670661364,128201126.1885105
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Inverted44,23434,1416955,10.021059656663445,5.036229161986239,3.763616465620875,142292940.14864284
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Daily,23434,1416955,0.6729667481444772,0.017656382113861648,0.012778035488982566,641716.594110269
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,96,low-power,Last-value,23434,1416955,28.116203579648506,13.143726851875304,13.1276185907732,1120132547.147915
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Original A,26204,3772226,17.80253533040707,13.281554044337778,2.9829122355535502,1195532582.7658682
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Original B,26204,3772226,8.01880756793744,3.9139713893742596,0.5310246084158169,242558940.67750302
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Expanded A,26204,3772226,25.720772145038993,22.82553526617015,3.338387596849716,2495546739.7830772
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Expanded B,26204,3772226,10.835058710855092,8.208182462859426,1.6099001350884055,442853663.75406015
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Inverted42,26204,3772226,13.76186258839875,8.005054425637496,2.94869227459054,714417588.977021
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Inverted43,26204,3772226,13.528300762740741,7.96026617662898,3.082214315410241,690373645.3727603
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Inverted44,26204,3772226,14.287011057740337,8.67368879165937,4.497195440513439,769981810.5069932
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Daily,26204,3772226,9.559703285319635,3.2915052155284568,0.03995554296526951,344735913.9509188
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,full,Last-value,26204,3772226,40.93711738680667,28.594574726283398,0.004958215552074434,6321675813.091209
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Original A,24450,1646503,21.174213890276512,16.95657650294519,-2.3422401006651623,738205230.2608968
