site,channel,rows,minimum,maximum,below_zero_fraction,above_one_fraction
YULARA_COMBINED,historical_ac_active_power,26208,-0.00011549609189387411,0.9842808246612549,0.1475885225885226,0.0
YULARA_COMBINED,ambient_temperature,26208,0.013825950212776661,0.9134342670440674,0.0,0.0
YULARA_COMBINED,global_horizontal_irradiance,26208,-0.0010341231245547533,0.8163164258003235,3.8156288156288156e-05,0.0
YULARA_COMBINED,power_missing,26208,0.0,1.0,0.0,0.0
YULARA_COMBINED,temperature_missing,26208,0.0,1.0,0.0,0.0
YULARA_COMBINED,ghi_missing,26208,0.0,1.0,0.0,0.0
YULARA_COMBINED,isolation_forest_flag,26208,0.0,1.0,0.0,0.0
