site,period,support,horizon,scope,method,origins,points,RMSE,MAE,bias,SSE
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Original B,25333,3502466,40.777012103562235,25.926629271949295,0.016679566984973197,5823776884.119103
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Expanded A,25333,3502466,51.89610011932771,38.7903762085724,-1.2097131747623484,9432859670.625446
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Expanded B,25333,3502466,40.777012103562235,25.926629271949295,0.016679566984973197,5823776884.119103
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Inverted42,25333,3502466,38.07340358031306,23.246925178434683,-2.2501084296798393,5077118884.955326
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Inverted43,25333,3502466,38.243900703277745,23.154910496712528,-3.714945118807578,5122692555.098118
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Inverted44,25333,3502466,38.24113442314537,22.958641393487675,-0.5099470811575302,5121951506.728392
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Daily,25333,3502466,51.02786217183925,25.204570293501774,0.118901397586729,9119870588.540924
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,full,Last-value,25333,3502466,91.38844238720498,61.011332032859194,-0.26049748999704764,29252061562.551563
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Original A,24251,1753131,63.61529999548619,48.762113595732444,-17.971799046480346,7094757052.570578
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Original B,24251,1753131,55.34813108954784,40.2369755070078,-5.5910759017673985,5370568880.726001
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Expanded A,24251,1753131,63.615284995389395,48.762117932912474,-17.971773437158042,7094753706.770754
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Expanded B,24251,1753131,55.34813108954784,40.2369755070078,-5.5910759017673985,5370568880.726001
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted42,24251,1753131,50.616732474140804,38.073512243149274,-6.733939453598551,4491615600.969305
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted43,24251,1753131,51.16789868611718,38.52575349538153,-10.017752929046775,4589966687.640307
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted44,24251,1753131,51.02566054427934,38.374250956632274,-4.6602852998259285,4564483487.52944
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Daily,24251,1753131,71.71708394830038,49.17401617757031,-0.8841312617254502,9016949025.530443
