site,period,support,horizon,scope,block_hours,method,reference,rmse,reference_rmse,effect_kW,ci_low_kW,ci_high_kW,skill,skill_ci_low,skill_ci_high,blocks,nonempty_blocks,points,replicates,valid_replicates,zero_support_replicates,valid_skill_replicates
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Original B,23.935831593105014,23.935831593105014,0.0,0.0,0.0,0.0,0.0,0.0,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Expanded A,23.935831593105014,24.61239744789231,-0.6765658547872953,-1.0605610206383362,-0.25744510396997083,0.027488823720634104,0.010413954748736071,0.04332236814659336,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Daily,23.935831593105014,51.21344169816517,-27.277610105060155,-31.51023136450012,-23.062467060199708,0.5326259903762225,0.484080559920692,0.5747918567026108,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Inverted42,23.935831593105014,23.919934899851835,0.015896693253178995,-0.6867986036475094,0.6939360327560179,-0.0006645792858439581,-0.029169855685399832,0.02900235148873489,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Inverted43,23.935831593105014,23.783196952286445,0.1526346408185688,-0.542041993296713,0.8274645765169198,-0.006417751201605926,-0.03442225924154469,0.022804805686962946,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Inverted44,23.935831593105014,23.8418491934319,0.09398239967311284,-0.6616815805604099,0.8305131805040952,-0.0039419089899705995,-0.034926013760668964,0.028325282150281173,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Expanded B,Inverted mean,23.935831593105014,23.848327015190062,0.08750457791495354,-0.62800434293272,0.7904490884115126,-0.0036747464924734943,-0.032688581506412025,0.026331493545041596,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Inverted42,Daily,23.919934899851835,51.21344169816517,-27.293506798313334,-31.679712582910163,-22.95343226919421,0.5329363911758187,0.4856140962251891,0.5758134883314158,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Inverted43,Daily,23.783196952286445,51.21344169816517,-27.430244745878724,-31.847266199844874,-23.060911512974098,0.5356063532606026,0.487088953768471,0.5786037700052006,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,24,Inverted44,Daily,23.8418491934319,51.21344169816517,-27.371592504733268,-31.764329647643763,-23.029001928969578,0.5344611023420813,0.48772862971867414,0.5762398346127089,91,91,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,48,Expanded B,Original B,23.935831593105018,23.935831593105018,0.0,0.0,0.0,0.0,0.0,0.0,46,46,292202,2000,2000,0,2000
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,full,48,Expanded B,Expanded A,23.935831593105018,24.61239744789231,-0.6765658547872917,-1.1323570885028789,-0.19522196571904213,0.02748882372063388,0.007807690094108835,0.04714154528379852,46,46,292202,2000,2000,0,2000
