site,period,support,scope,horizon,block_hours,method,reference,rmse,reference_rmse,effect_kW,ci_low_kW,ci_high_kW,skill,skill_ci_low,skill_ci_high,blocks,nonempty_blocks,points,replicates,valid_replicates,zero_support_replicates,valid_skill_replicates
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,12,72,Expanded B,Daily,8.896597061511402,9.560814154330243,-0.6642170928188413,-2.033383844415422,0.7452696285951023,0.06947285891108002,-0.09863866780634213,0.17662049555106016,31,31,314353,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,12,72,Expanded B,Inverted mean,8.896597061511402,5.965340842241453,2.9312562192699487,2.4009709001888915,3.5217710256691293,-0.4923563290705779,-0.6848800792237971,-0.35822567839882563,31,31,314353,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,24,Inverted mean,Daily,9.878093342180902,9.561770620173235,0.31632272200766565,-1.0342077090526633,1.555443769211107,-0.03308202367250831,-0.19275543135480075,0.09576560729797044,91,91,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,24,Original B,Daily,7.253163085281788,9.561770620173235,-2.308607534891447,-2.9923555775357977,-1.6635871859086493,0.2414414261330211,0.20078843659202422,0.2753958421956315,91,91,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,24,Expanded B,Daily,9.893856655272065,9.561770620173235,0.33208603509883083,-0.5605954235700602,1.2144635016174539,-0.03473060045994014,-0.1507170764148246,0.05063815467130571,91,91,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,24,Expanded B,Inverted mean,9.893856655272065,9.878093342180902,0.015763313091165188,-0.48810606049832117,0.6345776529541566,-0.0017445949179542009,-0.06486478861531098,0.04873517733991964,91,91,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,48,Inverted mean,Daily,9.878093342180902,9.561770620173235,0.31632272200766565,-1.1866987895706955,1.8107348341483496,-0.03308202367250831,-0.233901114106218,0.10418149511404001,46,46,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,48,Original B,Daily,7.2531630852817885,9.561770620173235,-2.308607534891446,-3.0126217971135847,-1.5700146808879067,0.241441426133021,0.1990135581918638,0.26853414983937324,46,46,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,48,Expanded B,Daily,9.893856655272065,9.561770620173235,0.33208603509883083,-0.6469062905616039,1.4390637968552564,-0.03473060045994014,-0.18774789227062572,0.05696324734753968,46,46,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,48,Expanded B,Inverted mean,9.893856655272065,9.878093342180902,0.015763313091165188,-0.5202702050007944,0.6693570268883643,-0.0017445949179542009,-0.06832117550114694,0.05255110571837014,46,46,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,72,Inverted mean,Daily,9.878093342180902,9.561770620173236,0.31632272200766387,-1.2568045499218576,1.8650453335244732,-0.033082023672508155,-0.24496743641809,0.1094580888249277,31,31,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,72,Original B,Daily,7.253163085281789,9.561770620173236,-2.308607534891447,-3.060591078818197,-1.5569470253817828,0.241441426133021,0.20204695199655529,0.26903867444756424,31,31,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,72,Expanded B,Daily,9.893856655272064,9.561770620173236,0.3320860350988273,-0.7305091442828379,1.493749348052519,-0.0347306004599397,-0.19776483089902078,0.06303512624821775,31,31,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,48,72,Expanded B,Inverted mean,9.893856655272064,9.878093342180902,0.01576331309116341,-0.5670900445463848,0.6334161034031345,-0.0017445949179540159,-0.06618390308034353,0.056313893331670736,31,31,1257410,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,24,Inverted mean,Daily,13.824295448758177,9.56194412853507,4.2623513202231065,2.922322584283701,5.438154038746814,-0.4457619980756065,-0.6665786111606431,-0.2638822851640754,91,91,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,24,Original B,Daily,7.821108868499271,9.56194412853507,-1.740835260035798,-2.1661662887385313,-1.314032541106218,0.18205871490513525,0.15501342215212718,0.20744519064253567,91,91,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,24,Expanded B,Daily,10.517212945737523,9.56194412853507,0.9552688172024535,0.1590091739287539,1.8119149933016092,-0.09990320005653541,-0.2235469501283732,-0.013894269268441497,91,91,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,24,Expanded B,Inverted mean,10.517212945737523,13.824295448758177,-3.3070825030206525,-3.9319086805074663,-2.5573546172221993,0.23900333096522364,0.18481802284599877,0.2803733253958102,91,91,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,48,Inverted mean,Daily,13.824295448758177,9.561944128535067,4.262351320223108,2.8551561291552083,5.685479928984738,-0.44576199807560685,-0.7315298833471959,-0.25006627756911737,46,46,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,48,Original B,Daily,7.8211088684992705,9.561944128535067,-1.740835260035797,-2.1882818104522253,-1.2488212298565247,0.18205871490513514,0.1557978302940137,0.20359470741651348,46,46,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,48,Expanded B,Daily,10.517212945737523,9.561944128535067,0.9552688172024553,0.0659062270255912,1.9821082351725194,-0.09990320005653563,-0.25998439857231287,-0.005927892155258782,46,46,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,48,Expanded B,Inverted mean,10.517212945737523,13.824295448758177,-3.3070825030206534,-4.009873355076644,-2.5508616155828507,0.23900333096522366,0.18363452223695312,0.286676250658766,46,46,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,72,Inverted mean,Daily,13.824295448758177,9.56194412853507,4.2623513202231065,2.822656409745244,5.739680699597736,-0.4457619980756065,-0.7450313784897334,-0.24515723160246725,31,31,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,72,Original B,Daily,7.821108868499271,9.56194412853507,-1.740835260035798,-2.1988039569447104,-1.2469130864662414,0.18205871490513525,0.15777254093403756,0.20023936345061338,31,31,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,72,Expanded B,Daily,10.517212945737523,9.56194412853507,0.9552688172024535,0.0014850442449932297,2.0669110945678324,-0.09990320005653541,-0.2732987561882256,-0.00013003419400591743,31,31,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,96,72,Expanded B,Inverted mean,10.517212945737523,13.824295448758177,-3.3070825030206525,-4.008547622522855,-2.5359909706405057,0.23900333096522364,0.18589459806117822,0.286721392249859,31,31,2514818,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,24,Inverted mean,Daily,13.859058136293273,9.559703285319639,4.299354850973635,3.038320225316574,5.401765232238128,-0.44973726931210717,-0.6572269640486479,-0.27751280268854794,91,91,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,24,Original B,Daily,8.018807567937436,9.559703285319639,-1.5408957173822024,-1.893996393926718,-1.1859566425341574,0.16118656315918078,0.13655127756493937,0.18679895524923548,91,91,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,24,Expanded B,Daily,10.8350587108551,9.559703285319639,1.2753554255354604,0.5227359925975968,2.0862403376676957,-0.13340951988478134,-0.25617526053756096,-0.046131523569401055,91,91,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,24,Expanded B,Inverted mean,10.8350587108551,13.859058136293273,-3.023999425438174,-3.6250608198849514,-2.2864894195870167,0.2177905929634517,0.16667100589874376,0.2568846986341778,91,91,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,48,Inverted mean,Daily,13.859058136293276,9.559703285319639,4.299354850973636,2.9288202934644354,5.653941189690945,-0.44973726931210734,-0.7230411543024821,-0.261946198608617,46,46,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,48,Original B,Daily,8.018807567937436,9.559703285319639,-1.5408957173822024,-1.9248067474856632,-1.129652012997586,0.16118656315918078,0.13600265889426294,0.1877998304192184,46,46,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,48,Expanded B,Daily,10.8350587108551,9.559703285319639,1.2753554255354604,0.4162242652970717,2.265440618471677,-0.13340951988478134,-0.2947826559116162,-0.03684237956519968,46,46,3772226,2000,2000,0,2000
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,full,144,48,Expanded B,Inverted mean,10.8350587108551,13.859058136293276,-3.0239994254381752,-3.712927602433488,-2.2850480391244425,0.2177905929634518,0.1672722160067588,0.2618348663916325,46,46,3772226,2000,2000,0,2000
