block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Daily_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,site,scope,horizon,support,block_hours
11,20304.0,9218.817704402301,937.0772268320778,9218.817704402301,1232.8608451874559,680.9975139903098,9301.339603818893,10778.512774431942,8510.560689124643,Qcells,full,144,complete_H144_Daily_intersection,24
12,11808.0,9050.015232127447,453.5850518788907,9050.015232127447,739.7303809315936,417.4336063140294,7099.869519753443,8800.444952060443,7255.855580938299,Qcells,full,144,complete_H144_Daily_intersection,24
13,9301.0,521.216169253986,151.51701986233456,521.216169253986,165.92909415524014,108.36069079994334,1640.1626627735839,2815.2590808039035,1256.1249209064222,Qcells,full,144,complete_H144_Daily_intersection,24
14,20371.0,10204.334843089588,1331.0077340864132,10204.334843089588,1361.3010553661363,1378.512832861708,10487.184734374043,10977.794973567292,7322.591619073287,Qcells,full,144,complete_H144_Daily_intersection,24
15,20448.0,18699.774562695013,1636.9689199912036,18699.774562695013,1854.6336126469341,1647.0078054686069,18619.291527926634,19903.79463698022,17548.644548756438,Qcells,full,144,complete_H144_Daily_intersection,24
16,20448.0,13546.067747928417,1293.747008121094,13546.067747928417,1549.7844046511946,1289.0586692754332,8774.559035221186,10670.847163665383,10632.67786071456,Qcells,full,144,complete_H144_Daily_intersection,24
17,20448.0,13984.238388567419,648.4465997876468,13984.238388567419,906.3574768692762,133.55883634913758,14974.499058199013,15674.936152022114,12769.93095398446,Qcells,full,144,complete_H144_Daily_intersection,24
18,11808.0,8819.031427013975,475.97585017259973,8819.031427013975,650.1318784383283,530.3216385739826,7154.5099640510825,8464.464093065877,7149.1008955871075,Qcells,full,144,complete_H144_Daily_intersection,24
19,9300.0,325.04937905013577,143.26899873659198,325.04937905013577,178.9280733402058,49.12461669231071,825.3146757021801,1360.492300854659,737.8994277428742,Qcells,full,144,complete_H144_Daily_intersection,24
20,20371.0,9602.738754991406,1166.327529488885,9602.738754991406,1168.1265897474923,259.0372374601763,18101.133639058604,15808.778343600727,11921.623278219364,Qcells,full,144,complete_H144_Daily_intersection,24
21,20448.0,19065.284945666554,1511.3936144152676,19065.284945666554,1443.7352710873793,90.03967098018786,26344.72676256674,24710.077988062632,21404.21336534724,Qcells,full,144,complete_H144_Daily_intersection,24
22,20448.0,28843.408370681234,4795.618529722436,28843.408370681234,4856.160440331184,5905.719995361132,32231.378328951916,27946.600536316964,28071.40842499287,Qcells,full,144,complete_H144_Daily_intersection,24
23,11088.0,23635.173036234035,3296.2358318601428,23635.173036234035,4109.265945324836,7230.365878399536,26775.496008126574,25110.917923870333,23322.587299827977,Qcells,full,144,complete_H144_Daily_intersection,24
0,30671.0,12762.121542573994,1167.3820431652698,12762.121542573994,1415.9327730706611,1306.428982470211,6152.462342681249,8727.836765500826,8782.63515019487,Qcells,full,144,complete_H144_Daily_intersection,48
1,40896.0,49864.757064308,2398.956382516736,49864.757064308,3156.2815995917636,2669.6090491544455,59806.79663623205,67243.03190982313,60100.001561284414,Qcells,full,144,complete_H144_Daily_intersection,48
2,40896.0,19815.61125495766,717.5495609550046,19815.61125495766,1206.0275991041915,794.0093082248065,10086.827099187172,10161.865291690774,11691.049497369711,Qcells,full,144,complete_H144_Daily_intersection,48
3,40896.0,21861.827380411385,625.4128277978537,21861.827380411385,900.5331290266114,483.40882094999705,12668.271120136138,17074.122239898807,15907.823956984905,Qcells,full,144,complete_H144_Daily_intersection,48
4,40752.0,18957.869497764546,810.4737667069071,18957.869497764546,1252.9342440436,315.3331661199544,22864.896154833106,23068.845879434804,17933.791095682103,Qcells,full,144,complete_H144_Daily_intersection,48
5,40752.0,23982.537466542315,1495.4638693353893,23982.537466542315,2108.790741103393,980.9219927469254,24332.101212978378,26747.900831064282,23118.585545489022,Qcells,full,144,complete_H144_Daily_intersection,48
6,21109.0,9571.231401381428,605.1020717412251,9571.231401381428,905.6594750868336,525.794297113973,8740.032182527028,11615.704032864342,8511.98050184472,Qcells,full,144,complete_H144_Daily_intersection,48
7,40819.0,28904.109405784606,2967.9766540776154,28904.109405784606,3215.9346680130675,3025.520638330314,29106.47626230068,30881.58961054751,24871.236167829727,Qcells,full,144,complete_H144_Daily_intersection,48
8,40896.0,27530.30613649583,1942.19360790874,27530.30613649583,2456.1418815204697,1422.6175056245715,23749.058093420204,26345.783315687502,23402.608814699026,Qcells,full,144,complete_H144_Daily_intersection,48
9,21108.0,9144.080806064117,619.2448489091915,9144.080806064117,829.0599517785342,579.4462552662934,7979.824639753262,9824.95639392054,7887.000323329983,Qcells,full,144,complete_H144_Daily_intersection,48
10,40819.0,28668.023700657945,2677.721143904153,28668.023700657945,2611.861860834872,349.07690844036426,44445.86040162536,40518.85633166335,33325.83664356661,Qcells,full,144,complete_H144_Daily_intersection,48
11,31536.0,52478.58140691524,8091.85436158258,52478.58140691524,8965.426385656016,13136.085873760667,59006.8743370785,53057.51846018732,51393.99572482083,Qcells,full,144,complete_H144_Daily_intersection,48
0,51119.0,31212.601788440737,2361.7205870844437,31212.601788440737,2843.7819907063213,2717.327487422068,28606.285959878835,32550.280510209177,30317.213935593973,Qcells,full,144,complete_H144_Daily_intersection,72
1,61344.0,51229.88807339896,1922.167399552566,51229.88807339896,2934.459981060296,2052.7198524273945,47439.80011822166,53582.45345680553,50256.472273255094,Qcells,full,144,complete_H144_Daily_intersection,72
2,61344.0,27351.727806776802,1009.7666569167172,27351.727806776802,1387.013900648559,718.3967557254815,20096.339811948335,23669.90566211582,20434.883395374516,Qcells,full,144,complete_H144_Daily_intersection,72
3,61056.0,37450.50653794149,1921.5838069234335,37450.50653794149,2875.244213525046,1061.2672240913957,39768.92867599929,43220.963288282095,36525.317202781436,Qcells,full,144,complete_H144_Daily_intersection,72
4,41480.0,19775.566244471036,1936.1098058276377,19775.566244471036,2266.9605304529705,1904.3071299756803,19227.21691690106,22593.499006431633,15834.572120918012,Qcells,full,144,complete_H144_Daily_intersection,72
5,61344.0,46230.08069919085,3579.1625278999427,46230.08069919085,4310.775494167403,3069.6253110931775,42368.34962134684,46249.57795266771,40951.253363455464,Qcells,full,144,complete_H144_Daily_intersection,72
6,41479.0,18746.819561055527,1785.572378398077,18746.819561055527,1997.1865415260268,838.4834927264706,26080.95827881188,25633.734737521263,19808.623601549345,Qcells,full,144,complete_H144_Daily_intersection,72
7,51984.0,71543.8663525818,9603.24797599785,71543.8663525818,10409.161656743392,13226.125544740855,85351.60109964525,77767.59644824993,72798.20909016808,Qcells,full,144,complete_H144_Daily_intersection,72
0,2175.0,1759.1449457062845,46.08242864514611,1759.1449457062845,67.03599016847994,91.21028911095816,686.6066134804607,967.885203051255,1035.5915743097053,Qcells,power-active,144,complete_H144_Daily_intersection,24
1,8636.0,8694.713748346543,1053.2438752336845,8694.713748346543,1237.540664405502,1215.2010243171264,4205.449042789804,6055.382934307524,6374.368114051734,Qcells,power-active,144,complete_H144_Daily_intersection,24
2,8692.0,15990.869045285313,1159.102340935229,15990.869045285313,1348.1170839441506,1410.8856745325038,20365.041499002895,21102.870941674188,19116.64416940947,Qcells,power-active,144,complete_H144_Daily_intersection,24
3,8772.0,27968.491181006466,1170.5168168263117,27968.491181006466,1654.860807562227,1258.7027669464157,34198.19686020451,40866.26846873907,35260.871600285034,Qcells,power-active,144,complete_H144_Daily_intersection,24
4,8772.0,7165.4763288150025,443.41367029793577,7165.4763288150025,670.2070955687553,762.7634899203183,3738.7579810929956,3608.9807287617214,3873.4705541955254,Qcells,power-active,144,complete_H144_Daily_intersection,24
5,8772.0,5556.6000113007585,224.26586603870638,5556.6000113007585,387.86723729384005,31.225945368561877,3934.790207418054,4262.339343906767,4467.667944503855,Qcells,power-active,144,complete_H144_Daily_intersection,24
6,8772.0,7615.844980148906,159.40374319456416,7615.844980148906,305.02826366833233,143.6298836757248,5543.711449036875,7143.746676989998,6207.409202838067,Qcells,power-active,144,complete_H144_Daily_intersection,24
7,8775.0,10522.745332589933,358.62080114354086,10522.745332589933,453.8820291595235,339.7611691935399,5615.817536247411,8006.1928952274075,7863.687249320515,Qcells,power-active,144,complete_H144_Daily_intersection,24
8,8775.0,4414.41163546294,315.0763484686576,4414.41163546294,409.98411119684226,234.97732866349816,6780.916186302668,5517.160695148464,3966.2387592017853,Qcells,power-active,144,complete_H144_Daily_intersection,24
9,8832.0,12211.31231288888,364.8707937938396,12211.31231288888,691.2375896424996,80.33639937955245,14866.532370362425,15327.448723048357,12895.473324291745,Qcells,power-active,144,complete_H144_Daily_intersection,24
10,8910.0,14046.762668080173,524.1405195701933,14046.762668080173,819.15179708897,299.919868078045,14601.814380665191,15348.676036466662,14026.331545276322,Qcells,power-active,144,complete_H144_Daily_intersection,24
11,8910.0,7430.3335289769175,910.1383468786161,7430.3335289769175,1169.2225731907915,680.9691102496489,8956.627212967544,10332.597251267067,7851.314393375008,Qcells,power-active,144,complete_H144_Daily_intersection,24
12,7257.0,7991.394145855708,440.0813170291759,7991.394145855708,701.1785964712643,417.4007235341378,6780.273829661006,8465.36631242514,6788.0621556157885,Qcells,power-active,144,complete_H144_Daily_intersection,24
13,1653.0,157.12090496966255,106.70357035246953,157.12090496966255,136.17291142759058,108.36009687657221,979.6105385445561,1707.2473700278617,820.279557818214,Qcells,power-active,144,complete_H144_Daily_intersection,24
14,9042.0,9141.798485804846,1273.0102216329872,9141.798485804846,1287.490651180499,1378.5117759197135,9554.505553947896,9709.294449124958,6573.45095694755,Qcells,power-active,144,complete_H144_Daily_intersection,24
15,9042.0,16546.712817155498,1613.5121082293167,16546.712817155498,1800.8082803243938,1647.0008588958272,17721.741331250596,18812.525864391555,16655.702554805466,Qcells,power-active,144,complete_H144_Daily_intersection,24
16,9039.0,11823.983334710483,1267.7594152523695,11823.983334710483,1495.2474957992135,1289.0451092832268,8081.717890654824,9781.846799931593,9589.579932498531,Qcells,power-active,144,complete_H144_Daily_intersection,24
17,9039.0,10650.05622925576,622.7392460135053,10650.05622925576,835.9453036141024,133.55240415049528,13365.987544342015,14149.293130008173,10885.144023684345,Qcells,power-active,144,complete_H144_Daily_intersection,24
18,7386.0,7787.277628173837,461.23474760600067,7787.277628173837,607.3576350867331,530.3193635421687,6804.295000316164,8020.777905549209,6552.258232003804,Qcells,power-active,144,complete_H144_Daily_intersection,24
19,1711.0,149.47321020316372,123.11268138199814,149.47321020316372,159.5605614570686,49.12427685388207,577.9940158142705,922.7650429245158,508.98708184685125,Qcells,power-active,144,complete_H144_Daily_intersection,24
20,9174.0,8690.867660547648,1130.096249636744,8690.867660547648,1113.8142326134728,259.03549880816547,16928.20127737199,14509.384416801755,11085.732906322748,Qcells,power-active,144,complete_H144_Daily_intersection,24
21,9174.0,16708.434095392586,1461.4827180813388,16708.434095392586,1369.2544856169354,90.03223161277826,24917.634285619384,22714.99802071672,19876.958980824536,Qcells,power-active,144,complete_H144_Daily_intersection,24
22,9174.0,23159.55318767575,4632.765060229125,23159.55318767575,4713.924386994126,5905.700632748193,31314.354437894704,26112.363813220076,25650.83107330792,Qcells,power-active,144,complete_H144_Daily_intersection,24
23,7466.0,20362.792319772987,3280.3578766310475,20362.792319772987,4068.7564116663198,7230.350544191605,25886.234485234596,23210.541136743937,21164.83394564984,Qcells,power-active,144,complete_H144_Daily_intersection,24
0,10811.0,10453.858694052828,1099.326303878831,10453.858694052828,1304.576654573982,1306.4113134280844,4892.055656270263,7023.268137358777,7409.959688361439,Qcells,power-active,144,complete_H144_Daily_intersection,48
1,17464.0,43959.36022629179,2329.61915776154,43959.36022629179,3002.9778915063803,2669.588441478916,54563.23835920741,61969.13941041326,54377.51576969448,Qcells,power-active,144,complete_H144_Daily_intersection,48
2,17544.0,12722.076340115764,667.6795363366421,12722.076340115764,1058.0743328625956,793.98943528888,7673.548188511047,7871.320072668492,8341.138498699378,Qcells,power-active,144,complete_H144_Daily_intersection,48
3,17547.0,18138.590312738837,518.0245443381051,18138.590312738837,758.9102928278555,483.39105286926485,11159.528985284287,15149.939572217405,14071.096452158577,Qcells,power-active,144,complete_H144_Daily_intersection,48
4,17607.0,16625.723948351806,679.9471422624973,16625.723948351806,1101.2217008393413,315.31372804305084,21647.448556665084,20844.609418196815,16861.712083493538,Qcells,power-active,144,complete_H144_Daily_intersection,48
5,17820.0,21477.096197057097,1434.27886644881,21477.096197057097,1988.3743702797613,980.888978327694,23558.441593632735,25681.273287733726,21877.645938651334,Qcells,power-active,144,complete_H144_Daily_intersection,48
6,8910.0,8148.51505082537,546.7848873816457,8148.51505082537,837.3515078988546,525.7608204107099,7759.884368205563,10172.613682453002,7608.341713434001,Qcells,power-active,144,complete_H144_Daily_intersection,48
7,18084.0,25688.51130296035,2886.5223298623046,25688.51130296035,3088.2989315048935,3025.512634815541,27276.246885198478,28521.820313516513,23229.153511753015,Qcells,power-active,144,complete_H144_Daily_intersection,48
8,18078.0,22474.03956396625,1890.4986612658731,22474.03956396625,2331.1927994133166,1422.5975134337211,21447.705434996842,23931.139929939756,20474.723956182886,Qcells,power-active,144,complete_H144_Daily_intersection,48
9,9097.0,7936.750838377004,584.3474289879987,7936.750838377004,766.9181965438015,579.4436403960509,7382.289016130432,8943.542948473729,7061.245313850656,Qcells,power-active,144,complete_H144_Daily_intersection,48
10,18348.0,25399.30175594022,2591.5789677180837,25399.30175594022,2483.068718230407,349.0677304209441,41845.83556299134,37224.38243751847,30962.69188714728,Qcells,power-active,144,complete_H144_Daily_intersection,48
11,16640.0,43522.34550744874,7913.122936860173,43522.34550744874,8782.680798660445,13136.051176939802,57200.588923129304,49322.904949963995,46815.665018957756,Qcells,power-active,144,complete_H144_Daily_intersection,48
0,19503.0,26444.727739338156,2258.4286448140597,26444.727739338156,2652.693738518132,2717.2969879605894,25257.097155273157,28126.13907903297,26526.60385777092,Qcells,power-active,144,complete_H144_Daily_intersection,72
1,26316.0,40690.56752112217,1838.1963531629533,40690.56752112217,2712.935140424823,2052.6922022352956,41871.745048715566,48737.588541407524,43602.01009898442,Qcells,power-active,144,complete_H144_Daily_intersection,72
2,26322.0,22553.001948201778,833.1008928067637,22553.001948201778,1168.8944040246968,718.3683815327629,17940.44517158697,20667.100267365862,18037.335211360354,Qcells,power-active,144,complete_H144_Daily_intersection,72
3,26652.0,33688.40850994596,1799.1496602426498,33688.40850994596,2679.6119599222616,1061.225377707246,38424.97396399516,41008.72201078206,34773.11926294308,Qcells,power-active,144,complete_H144_Daily_intersection,72
4,17952.0,17290.31353663024,1819.7951090146328,17290.31353663024,2124.8421590793546,1904.2725963304229,17314.38992215346,19881.908131577977,14181.792670381554,Qcells,power-active,144,complete_H144_Daily_intersection,72
5,27120.0,39020.75238112175,3504.0107694951967,39020.75238112175,4132.001079737709,3069.5983723295453,39169.44676624741,42743.665794331304,37130.42651098833,Qcells,power-active,144,complete_H144_Daily_intersection,72
6,18271.0,16627.61849892466,1714.4436786247438,16627.61849892466,1880.7324291572743,838.4791392042154,24310.49029350241,23452.92736527549,18146.9782201734,Qcells,power-active,144,complete_H144_Daily_intersection,72
7,25814.0,60230.77960284133,9374.605654941506,60230.77960284133,10151.935284277379,13226.08340855258,82118.22320874869,72037.90297068075,66692.62399978221,Qcells,power-active,144,complete_H144_Daily_intersection,72
0,8048.0,384.24126438453504,29.039262878485044,384.24126438453504,28.42470461180869,0.00488691116625337,205.1493814478284,456.21620109253115,407.7871847281754,Qcells,low-power,144,complete_H144_Daily_intersection,24
1,11812.0,1924.0215841366387,39.01647640795287,1924.0215841366387,82.93141388487089,0.012782130961735845,1055.2573049631537,1248.3524270495193,964.8882771052619,Qcells,low-power,144,complete_H144_Daily_intersection,24
2,11756.0,2459.611200581441,35.23620298394375,2459.611200581441,79.73213369150872,0.012830419350205218,2088.782118194697,2719.5728030341697,2417.9346159896268,Qcells,low-power,144,complete_H144_Daily_intersection,24
3,11676.0,3445.7856374347957,34.10102177125095,3445.7856374347957,73.57157439387727,0.007777256175416356,3154.7761588299427,2554.3196963756996,3304.5511756002775,Qcells,low-power,144,complete_H144_Daily_intersection,24
4,11676.0,4114.965938135077,26.486089924941936,4114.965938135077,76.1720814179234,0.007912480856524042,1363.832231823571,1209.9391644530958,1797.2481699972727,Qcells,low-power,144,complete_H144_Daily_intersection,24
5,11676.0,2978.5689767068197,23.383934693420517,2978.5689767068197,71.78118482367178,0.011960455069767468,1049.4466788525529,1080.6060545691828,1552.6628286730627,Qcells,low-power,144,complete_H144_Daily_intersection,24
6,11676.0,1396.2704163161848,33.83830166380523,1396.2704163161848,64.43443064940527,0.010614671882257188,729.579810624397,774.7306266661328,845.1443391844173,Qcells,low-power,144,complete_H144_Daily_intersection,24
7,11673.0,2326.9666513563484,73.54998179594381,2326.9666513563484,77.1884055493509,0.007153408850079553,779.1623242274549,1149.4520410152697,991.5831656419106,Qcells,low-power,144,complete_H144_Daily_intersection,24
8,11673.0,1075.4887909024676,69.27748065020535,1075.4887909024676,76.49666042510546,0.01060611198558038,647.1525055095144,1078.6227270685433,560.8206791878387,Qcells,low-power,144,complete_H144_Daily_intersection,24
9,11472.0,1256.6567585102737,61.24914379420455,1256.6567585102737,75.21588277915185,0.008831964917709764,570.2950926584897,1145.6137341694346,511.2583330007272,Qcells,low-power,144,complete_H144_Daily_intersection,24
10,11538.0,716.9570940598368,34.246122933117064,716.9570940598368,56.77809882696739,0.004610678570908637,428.9472284943061,620.7120201656693,581.6933110880643,Qcells,low-power,144,complete_H144_Daily_intersection,24
11,11394.0,1788.4841754253869,26.938879953462614,1788.4841754253869,63.63827199666473,0.02840374066070357,344.7123908513358,445.9155231648722,659.2462957496401,Qcells,low-power,144,complete_H144_Daily_intersection,24
12,4551.0,1058.6210862717369,13.50373484971487,1058.6210862717369,38.5517844603296,0.032882779891674124,319.59569009243506,335.0786396352982,467.79342532251155,Qcells,low-power,144,complete_H144_Daily_intersection,24
13,7648.0,364.09526428432343,44.813449509864995,364.09526428432343,29.756182727649563,0.0005939233711917705,660.5521242290278,1108.0117107760411,435.8453630882084,Qcells,low-power,144,complete_H144_Daily_intersection,24
14,11329.0,1062.5363572847468,57.99751245342554,1062.5363572847468,73.8104041856379,0.0010569419947313377,932.6791804261496,1268.5005244423344,749.1406621257373,Qcells,low-power,144,complete_H144_Daily_intersection,24
15,11406.0,2153.0617455395204,23.45681176188608,2153.0617455395204,53.82533232253911,0.0069465727795633946,897.5501966760531,1091.2687725886944,892.9419939509658,Qcells,low-power,144,complete_H144_Daily_intersection,24
16,11409.0,1722.084413217933,25.987592868723695,1722.084413217933,54.53690885198163,0.013559992205651085,692.8411445663636,889.0003637337983,1043.0979282160347,Qcells,low-power,144,complete_H144_Daily_intersection,24
17,11409.0,3334.182159311655,25.70735377414193,3334.182159311655,70.41217325517403,0.006432198642300966,1608.5115138570095,1525.6430220139391,1884.7869303001055,Qcells,low-power,144,complete_H144_Daily_intersection,24
18,4422.0,1031.753798840137,14.74110256659901,1031.753798840137,42.774243351595366,0.0022750318136759043,350.21496373491766,443.6861875166696,596.842663583304,Qcells,low-power,144,complete_H144_Daily_intersection,24
19,7589.0,175.57616884697208,20.156317354593806,175.57616884697208,19.3675118831372,0.00033983842863418963,247.32065988790967,437.72725793014354,228.91234589602266,Qcells,low-power,144,complete_H144_Daily_intersection,24
20,11197.0,911.8710944437571,36.23127985214092,911.8710944437571,54.31235713401895,0.001738652010908334,1172.9323616866172,1299.393926798972,835.890371896611,Qcells,low-power,144,complete_H144_Daily_intersection,24
21,11274.0,2356.8508502739705,49.910896333928896,2356.8508502739705,74.48078547044518,0.007439367409611874,1427.0924769473827,1995.0799673459242,1527.2543845226992,Qcells,low-power,144,complete_H144_Daily_intersection,24
22,11274.0,5683.855183005463,162.8534694933117,5683.855183005463,142.23605333705578,0.019362612937518456,917.0238910572193,1834.236723096897,2420.5773516849927,Qcells,low-power,144,complete_H144_Daily_intersection,24
23,3622.0,3272.3807164610434,15.877955229095477,3272.3807164610434,40.50953365851619,0.015334207930549192,889.2615228919699,1900.376787126399,2157.753354178124,Qcells,low-power,144,complete_H144_Daily_intersection,24
0,19860.0,2308.2628485211735,68.05573928643787,2308.2628485211735,111.3561184966797,0.017669042127989212,1260.406686410982,1704.5686281420496,1372.6754618334376,Qcells,low-power,144,complete_H144_Daily_intersection,48
1,23432.0,5905.396838016237,69.33722475519473,5905.396838016237,153.30370808538603,0.020607675525621608,5243.558277024639,5273.892499409869,5722.485791589906,Qcells,low-power,144,complete_H144_Daily_intersection,48
2,23352.0,7093.534914841893,49.87002461836245,7093.534914841893,147.9532662415953,0.019872935926291555,2413.278910676124,2290.545219022278,3349.9109986703343,Qcells,low-power,144,complete_H144_Daily_intersection,48
3,23349.0,3723.2370676725345,107.3882834597491,3723.2370676725345,141.6228361987562,0.01776808073233673,1508.742134851852,1924.1826676814014,1836.7275048263286,Qcells,low-power,144,complete_H144_Daily_intersection,48
4,23145.0,2332.1455494127417,130.52662444440983,2332.1455494127417,151.7125432042572,0.019438076903290087,1217.4475981680039,2224.2364612379774,1072.079012188566,Qcells,low-power,144,complete_H144_Daily_intersection,48
5,22932.0,2505.4412694852235,61.185002886579696,2505.4412694852235,120.41637082363214,0.03301441923161221,773.6596193456422,1066.627543330542,1240.9396068377046,Qcells,low-power,144,complete_H144_Daily_intersection,48
6,12199.0,1422.716350556061,58.317184359579855,1422.716350556061,68.30796718797913,0.03347670326286574,980.147814321463,1443.0903504113394,903.63878841072,Qcells,low-power,144,complete_H144_Daily_intersection,48
7,22735.0,3215.5981028242672,81.45432421531157,3215.5981028242672,127.63573650817699,0.008003514774294727,1830.2293771022037,2359.7692970310272,1642.0826560767023,Qcells,low-power,144,complete_H144_Daily_intersection,48
8,22818.0,5056.266572529587,51.69494664286563,5056.266572529587,124.94908210715573,0.01999219084795208,2301.3526584233728,2414.6433857477364,2927.8848585161445,Qcells,low-power,144,complete_H144_Daily_intersection,48
9,12011.0,1207.3299676871093,34.89741992119282,1207.3299676871093,62.14175523473261,0.0026148702423100974,597.5356236228267,881.4134454468131,825.7550094793266,Qcells,low-power,144,complete_H144_Daily_intersection,48
10,22471.0,3268.721944717729,86.1421761860698,3268.721944717729,128.79314260446404,0.00917801942052019,2600.0248386340004,3294.4738941448936,2363.144756419309,Qcells,low-power,144,complete_H144_Daily_intersection,48
11,14896.0,8956.235899466506,178.73142472240713,8956.235899466506,182.745586995572,0.034696820868067704,1806.28541394919,3734.613510223296,4578.330705863117,Qcells,low-power,144,complete_H144_Daily_intersection,48
0,31616.0,4767.874049102611,103.29194227038163,4767.874049102611,191.08825218818845,0.030499461478194417,3349.188804605678,4424.141431176222,3790.6100778230616,Qcells,low-power,144,complete_H144_Daily_intersection,72
1,35028.0,10539.320552276691,83.97104638961339,10539.320552276691,221.5248406354725,0.027650192101707955,5568.055069506062,4844.864915397973,6654.462174270615,Qcells,low-power,144,complete_H144_Daily_intersection,72
2,35022.0,4798.725858575005,176.66576410995447,4798.725858575005,218.1194966238618,0.0283741927179172,2155.894640361367,3002.8053947499434,2397.548184014166,Qcells,low-power,144,complete_H144_Daily_intersection,72
3,34404.0,3762.0980279954965,122.43414668078434,3762.0980279954965,195.63225360278398,0.04184638414932206,1343.9547120041307,2212.2412774999734,1752.1979398384328,Qcells,low-power,144,complete_H144_Daily_intersection,72
4,23528.0,2485.2527078408075,116.31469681300538,2485.2527078408075,142.118371373617,0.03453364525759685,1912.8269947476117,2711.590874853674,1652.7794505364582,Qcells,low-power,144,complete_H144_Daily_intersection,72
5,34224.0,7209.328318069109,75.15175840475166,7209.328318069109,178.77441442969476,0.026938763627515325,3198.9028550994267,3505.9121583364317,3820.82685246711,Qcells,low-power,144,complete_H144_Daily_intersection,72
6,23208.0,2119.2010621308673,71.12869977333379,2119.2010621308673,116.45411236875154,0.004353522253218443,1770.4679853094447,2180.8073722457843,1661.6453813759383,Qcells,low-power,144,complete_H144_Daily_intersection,72
7,26170.0,11313.08674974047,228.64232105633604,11313.08674974047,257.2263724660172,0.04213618827767945,3233.377890896572,5729.693477569216,6105.585090385813,Qcells,low-power,144,complete_H144_Daily_intersection,72
0,31104.0,13993117.121410117,15274538.813381862,20864992.401263505,15598510.423565084,24107687.9842867,9577788.081338141,7899684.730763417,7511826.968094479,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
1,41472.0,19936183.32625142,9572228.81433379,45603182.65930428,14362917.931789968,16162217.575439943,11252048.019826563,9637650.74725049,8886061.933218941,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
2,41472.0,13884247.210880227,1375826.6748379795,38840385.79647315,3277440.021568441,2009564.9326045387,9563379.836794576,7599757.928730895,7065649.127166313,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
3,41472.0,12891403.45532009,1168677.5415030762,35895272.424188495,3380326.08943607,2271339.0337327663,5803856.6848315615,5268145.823745838,5439100.964291204,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
4,41472.0,27657545.13624282,13262727.956755836,27274262.739077695,11161875.630201595,16298065.509089045,14159573.037834864,13749950.51403228,14917428.696738033,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
5,41472.0,30865057.40613562,11064498.346979897,20395525.528989404,11875632.549527572,17270265.68641137,9532567.729167666,13923489.392357094,15644651.92568375,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
6,41472.0,32986004.914244108,15621255.806275219,30471639.99405164,16880787.429625675,21815324.412443355,18963400.857824743,19946034.51791257,20690314.53535055,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
7,41472.0,15017538.435716992,11274760.010312987,38797050.494233795,13935529.716979627,19844292.50794976,13398292.190277893,10439258.554499637,9201200.946618032,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
8,41472.0,19284949.264387835,13849778.906925501,21083164.857768144,9941113.756538827,18875287.248162914,9298613.87716809,9371304.571484264,10251995.089311859,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
9,41472.0,20412914.57087288,9770649.501988128,35803128.856368974,12941290.471414672,15357416.436779987,16171936.722213525,14037415.218796153,13649093.88219824,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
10,41472.0,18941873.54407212,10640883.30516373,37879283.995498694,10691182.13263653,14761126.916734112,15139440.06903664,13133395.775172802,12866012.310652118,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
11,41472.0,19155248.81161699,4805606.964277327,37129860.9215222,8102675.738946094,9317845.128247617,10213789.602848683,9533999.236458387,9413440.540463781,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
12,41472.0,16881870.22753563,3594849.2753961305,42447322.53953262,7251723.999099983,7971700.610484249,11675128.537186164,9866237.451186629,9430556.11538787,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
13,41472.0,17240328.29364104,7443250.017947593,32091132.457649324,7256816.442049066,10687853.900208814,9424445.761751555,8859915.255900271,9080413.88214747,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
14,41472.0,16445457.041090256,7602236.247082462,45062241.61217241,10943015.739545934,10484126.067160381,9894096.416111346,8455066.98208946,7729987.393022019,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
15,41472.0,15316550.203660458,308613.0659963771,43693429.87465859,3963030.2531667408,928611.8858726195,8807348.950575525,9373820.826510359,8679342.285923203,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
16,41472.0,12600201.27158841,205209.05672118685,41077964.601382904,3347587.6761009065,69137.79997417744,6073384.795922468,5930541.529819448,5515011.4587905845,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
17,41472.0,11659823.73282401,196745.21950757655,38901011.40832486,2984521.111450212,90043.89363478989,4625687.961657544,5028453.114684483,4881719.4996470455,YULARA_COMBINED,full,144,complete_H144_Daily_intersection,24
