block,count,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,site,period,support,horizon,scope,block_hours
40,3001.0,158899.66360613963,140324.91664253737,158899.66360613963,113452.50527433277,103594.21193242632,93437.83697587598,17010.003247199995,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
41,1565.0,3105663.842497582,2053260.2904641933,3105663.842497582,801622.9667045572,964398.261286064,743534.3524913214,1758645.2614499202,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
42,895.0,2084377.8491415333,1049889.4426600675,2084377.8491415333,343323.99995240266,426051.39208712813,306895.41214549664,49.71400559999999,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
43,2847.0,143641.09779888534,120222.85721752356,143641.09779888534,83642.43817299757,71164.50306933702,72536.45174883338,12634.763317919987,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
44,3060.0,66519.70680474679,123756.3448641252,66519.70680474679,91502.56975693935,99634.0429738282,110367.56016129557,138.16196015999998,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
45,1560.0,26563.316069668625,49365.12018570266,26563.316069668625,33864.4745585112,40551.206361570614,44064.109999191576,1328.3543774399996,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,48
0,5616.0,148877.56900765572,290540.1960802961,148877.56900765572,284660.0663136614,242110.9629301388,197799.70303034523,25511.817575040004,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
1,5328.0,215466.08872876986,432150.87654188415,215466.08872876986,387708.52290194755,282534.3224179818,286577.32511063013,45426.64138895998,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
2,5604.0,218680.52339651153,243840.95118852973,218680.52339651153,377075.4877509282,307081.2737343951,244403.31635434888,189114.95658432,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
3,5175.0,148506.89105345178,236323.30952155153,148506.89105345178,229851.85236386195,135858.90746798643,130356.2798467388,4092.9761073600016,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
4,5113.0,208120.82798561396,328767.13114236115,208120.82798561396,273171.64204484725,372707.42495472956,258455.31067363385,11887.262804159998,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
5,5351.0,267678.21993804834,405073.7758189123,267678.21993804834,390678.2885474352,358998.1503384002,245953.6884034343,19024.919946280017,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
6,5088.0,180834.2977982577,183154.25164552804,180834.2977982577,278658.70520508115,157259.3653717949,157596.3290224367,450657.15940560005,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
7,5072.0,111651.87970844112,173549.17204463345,111651.87970844112,207144.50410422854,153454.58560185865,156924.26270442712,22093.809352880002,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
8,5221.0,212828.566675565,227510.90234350524,212828.566675565,205617.99775404617,159702.42671227528,170906.6860941946,183556.28515532,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
9,5028.0,117815.71047857928,163968.27432733576,117815.71047857928,248450.24689223207,135213.2572071272,141547.88676503522,2733.8194579199994,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
10,4860.0,115799.39066390824,191494.50991834234,115799.39066390824,125599.21142307777,108466.69333586484,111171.92340911539,200.5562908799999,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
11,5328.0,172910.05239845545,274173.2417966702,172910.05239845545,200787.17088654128,216401.57501807288,203007.42146436468,102718.87767647997,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
12,4275.0,525717.3271178224,604687.6919856119,525717.3271178224,253147.52561253938,314837.8843850909,240927.25095657055,182.3007612800001,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
13,3669.0,1033701.5476512712,662775.2112947373,1033701.5476512712,264623.6468714313,344531.89187816106,245815.35394266396,35113.49412567999,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
14,5244.0,186201.5173337604,442862.5619760338,186201.5173337604,194130.87501597602,165426.78105992527,152221.43594910897,21622.874506080014,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
15,5304.0,85672.71985748806,227982.59650367798,85672.71985748806,131949.9532220989,108797.40174300729,142840.3632661627,75679.47247824006,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
16,8568.0,1051680.6918112102,2737540.727692177,1051680.6918112102,3961804.48040887,4113220.0473496597,3928948.285165153,2375454.2607287993,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
17,5124.0,307904.78652107343,543188.3760817256,307904.78652107343,447330.3340991855,398791.3045702207,391501.90956776135,455.72920415999977,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
18,4752.0,74074.98744431372,204667.7517089262,74074.98744431372,154686.98302318447,115103.19126442229,132371.23182098762,246212.06117375992,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
19,4968.0,95736.93382892107,221986.02154618787,95736.93382892107,129715.02972911764,125349.98371435238,146158.44321745005,55965.249944159994,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
20,5244.0,172996.64065763573,416530.2424472962,172996.64065763573,222788.31113945076,231468.31889161278,244061.00575059222,500289.28591536003,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
21,4872.0,78702.15844693463,197528.39228521564,78702.15844693463,151992.38321059383,109673.37677676983,117035.04443892202,75483.54531263998,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
22,4547.0,80264.11311395478,161113.13194020846,80264.11311395478,199977.73094480092,149856.10402434604,157361.78876687583,352.4985046400003,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
23,4800.0,258355.10426345305,346017.56456758385,258355.10426345305,347945.34674080095,332632.20585221815,323946.6989928447,41930.90196815997,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
24,4591.0,172653.19349455027,352797.77654429234,172653.19349455027,282570.70440971374,353904.61015709466,288157.60912407207,25920.223838800008,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
25,3011.0,1078656.3838856826,1099550.451596146,1078656.3838856826,415765.8846864732,617265.2572064863,361742.0485681666,297.43888547999984,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
26,2510.0,1675563.748354422,1069227.6102263848,1675563.748354422,551392.3405001495,728236.7898024952,519820.5353309953,1903196.0919543593,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
27,3101.0,3127917.2440167726,2123267.0015346124,3127917.2440167726,836804.7884852618,997795.8433929812,779077.4707387747,1765720.9236577603,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
28,2146.0,2197198.3104455867,1103304.7505052271,2197198.3104455867,392273.77566417516,465278.3438774195,339487.85280579084,9035.104812,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
29,4656.0,97340.34329957506,190563.89423648926,97340.34329957506,126195.23221816428,131571.59425287394,150311.57124983493,3787.5344716799996,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
30,1560.0,26563.316069668625,49365.12018570266,26563.316069668625,33864.4745585112,40551.206361570614,44064.109999191576,1328.3543774399996,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,12,low-power,72
0,13728.0,25787182.928686123,23686821.3219081,25787182.928686123,20476742.818036783,18676391.7376775,19305022.116657626,78396759.16014113,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
1,13587.0,6724515.7933080215,9531676.349352986,6724515.7933080215,6704717.198203863,6430972.758599419,5805727.672893162,19596054.88176096,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
2,13536.0,5226924.766524012,7260232.613109358,5226924.766524012,6379519.925657208,5305894.974899031,6091633.066841651,16203870.205970917,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
3,13728.0,35901601.40413964,34126110.76260798,35901601.40413964,33914428.91448439,31010200.028619602,30039081.061033692,63744247.802547835,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
4,13824.0,19851047.736314982,32538977.715629164,19851047.736314982,20659735.492321737,22148501.127591252,21236669.157959532,41311319.008200966,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
5,13824.0,9033099.666588392,29785655.151416946,9033099.666588392,17844935.827856135,17604760.110374022,17971255.02559954,14831114.055797752,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
6,13810.0,9482553.736639176,6199861.371382759,9482553.736639176,3471263.244867258,2818814.035542977,2380913.3690336747,45314204.96145022,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
7,13537.0,32689003.68305042,38151192.74369701,32689003.68305042,17956352.644184865,20332310.676239718,17274640.287070807,90730861.53892651,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
8,13504.0,24589511.32528886,20818029.84526541,24589511.32528886,24816016.465883248,23816679.93482488,23953319.5916253,95382684.42259556,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
9,13441.0,31046476.419365723,29820751.2640616,31046476.419365723,15691578.118144833,18210842.849322353,17543391.799864553,102551614.83707333,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
10,13680.0,16404409.510488147,27462022.8115884,16404409.510488147,19119828.40218342,20069287.663687818,19343024.117569305,34305848.27106817,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
11,13728.0,16726273.584685216,27716184.722981587,16726273.584685216,28520074.702733323,27542315.114880446,27013581.73193867,25339536.6284472,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
12,13634.0,6505051.437845511,22258372.923465047,6505051.437845511,7141428.5067002345,8201260.643514755,7041066.206508108,16166918.352996476,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
13,13585.0,4131127.143649342,22194399.08275384,4131127.143649342,7307247.7772293305,8436675.901346592,7455427.028716537,3456638.9315443216,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
14,13395.0,22202190.93220159,5477728.7507194085,22202190.93220159,10724165.495721553,10263626.824311184,12204378.252227213,97630803.42127764,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
15,13300.0,4793888.24851637,10887337.79040186,4793888.24851637,5414906.660741994,5049274.026690171,4859706.906981456,6735380.710047996,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
16,13584.0,6979759.592574597,9752436.808382446,6979759.592574597,10043737.830189437,9665886.925372176,9640584.560953727,8155362.583094401,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
17,13632.0,28668287.56007931,25048996.050751735,28668287.56007931,10638638.848125117,12790522.59481512,11222860.193900691,91366219.0334651,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
18,13728.0,39652885.45653443,48947272.32646585,39652885.45653443,41095507.349081725,41068679.32990624,39564311.12772188,70744476.95246981,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
19,13824.0,22628640.062569354,29931052.30881462,22628640.062569354,8230404.322232283,11130653.138876999,10738080.357057266,84722713.47496136,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
20,13824.0,2892043.040338776,22148549.051864333,2892043.040338776,5475926.993650235,6744341.9235721715,7110523.217199755,5856452.359464961,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
21,13824.0,5976700.2673370605,21256748.42567549,5976700.2673370605,9070677.154839661,9649603.441000791,8820027.364857603,10559046.287798392,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
22,13728.0,9528677.398135593,26138137.17370188,9528677.398135593,13819640.85389163,12919661.184352016,11467291.103974774,8495314.529111765,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
23,13776.0,10010073.300805597,6776899.169458195,10010073.300805597,5122939.29286494,4483628.992661263,5295419.418319903,48148707.08806465,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
24,13824.0,5639524.198655048,11336781.804825956,5639524.198655048,8654860.06143536,7375012.847080714,8476027.028055405,5575226.310443521,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
25,13632.0,33911967.057765044,29512435.768823467,33911967.057765044,12530917.581321921,14525376.933161698,13509820.914340183,117890370.5993217,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
26,13728.0,24578884.10411092,19046472.814152826,24578884.10411092,20998355.5701677,19580446.482930496,19546573.286863364,88005314.75948729,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
27,13824.0,35733391.25979898,39384948.29264626,35733391.25979898,24246300.08438446,21566757.624017984,19595896.058528833,66792878.217431016,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
28,13824.0,27865066.32134108,30534254.984015677,27865066.32134108,32483465.208025213,32454141.47794843,32786740.787295956,51371208.48271873,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
29,13824.0,13816046.703540757,25966895.677145835,13816046.703540757,6319689.413801273,9106723.487371147,8504564.970250066,34545284.638387196,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
30,13824.0,2449607.175520848,19323045.749880582,2449607.175520848,5073452.2420874825,7278877.80082138,6617081.330510589,912941.2327449601,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
31,13728.0,2195891.4962439565,14733564.318965025,2195891.4962439565,4431494.255487947,6253861.082206659,5438897.377967726,867646.9267804801,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
32,13776.0,2445287.2291513537,13930159.25731858,2445287.2291513537,3891737.6758741457,5734772.963530854,4732187.427369789,489435.19893311965,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
33,13539.0,13253633.922199793,23384770.249163266,13253633.922199793,17475943.342603646,17191499.18441126,15390737.013500262,17686169.084995363,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
34,13680.0,11814697.432393271,8481206.889459783,11814697.432393271,8505149.075652568,7574312.19083908,9808049.794125784,49101070.841541134,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
35,13728.0,17142740.03392225,24151773.99631205,17142740.03392225,15737827.640268452,15687951.243693538,15579676.605389794,14983183.397306556,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
36,13776.0,22344312.040558502,27878792.198006414,22344312.040558502,13399038.00807985,14351299.03828077,13423843.088334354,49533963.11790911,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
37,13632.0,9776451.037024248,21219330.456011645,9776451.037024248,8052978.35041551,9620770.372667264,8868009.361727249,19280976.525244355,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
38,11253.0,12923003.782391744,25294695.623519447,12923003.782391744,13525711.491161218,15352221.202565562,14336817.48889348,12368632.047839992,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
39,10116.0,24865057.76954881,36379184.16193123,24865057.76954881,26430172.147556547,26038451.332034428,26220842.203546293,41157090.55887905,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
40,12903.0,14933869.352782581,16740965.387348041,14933869.352782581,6410540.364066169,8745774.85404209,7314900.680213138,43836536.01416254,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
41,13633.0,6471877.672546232,22667511.05240892,6471877.672546232,13898441.421896404,14700833.254558135,13830833.871960554,7437179.690507119,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
42,13747.0,20523862.833220515,11039175.462218614,20523862.833220515,9658470.44882566,8372522.738427536,10566279.94998474,84602324.61497274,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
43,13824.0,27260146.957438555,26481918.737872183,27260146.957438555,17879408.456188697,16851714.359143388,14850592.160889415,71712473.70843078,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
44,13824.0,8875075.223331004,20223477.688833244,8875075.223331004,8181481.709053179,10622131.705898216,8959313.343342153,14575659.133541761,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
45,13728.0,15660805.343396753,8451213.050355582,15660805.343396753,8797967.456420157,6915113.357060507,9197411.872526895,76033865.12771416,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
46,13728.0,2428946.0591583503,6502345.624618407,2428946.0591583503,5255237.884338779,4043027.9377333936,6069860.720803351,3472125.366808322,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
47,13681.0,2247692.6323156953,5024315.208659531,2247692.6323156953,3921090.4387142006,2910153.242548667,4782722.285005696,2168836.7152880006,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
48,13680.0,1847228.3733924842,8163955.809594178,1847228.3733924842,3092003.1987191844,2431372.4184929263,3054074.02358821,1371942.6466406393,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
49,13776.0,12220531.108821753,36047359.4738279,12220531.108821753,19089798.884332765,17143384.675243698,16677257.09598709,9498602.01016512,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
50,13824.0,8975559.680626864,42091440.05747342,8975559.680626864,33216487.138345044,31065764.72421748,28631565.90686786,0.0,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
51,13824.0,12287050.261819774,20484549.897413034,12287050.261819774,12495712.387126734,11271578.821545225,10496022.629991524,21549386.460931208,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
52,13824.0,28035069.74953422,28628626.705408476,28035069.74953422,20251005.99692552,22522796.46899599,21153739.654621717,61636500.00643967,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
53,13728.0,9006453.208759187,17159237.6412433,9006453.208759187,6290024.90002642,7735143.931120785,6471330.72918852,24439337.358797908,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
54,13776.0,1944591.3560912553,13611127.944466863,1944591.3560912553,3744011.4861906115,5543593.897572101,4489266.751204951,580836.4019481599,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
55,13824.0,14759783.163059896,31098700.851203296,14759783.163059896,10776727.754785968,11222802.232078085,11202890.936778834,21277715.291706253,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
56,13824.0,10645875.563342163,24098378.22902897,10645875.563342163,12126203.666850183,13159954.636059051,12262069.266084272,14276217.540466558,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
57,13824.0,15017164.31041064,13504926.725021534,15017164.31041064,10593836.424739812,9227164.373935763,9704061.016112259,50615500.93645825,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
58,13728.0,8915918.090206623,12882489.184706962,8915918.090206623,6660212.037858883,6933634.404995256,5620040.363495238,15481771.827950079,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
59,13728.0,10790931.396397036,11682526.119863499,10790931.396397036,13186877.118408235,12448524.90411323,15063083.666201603,27012607.192996312,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
60,13681.0,17775370.094215658,26989623.510259442,17775370.094215658,17554359.299686417,16305524.524541555,14963184.974629961,23349585.698280964,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
61,13776.0,15922641.487323727,19458531.700833663,15922641.487323727,12613627.793294203,13730746.445528273,12916993.358004753,41217177.12695808,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
62,13824.0,21809018.159620747,32204807.46584762,21809018.159620747,21213072.216036305,20337734.04486172,20438136.71006235,38895218.19569663,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
63,13824.0,9885646.373727145,6649514.6315174885,9885646.373727145,6015186.414036325,4558734.244220577,7169639.805675338,32909398.01782272,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
64,13824.0,31398366.269237116,29689981.94220727,31398366.269237116,18391925.285986427,20652584.093489096,18798912.35511359,77258834.628528,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
65,13824.0,21470467.368009266,26779718.52857137,21470467.368009266,15793541.895372255,16678836.894396642,16015727.568921288,39870646.6213517,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
66,13824.0,21908635.058283385,36637031.10184132,21908635.058283385,23507117.508817896,25104144.6650552,24625607.101196174,24784495.130246397,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
67,13728.0,12227490.619908718,20414423.82382987,12227490.619908718,10809457.016635064,12643856.22773304,12503994.977799427,25654571.959497113,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
68,13491.0,5630044.649331893,12677793.205942137,5630044.649331893,6187898.132497386,6732444.888240964,6486473.056155322,13001517.961063242,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
69,13585.0,15672933.196051355,22160497.04707685,15672933.196051355,19904741.647314742,20086329.229346514,20601576.681298494,21708630.424234655,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
70,13776.0,12178417.2807247,11558116.100738976,12178417.2807247,11080448.485301096,10124900.31006369,12231604.406643322,45847328.64484037,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
71,13824.0,4474918.961442877,8588063.182264542,4474918.961442877,4295703.3660988165,3609533.729527345,4366910.721455347,6967267.887292797,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
72,13824.0,27592483.946219284,19559321.767481945,27592483.946219284,8032784.430157282,9549663.654179145,8929758.55055514,92888405.58334653,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
73,13538.0,11644439.440536844,17323719.025125064,11644439.440536844,10862780.473050723,12446907.184092026,11423197.565909557,30701514.64410603,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
74,13284.0,11110495.489439825,23134563.406627636,11110495.489439825,10263435.125684042,11217434.74458722,12413336.150178822,31168097.72912964,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
75,13160.0,3372371.379823416,17940384.62891836,3372371.379823416,12163277.628278932,14184275.553125834,12240836.461392824,959244.28585196,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
76,8467.0,3891094.136636043,12420433.879545668,3891094.136636043,4219503.698010975,5779925.946964282,5345641.724877975,1849626.267575441,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
77,3242.0,6185828.804093777,7325254.224726824,6185828.804093777,8466735.977841197,8119640.451073671,8385160.721245548,2977433.6063549216,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
78,3395.0,7674886.082646779,11102961.867554296,7674886.082646779,16203311.158534292,13677729.284486428,17668462.336637035,3726215.1002448,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
79,8440.0,35382802.92386032,34585408.919284835,35382802.92386032,24579177.345140826,24399190.193057362,24331485.629511636,45320675.91121623,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
80,12882.0,15488527.528110111,19835629.40930688,15488527.528110111,19056157.784772024,18723342.53395577,19660264.063425213,35247441.413984634,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
81,13824.0,9600908.468279287,14521947.335717948,9600908.468279287,12491616.933098283,12068660.763468754,12203814.120443145,16715473.016198404,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
82,8101.0,8877846.491202854,8731633.742360534,8877846.491202854,7873884.579482021,6883119.164663898,8101184.44499859,21989022.963142473,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
83,1759.0,6525861.2689875215,3031646.9292038027,6525861.2689875215,772486.085042233,1132825.7644862286,673549.7851663234,2723432.0208378793,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
84,1251.0,4001890.418877135,2097037.9794619675,4001890.418877135,673363.2506195974,875335.0566331666,606623.3247917636,0.0,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
85,4844.0,10344018.24966159,10111126.153149515,10344018.24966159,11856938.138701046,9356626.059878444,12293187.320212286,34419378.672715455,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
86,12120.0,13937464.028851973,22860680.54455778,13937464.028851973,10331774.786707712,10507371.651091944,10205129.642146219,13021257.537100794,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
87,13824.0,13074624.08651806,9387362.062525688,13074624.08651806,11066995.445305545,9550826.111309007,11934159.250724727,60472124.979361914,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
88,13824.0,25383888.931361996,32193842.497796007,25383888.931361996,22393772.277090263,24393342.30588102,23253549.382691108,29500055.745792016,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
89,13824.0,16893420.581527766,21750887.959369726,16893420.581527766,8829472.98322681,10659048.58179133,9644501.213679004,37770815.11273153,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
90,13824.0,2710518.198018583,10613812.382639207,2710518.198018583,3541856.976974056,5083607.7880374035,3916660.881227747,6734127.68389824,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,24
0,27315.0,32511698.72199414,33218497.67126106,32511698.72199414,27181460.016240638,25107364.496276926,25110749.789550807,97992814.041902,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
1,27264.0,41128526.17066363,41386343.37571736,41128526.17066363,40293948.84014163,36316095.00351868,36130714.12787532,79948118.00851877,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
2,27648.0,28884147.402903356,62324632.86704608,28884147.402903356,38504671.32017782,39753261.237965256,39207924.18355908,56142433.06399878,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
3,27347.0,42171557.41968961,44351054.11507973,42171557.41968961,21427615.88905213,23151124.711782683,19655553.65610449,136045066.50037673,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
4,26945.0,55635987.74465463,50638781.109327026,55635987.74465463,40507594.58402805,42027522.78414718,41496711.39148991,197934299.25966874,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
5,27408.0,33130683.095173396,55178207.53456994,33130683.095173396,47639903.10491676,47611602.778568216,46356605.849507995,59645384.89951544,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
6,27219.0,10636178.581494853,44452772.00621889,10636178.581494853,14448676.283929585,16637936.544861354,14496493.235224666,19623557.2845408,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
7,26695.0,26996079.180717956,16365066.541121269,26996079.180717956,16139072.156463558,15312900.85100134,17064085.159208674,104366184.13132562,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
8,27216.0,35648047.15265391,34801432.859134175,35648047.15265391,20682376.67831457,22456409.52018726,20863444.754854403,99521581.61655952,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
9,27552.0,62281525.519103825,78878324.63528042,62281525.519103825,49325911.67131402,52199332.46878324,50302391.4847792,155467190.42743123,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
10,27648.0,8868743.307675824,43405297.477539875,8868743.307675824,14546604.148489892,16393945.36457297,15930550.58205735,16415498.647263352,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
11,27504.0,19538750.69894119,32915036.343160085,19538750.69894119,18942580.146756545,17403290.177013278,16762710.522294674,56644021.617176406,NIST_GROUND,2018_Apr_Jun_origins,fixed_period,48,full,48
