site,scope,horizon,support,block_hours,method,reference,rmse,reference_rmse,effect_kW,ci_low_kW,ci_high_kW,skill,skill_ci_low,skill_ci_high,blocks,nonempty_blocks,points,replicates,valid_replicates,zero_support_replicates,valid_skill_replicates
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded B,Inverted42,0.2119271373577942,0.7806551435120445,-0.5687280061542502,-0.6460097089348109,-0.4851563484398379,0.7285265598784536,0.6935008034073993,0.7551412880942152,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded B,Inverted43,0.2119271373577942,0.7635701318466523,-0.5516429944888581,-0.626744197850087,-0.47140371238323714,0.7224522954489326,0.6933870030219689,0.7473261713056305,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded B,Inverted44,0.2119271373577942,0.781796530504988,-0.5698693931471938,-0.65442481533277,-0.47595557901337915,0.7289228986205611,0.6976271964402414,0.753206437032708,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded B,Inverted mean,0.2119271373577942,0.7753406019545616,-0.5634134645967673,-0.6398486101533924,-0.4784123822426053,0.7266339179826492,0.6947765612322687,0.7517015378175604,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded A,Original A,0.9137155813137657,0.9137155813137657,0.0,0.0,0.0,0.0,0.0,0.0,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,48,Expanded B,Original B,0.2119271373577942,0.2119271373577942,0.0,0.0,0.0,0.0,0.0,0.0,12,12,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Expanded A,0.21192713735779425,0.9137155813137657,-0.7017884439559715,-0.7524749991541279,-0.6471545231554764,0.7680600597255007,0.7316590081433811,0.7961313439029009,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Daily,0.21192713735779425,0.11814159529269169,0.09378554206510256,0.055770026733561816,0.14735616098553395,-0.7938401528500791,-3.205103221087272,-0.2752928618090039,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Inverted42,0.21192713735779425,0.7806551435120443,-0.5687280061542501,-0.6303711012919948,-0.5120391496627459,0.7285265598784535,0.6967402489839019,0.7547765571469853,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Inverted43,0.21192713735779425,0.7635701318466521,-0.5516429944888579,-0.6212930042293303,-0.49469497534596824,0.7224522954489325,0.6973959563241878,0.7465192571800939,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Inverted44,0.21192713735779425,0.781796530504988,-0.5698693931471938,-0.6486837555768713,-0.5008259591854278,0.7289228986205611,0.7049060198500097,0.7517215114373093,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Inverted mean,0.21192713735779425,0.7753406019545616,-0.5634134645967673,-0.6332979249292068,-0.5032896287203839,0.726633917982649,0.6998886957684949,0.7507797928227118,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded A,Original A,0.9137155813137657,0.9137155813137657,0.0,0.0,0.0,0.0,0.0,0.0,8,8,598317,2000,2000,0,2000
Sanyo,full,144,complete_H144_Daily_intersection,72,Expanded B,Original B,0.21192713735779425,0.21192713735779425,0.0,0.0,0.0,0.0,0.0,0.0,8,8,598317,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Expanded A,0.29890623940611016,1.2497705414774407,-0.9508643020713305,-1.0297287433717865,-0.8762596705243871,0.7608311050020812,0.7318403419408264,0.7875290127130541,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Daily,0.29890623940611016,0.17941654249698694,0.11948969690912323,0.06669682430708161,0.20407085830106655,-0.6659904111747661,-2.898844345958196,-0.24578218664745402,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Inverted42,0.29890623940611016,1.0700470615121425,-0.7711408221060323,-0.8638187552768147,-0.6825993870995479,0.7206606604912225,0.6855482093924806,0.7529220877363216,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Inverted43,0.29890623940611016,1.0263402883927968,-0.7274340489866866,-0.8128675832459282,-0.64721113706611,0.7087649751388168,0.6774948670961153,0.740373154680776,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Inverted44,0.29890623940611016,1.0753456872646974,-0.7764394478585872,-0.8762137028501124,-0.6781521060940557,0.7220370686877232,0.691315811174508,0.7517543204983472,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded B,Inverted mean,0.29890623940611016,1.0572443457232124,-0.758338106317102,-0.8481810112639485,-0.6699545019262729,0.7171542347725874,0.6847652395540549,0.7477643202196096,24,24,259345,2000,2000,0,2000
Sanyo,power-active,144,complete_H144_Daily_intersection,24,Expanded A,Original A,1.2497705414774407,1.2497705414774407,0.0,0.0,0.0,0.0,0.0,0.0,24,24,259345,2000,2000,0,2000
