block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Daily_SSE,Last-value_SSE,Inverted42_SSE,Joint-patch Transformer42_SSE,Joint-patch Transformer43_SSE,Joint-patch Transformer44_SSE,site,period,support,horizon,scope,block_hours
5,3432.0,125.24270857368857,46.68710494479766,125.24270857368857,46.68710494479766,1.7981703350740332,735.2596875695959,185.90458489766738,279.4310067428537,157.1403200382816,158.29663444426853,Sanyo,Alice2018Test,S2,12,full,24
6,3409.0,115.43037719247982,53.94129874372879,115.43037719247982,53.94129874372879,10.429895571346202,699.7114970367662,151.9802935089414,244.8931266143335,155.46815488087643,140.56951697631382,Sanyo,Alice2018Test,S2,12,full,24
7,3420.0,180.22170092429917,64.98127832480283,180.22170092429917,64.98127832480283,5.506748096824149,683.4901611146626,226.31145969631717,395.59486136868355,271.55298922211693,205.59701755961396,Sanyo,Alice2018Test,S2,12,full,24
8,3432.0,188.02774350213977,51.38155030675807,188.02774350213977,51.38155030675807,7.106147409038714,668.5755906631008,240.83486021993937,447.3045303434644,305.50898593428855,222.78972722375477,Sanyo,Alice2018Test,S2,12,full,24
9,3432.0,184.17416579031502,49.006323896134475,184.17416579031502,49.006323896134475,7.07330499909502,687.3587502555407,246.51176039166094,361.2947248267807,240.76607598257658,185.65602854237977,Sanyo,Alice2018Test,S2,12,full,24
10,3432.0,107.73468838967858,35.19436639597275,107.73468838967858,35.19436639597275,2.8319166341753355,694.9119160111198,170.49675219526438,314.7216795323483,190.4470331698511,128.55682112991718,Sanyo,Alice2018Test,S2,12,full,24
11,3444.0,114.77949442506714,42.24572711605253,114.77949442506714,42.24572711605253,28.087612035213578,741.9324469233483,247.10188809510993,267.69417192327046,188.24435566753868,119.96505564264058,Sanyo,Alice2018Test,S2,12,full,24
12,3444.0,117.1043181645237,64.98625477056783,117.1043181645237,64.98625477056783,12.287467452781899,758.2248830975586,184.57594066634206,291.81473522836507,185.238976506594,162.77505859260916,Sanyo,Alice2018Test,S2,12,full,24
13,3432.0,183.8329878413657,67.61363634254626,183.8329878413657,67.61363634254626,8.741821901390415,740.5174614683998,225.2107090164264,411.95275517896965,287.7082953482648,204.8581086116199,Sanyo,Alice2018Test,S2,12,full,24
14,3432.0,110.36684813747993,37.87071598195382,110.36684813747993,37.87071598195382,10.725511016095801,712.8928788435079,393.2256266523561,357.04382591359825,222.51340827581782,183.18780308826416,Sanyo,Alice2018Test,S2,12,full,24
15,3444.0,157.11272905829355,53.57081929819897,157.11272905829355,53.57081929819897,9.702056942215835,722.9760339712567,235.03538409168019,271.5541930544996,214.02659155863253,150.1146995424742,Sanyo,Alice2018Test,S2,12,full,24
16,3444.0,108.7163786092914,48.748529169574326,108.7163786092914,48.748529169574326,9.10803461441785,734.0412670039352,253.04836589297818,269.0103864401468,182.12467689014355,121.20753790388157,Sanyo,Alice2018Test,S2,12,full,24
17,3444.0,110.25839400041731,49.090316812127604,110.25839400041731,49.090316812127604,2.396851534951123,726.833439442228,264.5558175786179,251.6376890735834,168.29858718176905,147.3463599396134,Sanyo,Alice2018Test,S2,12,full,24
18,3432.0,123.2704887668017,66.57189123958905,123.2704887668017,66.57189123958905,2.480672423810024,726.9042954306657,176.67622702185147,254.370281270821,195.15784431524153,143.40264609884363,Sanyo,Alice2018Test,S2,12,full,24
19,3409.0,107.41895689190606,53.76043121891747,107.41895689190606,53.76043121891747,11.842932107715473,688.8506103028146,155.09365981801648,294.02942499735883,213.01583810998778,138.90615799960665,Sanyo,Alice2018Test,S2,12,full,24
20,3409.0,140.68257761805685,61.8879352737182,140.68257761805685,61.8879352737182,2.0439271465933064,686.545382892695,185.942265938905,344.3861565786989,265.08374124853,194.7244337317447,Sanyo,Alice2018Test,S2,12,full,24
21,3420.0,100.44348774781268,43.10044571078583,100.44348774781268,43.10044571078583,1.1909487767001627,680.4085660061764,330.43454811893304,301.06232201497386,190.49119669453646,188.90530688624202,Sanyo,Alice2018Test,S2,12,full,24
22,3433.0,452.41388614719585,354.67487834099035,452.41388614719585,354.67487834099035,988.3852409079615,1171.307742792408,612.9904515972647,416.94972400398694,407.447909010655,460.8700127859607,Sanyo,Alice2018Test,S2,12,full,24
23,3354.0,140.0715425829372,81.47849390423502,140.0715425829372,81.47849390423502,1273.746070408144,747.4756076347933,327.188199145547,267.26083244428986,194.7576354432896,140.44419765419164,Sanyo,Alice2018Test,S2,12,full,24
0,6000.0,220.64106345251818,70.98307746573691,220.64106345251818,70.98307746573691,6.438717818738774,1383.0398933362374,303.6498995889404,513.6073963404478,374.9150271995384,257.58256928955126,Sanyo,Alice2018Test,S2,12,full,48
1,6888.0,338.2290894090881,106.23992099320519,338.2290894090881,106.23992099320519,23.025216506280966,1448.8636480156852,473.9355463716418,573.3543177175673,371.88651543898936,296.3017272336294,Sanyo,Alice2018Test,S2,12,full,48
2,6888.0,293.7536413710946,107.18291524615967,293.7536413710946,107.18291524615967,7.712111089983225,1478.0139394727782,475.44066554737583,549.1406275706117,326.75382537545755,321.02431667148926,Sanyo,Alice2018Test,S2,12,full,48
3,6829.0,295.6520781167785,118.92257706853151,295.6520781167785,118.92257706853151,15.936643668170356,1383.2016581514283,378.2917532052586,640.487987983017,427.0211441029935,346.1665345359277,Sanyo,Alice2018Test,S2,12,full,48
4,6864.0,372.2019092924545,100.38787420289248,372.2019092924545,100.38787420289248,14.179452408133741,1355.9343409186426,487.3466206116005,808.5992551702452,546.2750619168653,408.44575576613437,Sanyo,Alice2018Test,S2,12,full,48
5,6876.0,222.51418281474554,77.44009351202527,222.51418281474554,77.44009351202527,30.919528669388914,1436.8443629344672,417.5986402903745,582.4158514556191,378.6913888373896,248.52187677255796,Sanyo,Alice2018Test,S2,12,full,48
6,6876.0,300.93730600588896,132.59989111311396,300.93730600588896,132.59989111311396,21.029289354172317,1498.7423445659576,409.78664968276865,703.7674904073343,472.94727185485914,367.63316720422927,Sanyo,Alice2018Test,S2,12,full,48
7,6876.0,267.47957719577335,91.44153528015283,267.47957719577335,91.44153528015283,20.427567958311638,1435.8689128147648,628.2610107440364,628.5980189680981,436.5399998344502,333.30250263073856,Sanyo,Alice2018Test,S2,12,full,48
8,6888.0,218.97477260970874,97.83884598170194,218.97477260970874,97.83884598170194,11.504886149368964,1460.8747064461634,517.6041834715958,520.6480755137302,350.42326407191234,268.55389784349467,Sanyo,Alice2018Test,S2,12,full,48
9,6841.0,230.6894456587076,120.3323224585064,230.6894456587076,120.3323224585064,14.323604531525497,1415.7549057334807,331.76988683986843,548.3997062681792,408.173682425229,282.3088040984502,Sanyo,Alice2018Test,S2,12,full,48
10,6829.0,241.1260653658695,104.98838098450405,241.1260653658695,104.98838098450405,3.234875923293468,1366.9539488988717,516.3768140578381,645.4484785936723,455.57493794306635,383.62974061798644,Sanyo,Alice2018Test,S2,12,full,48
11,6787.0,592.4854287301329,436.1533722452255,592.4854287301329,436.1533722452255,2262.1313113161073,1918.7833504272014,940.1786507428109,684.210556448277,602.205544453944,601.3142104401524,Sanyo,Alice2018Test,S2,12,full,48
0,9432.0,346.8248806602206,110.07199811839553,346.8248806602206,110.07199811839553,12.185270330039783,2085.3450268031293,544.7813096624851,806.89888203899,568.1319402918008,422.3901106367161,Sanyo,Alice2018Test,S2,12,full,72
1,10344.0,505.79891357248056,174.33391558670627,505.79891357248056,174.33391558670627,24.99077508496317,2224.57245402157,708.2448018454731,829.2034595896375,505.4234277221838,452.5185025579534,Sanyo,Alice2018Test,S2,12,full,72
2,10261.0,483.67982161891837,170.3041273752897,483.67982161891837,170.3041273752897,23.04279107720906,2051.7772488145292,619.1266134251977,1087.7925183264813,732.5301300372823,568.9562617596828,Sanyo,Alice2018Test,S2,12,full,72
3,10308.0,406.6883486050601,126.44641740815968,406.6883486050601,126.44641740815968,37.992833668483904,2124.2031131900076,664.1104006820345,943.7105762823985,619.4574648199664,434.1779053149372,Sanyo,Alice2018Test,S2,12,full,72
4,10308.0,411.30415414336903,170.47060709506778,411.30415414336903,170.47060709506778,31.754800370268104,2211.6352234094643,803.012276335124,1060.811316320932,695.4606801306772,550.8209702924929,Sanyo,Alice2018Test,S2,12,full,72
5,10332.0,376.08750166800206,151.40966527990105,376.08750166800206,151.40966527990105,21.2069430915848,2183.850740417419,752.6395675632766,792.20226856823,564.4498556305448,418.66859738596906,Sanyo,Alice2018Test,S2,12,full,72
6,10250.0,371.37202327676414,182.2202577322247,371.37202327676414,182.2202577322247,16.367531678118805,2102.3002886261747,517.7121527787732,892.7858628468781,673.257423673759,477.0332378301949,Sanyo,Alice2018Test,S2,12,full,72
7,10207.0,692.9289164779462,479.25381795601146,692.9289164779462,479.25381795601146,2263.3222600928075,2599.1919164333726,1270.6131988617465,985.2728784632511,792.6967411484803,790.2195173263943,Sanyo,Alice2018Test,S2,12,full,72
0,1500.0,79.95062569106965,23.81516929701802,79.95062569106965,23.81516929701802,4.184569720426238,636.4556545051296,96.32252930872745,172.15023008978375,145.4071572514368,83.42782465102164,Sanyo,Alice2018Test,S2,12,power-active,24
1,1500.0,93.44670027379692,22.802466533335156,93.44670027379692,22.802466533335156,2.247109062207061,629.6885138738324,82.14611040026254,203.83763675842542,144.62123702613707,91.00024709546204,Sanyo,Alice2018Test,S2,12,power-active,24
2,1500.0,100.73870769021822,32.224286510340434,100.73870769021822,32.224286510340434,5.740168033412877,648.5175435586829,121.06952812893176,230.1554579890792,153.28217210537088,110.01349725625498,Sanyo,Alice2018Test,S2,12,power-active,24
3,1512.0,185.68045741586786,43.486214043793034,185.68045741586786,43.486214043793034,17.277342982093746,680.5523535776828,161.26106403072092,178.53314356650742,110.94325527843596,86.56774472587034,Sanyo,Alice2018Test,S2,12,power-active,24
4,1512.0,143.92539612259822,42.66078610638075,143.92539612259822,42.66078610638075,5.913161288411073,684.9174790379225,228.56720378036613,188.79481544413517,120.96931454557468,113.93987583059716,Sanyo,Alice2018Test,S2,12,power-active,24
5,1512.0,98.20868403727644,27.63369879449124,98.20868403727644,27.63369879449124,1.7976327849137221,672.2154267572648,118.76152025386499,198.51856886203575,102.62762242808253,112.96543441517395,Sanyo,Alice2018Test,S2,12,power-active,24
6,1512.0,94.7865674817576,47.648558197101714,94.7865674817576,47.648558197101714,10.42957345108305,648.2555226191045,80.40587861183499,155.33712386233063,104.5829957253134,90.05582994806835,Sanyo,Alice2018Test,S2,12,power-active,24
7,1512.0,157.60444477346536,58.50892354098507,157.60444477346536,58.50892354098507,5.506343683631064,630.6855925844452,131.7176764189245,311.31017343509,220.62727866016903,157.57783910126756,Sanyo,Alice2018Test,S2,12,power-active,24
8,1512.0,157.7792148866918,38.94818381174814,157.7792148866918,38.94818381174814,7.1042117033947045,615.4079769553607,112.43593022842887,353.037374182733,239.05210435516238,167.55885994075086,Sanyo,Alice2018Test,S2,12,power-active,24
9,1512.0,160.57040602209804,37.52400917797548,160.57040602209804,37.52400917797548,7.067014250708275,628.7620000762229,92.36748384847276,276.05943236488986,188.61324224327362,135.53543969208883,Sanyo,Alice2018Test,S2,12,power-active,24
10,1524.0,84.7142170758826,24.894721848795758,84.7142170758826,24.894721848795758,2.831804500449038,640.1131930152238,101.50034938618244,237.76854669542365,145.6753950876884,88.20018426626253,Sanyo,Alice2018Test,S2,12,power-active,24
11,1524.0,82.71240734630683,25.048008645773212,82.71240734630683,25.048008645773212,28.087436381708084,677.0002153167421,178.53236382580585,182.92399662734906,133.40248186073325,80.33713531809249,Sanyo,Alice2018Test,S2,12,power-active,24
12,1536.0,90.61233357355364,46.00960877866507,90.61233357355364,46.00960877866507,12.269209413160825,690.0618668890481,108.30294531482028,185.80848124122534,125.18604622114897,109.82892950864496,Sanyo,Alice2018Test,S2,12,power-active,24
13,1512.0,146.84872825282244,48.58611683407798,146.84872825282244,48.58611683407798,8.631534886472048,652.8009540192502,89.91890297522988,285.85377267641337,200.70308617204128,137.55900151237196,Sanyo,Alice2018Test,S2,12,power-active,24
14,1524.0,83.59048685754594,27.454859085378178,83.59048685754594,27.454859085378178,10.71861766737223,658.2862467605972,233.42267796444582,260.0881414307347,150.58011735939237,119.8105873811109,Sanyo,Alice2018Test,S2,12,power-active,24
15,1536.0,122.94497894905622,38.721513907805594,122.94497894905622,38.721513907805594,9.692517736722461,637.7015991002021,153.1807063424918,167.09161280698487,141.7615776181024,73.37040022870589,Sanyo,Alice2018Test,S2,12,power-active,24
16,1536.0,84.61281090228817,31.919383005770996,84.61281090228817,31.919383005770996,9.053331320191928,672.2454863059583,186.80121741169225,189.18913330943738,134.59139503342675,83.23510945920529,Sanyo,Alice2018Test,S2,12,power-active,24
17,1536.0,86.65506291962689,36.33829007411959,86.65506291962689,36.33829007411959,2.396522536155596,667.5326127740124,192.01513946075056,171.14233496549264,118.19652251362294,110.52339281384637,Sanyo,Alice2018Test,S2,12,power-active,24
18,1548.0,102.18694966566817,49.56847842076427,102.18694966566817,49.56847842076427,2.4791096639738814,679.2636944390084,102.4422623431565,177.07170634040062,153.18823602804463,101.6768658789831,Sanyo,Alice2018Test,S2,12,power-active,24
19,1548.0,87.85164846891915,46.64877165953715,87.85164846891915,46.64877165953715,11.842452987997556,650.9110149193849,85.33004120187032,220.8078873483626,173.17901464112248,93.28021286664291,Sanyo,Alice2018Test,S2,12,power-active,24
20,1548.0,117.11507765127749,55.11962763215603,117.11507765127749,55.11962763215603,2.030872062368071,647.8518496515248,84.86107699399575,269.4207564004469,214.33020061117176,142.68533747347476,Sanyo,Alice2018Test,S2,12,power-active,24
21,1548.0,76.55309339711894,37.485906837147944,76.55309339711894,37.485906837147944,1.186807433864092,643.6550110184728,230.95694877173634,241.67271340111643,153.66180932943112,135.81348955268686,Sanyo,Alice2018Test,S2,12,power-active,24
22,1560.0,433.746630723373,347.61176337597595,433.746630723373,347.61176337597595,988.3847905079961,1163.76075941988,534.5345985664251,380.8670775912699,365.8792817048821,377.147727244742,Sanyo,Alice2018Test,S2,12,power-active,24
23,1548.0,107.40033627460546,59.689954004899725,107.40033627460546,59.689954004899725,1273.7164374737386,684.5409460536133,236.73924152286642,187.98833460744407,130.63985942952706,89.21179479727174,Sanyo,Alice2018Test,S2,12,power-active,24
0,3000.0,173.39732596486644,46.61763583035322,173.39732596486644,46.61763583035322,6.4316787826332975,1266.1441683789624,178.46863970898997,375.98786684820925,290.02839427757385,174.42807174648374,Sanyo,Alice2018Test,S2,12,power-active,48
1,3012.0,286.419165106086,75.71050055413343,286.419165106086,75.71050055413343,23.017511015506624,1329.0698971363654,282.3305921596525,408.68860155558673,264.22542738380685,196.58124198212536,Sanyo,Alice2018Test,S2,12,power-active,48
2,3024.0,242.1340801598747,70.294484900872,242.1340801598747,70.294484900872,7.710794073324797,1357.132905795187,347.3287240342311,387.31338430617086,223.5969369736572,226.90531024577103,Sanyo,Alice2018Test,S2,12,power-active,48
3,3024.0,252.3910122552229,106.15748173808667,252.3910122552229,106.15748173808667,15.935917134714119,1278.9411152035495,212.1235550307595,466.64729729742055,325.21027438548253,247.63366904933588,Sanyo,Alice2018Test,S2,12,power-active,48
4,3024.0,318.34962090878963,76.47219298972357,318.34962090878963,76.47219298972357,14.171225954102992,1244.169977031584,204.80341407690156,629.0968065476228,427.6653465984359,303.0942996328397,Sanyo,Alice2018Test,S2,12,power-active,48
5,3048.0,167.42662442218935,49.94273049456902,167.42662442218935,49.94273049456902,30.919240882157123,1317.1134083319648,280.0327132119883,420.6925433227729,279.0778769484216,168.53731958435492,Sanyo,Alice2018Test,S2,12,power-active,48
6,3048.0,237.46106182637612,94.59572561274308,237.46106182637612,94.59572561274308,20.900744299632876,1342.8628209082979,198.22184829005005,471.66225391763885,325.8891323931903,247.38793102101684,Sanyo,Alice2018Test,S2,12,power-active,48
7,3060.0,206.5354658066021,66.17637299318373,206.5354658066021,66.17637299318373,20.41113540409469,1295.9878458608,386.6033843069376,427.17975423771964,292.3416949774948,193.18098760981678,Sanyo,Alice2018Test,S2,12,power-active,48
8,3072.0,171.26787382191532,68.25767307989057,171.26787382191532,68.25767307989057,11.449853856347518,1339.7780990799704,378.8163568724429,360.3314682749301,252.78791754704974,193.75850227305165,Sanyo,Alice2018Test,S2,12,power-active,48
9,3096.0,190.03859813458726,96.21725008030135,190.03859813458726,96.21725008030135,14.321562651971437,1330.1747093583929,187.77230354502677,397.879593688763,326.36725066916705,194.95707874562603,Sanyo,Alice2018Test,S2,12,power-active,48
10,3096.0,193.66817104839637,92.60553446930389,193.66817104839637,92.60553446930389,3.2176794962321624,1291.5068606699974,315.818025765732,511.09346980156334,367.99200994060266,278.49882702616156,Sanyo,Alice2018Test,S2,12,power-active,48
11,3108.0,541.1469669979786,407.3017173808757,541.1469669979786,407.3017173808757,2262.1012279817355,1848.301705473493,771.2738400892912,568.8554121987141,496.5191411344088,466.35952204201374,Sanyo,Alice2018Test,S2,12,power-active,48
0,4500.0,274.13603365508465,78.84192234069367,274.13603365508465,78.84192234069367,12.171846816046175,1914.6617119376451,299.53816783792166,606.1433248372886,443.3105663829447,284.4415690027389,Sanyo,Alice2018Test,S2,12,power-active,72
1,4536.0,427.8145375757427,113.78069894466502,427.8145375757427,113.78069894466502,24.98813705541853,2037.6852593728686,508.58978806495213,565.8465278726784,334.54019225209305,313.4730549716414,Sanyo,Alice2018Test,S2,12,power-active,72
2,4536.0,410.1702271419144,145.10566554983487,410.1702271419144,145.10566554983487,23.040128838108807,1894.3490921589103,324.5594852591884,819.6846714801535,564.262378740645,415.19252899008654,Sanyo,Alice2018Test,S2,12,power-active,72
3,4560.0,327.9970304442875,87.46673967254445,327.9970304442875,87.46673967254445,37.986255132865345,1945.875408408188,372.4001970604609,696.7519756876627,467.69111919169495,304.07275927644406,Sanyo,Alice2018Test,S2,12,power-active,72
4,4572.0,321.05154868392225,122.05058469812123,321.05154868392225,122.05058469812123,31.619361967005094,2001.1490676688948,431.64452625449576,731.7503953483736,476.4692497525827,367.1985184021278,Sanyo,Alice2018Test,S2,12,power-active,72
5,4608.0,294.212852770971,106.97918698769617,294.212852770971,106.97918698769617,21.142371593069985,1977.4796981801712,531.9970632149349,527.4230810819149,394.54949516515194,267.12890250175747,Sanyo,Alice2018Test,S2,12,power-active,72
6,4644.0,307.15367578586495,151.3368777124574,307.15367578586495,151.3368777124574,16.352434714339513,1978.0265590099173,272.6333805390225,667.30035008921,540.6974512803388,337.64241621910077,Sanyo,Alice2018Test,S2,12,power-active,72
7,4656.0,617.7000603950972,444.7876242180237,617.7000603950972,444.7876242180237,2263.2880354155996,2491.956716491962,1002.2307888610275,810.528125599831,650.1809504638401,602.1730115947004,Sanyo,Alice2018Test,S2,12,power-active,72
0,1080.0,21.657405729491554,11.53449405590592,21.657405729491554,11.53449405590592,6.220007376399207e-05,57.83899932305585,37.909560016417196,57.99018269446683,35.809451657695604,31.344614911298333,Sanyo,Alice2018Test,S2,12,low-power,24
1,1920.0,25.586331758160167,12.83094757947778,25.586331758160167,12.83094757947778,0.0069768360317145495,59.05672563421914,87.27169986353329,79.6293467977714,49.07718126426879,51.80988263176941,Sanyo,Alice2018Test,S2,12,low-power,24
2,1932.0,25.44510951748398,6.864634142318217,25.44510951748398,6.864634142318217,0.006384477888135676,53.78758990820996,120.0618819446127,63.136027709462816,39.934740986891775,54.79404409091008,Sanyo,Alice2018Test,S2,12,low-power,24
3,1944.0,26.36481478551796,23.664786296753572,26.36481478551796,23.664786296753572,0.0013210128861990535,66.00616097111106,71.54307226737663,101.52968845251776,67.72634706829056,44.92644116059395,Sanyo,Alice2018Test,S2,12,low-power,24
4,1944.0,24.585536674807802,17.83502419498132,24.585536674807802,17.83502419498132,0.0007794664981156108,57.83677286525997,60.9688768693422,80.91480538362235,48.64419079160164,48.78780639662355,Sanyo,Alice2018Test,S2,12,low-power,24
5,1920.0,27.034024536412172,19.053406150306426,27.034024536412172,19.053406150306426,0.0005375501603100332,63.04426081233115,67.1430646438023,80.91243788081812,54.51269761019898,45.33120002909484,Sanyo,Alice2018Test,S2,12,low-power,24
6,1897.0,20.64380971072217,6.292740546627096,20.64380971072217,6.292740546627096,0.0003221202631513628,51.455974417661615,71.57441489710641,89.55600275200294,50.8851591555631,50.513687028245485,Sanyo,Alice2018Test,S2,12,low-power,24
7,1908.0,22.617256150833665,6.47235478381777,22.617256150833665,6.47235478381777,0.00040441319308340165,52.80456853021734,94.59378327739259,84.28468793359363,50.92571056194781,48.019178458346346,Sanyo,Alice2018Test,S2,12,low-power,24
8,1920.0,30.248528615448016,12.433366495009915,30.248528615448016,12.433366495009915,0.0019357056440103557,53.16761370773989,128.39892999151056,94.2671561607312,66.45688157912618,55.23086728300393,Sanyo,Alice2018Test,S2,12,low-power,24
9,1920.0,23.603759768217053,11.482314718158989,23.603759768217053,11.482314718158989,0.006290748386742609,58.596750179317894,154.1442765431882,85.23529246189074,52.15283373930288,50.12058885029101,Sanyo,Alice2018Test,S2,12,low-power,24
10,1908.0,23.02047131379604,10.29964454717698,23.02047131379604,10.29964454717698,0.00011213372629721683,54.798722995896185,68.99640280908191,76.95313283692465,44.771638082162546,40.35663686365469,Sanyo,Alice2018Test,S2,12,low-power,24
11,1920.0,32.06708707876026,17.19771847027933,32.06708707876026,17.19771847027933,0.00017565350549913702,64.93223160660622,68.56952426930414,84.77017529592152,54.84187380680544,39.62792032454813,Sanyo,Alice2018Test,S2,12,low-power,24
12,1908.0,26.491984590970077,18.97664599190274,26.491984590970077,18.97664599190274,0.01825803962107203,68.1630162085106,76.27299535152186,106.00625398713959,60.05293028544509,52.94612908396414,Sanyo,Alice2018Test,S2,12,low-power,24
13,1920.0,36.98425958854317,19.027519508468266,36.98425958854317,19.027519508468266,0.11028701491837022,87.71650744914976,135.29180604119668,126.0989825025562,87.00520917622349,67.29910709924799,Sanyo,Alice2018Test,S2,12,low-power,24
14,1908.0,26.776361279933933,10.415856896575653,26.776361279933933,10.415856896575653,0.006893348723565097,54.60663208291051,159.8029486879102,96.9556844828636,71.9332909164255,63.377215707153354,Sanyo,Alice2018Test,S2,12,low-power,24
15,1908.0,34.1677501092374,14.849305390393368,34.1677501092374,14.849305390393368,0.009539205493372832,85.27443487105462,81.8546777491884,104.4625802475149,72.26501394053007,76.74429931376841,Sanyo,Alice2018Test,S2,12,low-power,24
16,1908.0,24.1035677070032,16.829146163803326,24.1035677070032,16.829146163803326,0.05470329422591967,61.79578069797714,66.24714848128603,79.82125313070934,47.53328185671684,37.97242844467627,Sanyo,Alice2018Test,S2,12,low-power,24
17,1908.0,23.60333108079043,12.752026738007995,23.60333108079043,12.752026738007995,0.0003289987955271895,59.30082666821575,72.54067811786722,80.49535410809075,50.102064668146085,36.82296712576692,Sanyo,Alice2018Test,S2,12,low-power,24
18,1884.0,21.083539101133557,17.003412818824806,21.083539101133557,17.003412818824806,0.0015627598361430486,47.640600991657024,74.23396467869496,77.29857493042049,41.96960828719707,41.725780219860646,Sanyo,Alice2018Test,S2,12,low-power,24
19,1861.0,19.567308422986887,7.111659559380317,19.567308422986887,7.111659559380317,0.00047911971791769585,37.9395953834298,69.76361861614632,73.22153764899602,39.83682346886516,45.62594513296372,Sanyo,Alice2018Test,S2,12,low-power,24
20,1861.0,23.567499966779163,6.768307641562161,23.567499966779163,6.768307641562161,0.01305508422523592,38.693533241170094,101.08118894490929,74.96540017825193,50.75354063735823,52.039096258269964,Sanyo,Alice2018Test,S2,12,low-power,24
21,1872.0,23.890394350693725,5.614538873637912,23.890394350693725,5.614538873637912,0.004141342836070637,36.75355498770382,99.47759934719656,59.38960861385743,36.82938736510522,53.09181733355512,Sanyo,Alice2018Test,S2,12,low-power,24
22,1873.0,18.667255423822972,7.06311496501407,18.667255423822972,7.06311496501407,0.00045039996586082885,7.54698337252803,78.45585303083972,36.08264641271685,41.568627305772765,83.7222855412187,Sanyo,Alice2018Test,S2,12,low-power,24
23,1806.0,32.6712063083318,21.788539899335284,32.6712063083318,21.788539899335284,0.029632934405722167,62.93466158118,90.44895762268061,79.27249783684579,64.1177760137626,51.23240285691977,Sanyo,Alice2018Test,S2,12,low-power,24
0,3000.0,47.2437374876517,24.365441635383693,47.2437374876517,24.365441635383693,0.007039036105478541,116.89572495727505,125.18125987995053,137.6195294922383,84.8866329219644,83.15449754306778,Sanyo,Alice2018Test,S2,12,low-power,48
1,3876.0,51.809924303001935,30.529420439071796,51.809924303001935,30.529420439071796,0.007705490774334729,119.79375087932101,191.60495421198945,164.66571616198053,107.6610880551823,99.72048525150402,Sanyo,Alice2018Test,S2,12,low-power,48
2,3864.0,51.61956121121994,36.88843034528779,51.61956121121994,36.88843034528779,0.0013170166584256444,120.88103367759112,128.11194151314456,161.82724326444054,103.15688840180069,94.11900642571838,Sanyo,Alice2018Test,S2,12,low-power,48
3,3805.0,43.261065861555814,12.765095330444863,43.261065861555814,12.765095330444863,0.0007265334562347645,104.26054294787896,166.16819817449908,173.84069068559646,101.81086971751087,98.53286548659182,Sanyo,Alice2018Test,S2,12,low-power,48
4,3840.0,53.85228838366508,23.915681213168895,53.85228838366508,23.915681213168895,0.00822645403075296,111.76436388705777,282.5432065346989,179.50244862262193,118.60971531842912,105.3514561332949,Sanyo,Alice2018Test,S2,12,low-power,48
5,3828.0,55.08755839255632,27.497363017456305,55.08755839255632,27.497363017456305,0.0002877872317963539,119.7309546025024,137.56592707838612,161.7233081328461,99.61351188896803,79.98455718820281,Sanyo,Alice2018Test,S2,12,low-power,48
6,3828.0,63.47624417951324,38.00416550037104,63.47624417951324,38.00416550037104,0.12854505453944223,155.87952365766034,211.5648013927184,232.10523648969564,147.05813946166856,120.24523618321214,Sanyo,Alice2018Test,S2,12,low-power,48
7,3816.0,60.94411138917134,25.265162286969012,60.94411138917134,25.265162286969012,0.016432554216937928,139.88106695396513,241.65762643709863,201.41826473037855,144.1983048569556,140.12151502092163,Sanyo,Alice2018Test,S2,12,low-power,48
8,3816.0,47.70689878779364,29.581172901811307,47.70689878779364,29.581172901811307,0.05503229302144684,121.09660736619288,138.78782659915333,160.31660723880006,97.6353465248629,74.79539557044316,Sanyo,Alice2018Test,S2,12,low-power,48
9,3745.0,40.65084752412045,24.115072378205145,40.65084752412045,24.115072378205145,0.002041879554060745,85.58019637508683,143.99758329484118,150.52011257941655,81.80643175606221,87.35172535282429,Sanyo,Alice2018Test,S2,12,low-power,48
10,3733.0,47.457894317472864,12.382846515200084,47.457894317472864,12.382846515200084,0.017196427061306568,75.44708822887387,200.5587882921057,134.35500879210952,87.58292800246345,105.13091359182509,Sanyo,Alice2018Test,S2,12,low-power,48
11,3679.0,51.33846173215475,28.85165486434935,51.33846173215475,28.85165486434935,0.030083334371582993,70.48164495370801,168.90481065352037,115.35514424956263,105.68640331953537,134.95468839813861,Sanyo,Alice2018Test,S2,12,low-power,48
0,4932.0,72.6888470051357,31.23007577770189,72.6888470051357,31.23007577770189,0.01342351399361422,170.68331486548487,245.2431418245631,200.7555572017011,124.82137390885615,137.94854163397798,Sanyo,Alice2018Test,S2,12,low-power,72
1,5808.0,77.98437599673792,60.55321664204133,77.98437599673792,60.55321664204133,0.0026380295446246974,186.8871946487022,199.65501378052124,263.3569317169579,170.88323547009136,139.04544758631218,Sanyo,Alice2018Test,S2,12,low-power,72
2,5725.0,73.50959447700383,25.19846182545478,73.50959447700383,25.19846182545478,0.002662239100245118,157.42815665561884,294.5671281660097,268.10784684632796,168.26775129663702,153.76373276959578,Sanyo,Alice2018Test,S2,12,low-power,72
3,5748.0,78.69131816077335,38.97967773561532,78.69131816077335,38.97967773561532,0.00657853561853896,178.3277047818203,291.7102036215743,246.95860059473705,151.76634562827093,130.10514603849384,Sanyo,Alice2018Test,S2,12,low-power,72
