site,period,category,candidate_origins,scored_origins,points,first,last
YULARA_COMBINED,2017,archive_candidates,26412,26412,3803328,2017-10-01 06:00:00,2017-12-31 22:55:00
YULARA_COMBINED,2017,archive_original_H144,26280,26280,3784320,2017-10-01 06:00:00,2017-12-31 11:55:00
YULARA_COMBINED,2017,unified_candidates,26496,26496,3815424,2017-10-01 00:00:00,2017-12-31 23:55:00
YULARA_COMBINED,2017,unified_complete_H144,26496,26496,3815424,2017-10-01 00:00:00,2017-12-31 23:55:00
YULARA_COMBINED,2017,new_before_archive,72,72,10368,2017-10-01 00:00:00,2017-10-01 05:55:00
YULARA_COMBINED,2017,new_after_archive,12,12,1728,2017-12-31 23:00:00,2017-12-31 23:55:00
YULARA_COMBINED,2017,other_nonarchive,0,0,0,,
YULARA_COMBINED,2018,unified_candidates,26208,26204,3772226,2018-04-01 00:00:00,2018-06-30 23:55:00
YULARA_COMBINED,2018,unified_complete_H144,25632,25628,3690097,2018-04-01 00:00:00,2018-06-30 23:55:00
