site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Qcells,Alice2018Test,S1,12,power-active,Expanded A,accepted,0.572608206551131,0.3598823458036301,0.2205214753272708,12319.76906457137,37574
Qcells,Alice2018Test,S1,12,power-active,Expanded B,accepted,0.3886447534337091,0.2179766725951496,0.15688590388679396,5675.355225016564,37574
Qcells,Alice2018Test,S1,12,power-active,Daily,accepted,0.4032726980202299,0.14518809939375743,-0.011223949367493113,6110.6171226230035,37574
Qcells,Alice2018Test,S1,12,power-active,Last-value,accepted,0.6773128534002107,0.505343205567617,-0.029149947639014965,17237.17400169478,37574
Qcells,Alice2018Test,S1,12,power-active,Depthwise convolutional TCN42,diagnostic,0.7570515781699281,0.6296788740244915,-0.4292247795794276,21534.677355167914,37574
Qcells,Alice2018Test,S1,12,power-active,Depthwise convolutional TCN43,diagnostic,0.4395198769080478,0.3250958870805103,-0.13455321539480908,7258.459733840054,37574
Qcells,Alice2018Test,S1,12,power-active,Depthwise convolutional TCN44,diagnostic,0.598581323905436,0.4432877510401762,0.03071618547483015,13462.749220312717,37574
Qcells,Alice2018Test,S1,12,power-active,Discrete recurrent decoder42,diagnostic,0.6346833071195563,0.5101487954140326,-0.2984919939008175,15135.66765723302,37574
Qcells,Alice2018Test,S1,12,power-active,Discrete recurrent decoder43,diagnostic,1.0548571186821343,0.8594146353452228,-0.6586979882446897,41809.47432331078,37574
Qcells,Alice2018Test,S1,12,power-active,Discrete recurrent decoder44,diagnostic,2.283966641172054,1.8154077000692659,-1.6289845012025568,196004.9069422343,37574
Qcells,Alice2018Test,S1,12,power-active,Inverted42,accepted,0.42587639939501454,0.2838217047947172,-0.008774332090330397,6814.822965921887,37574
Qcells,Alice2018Test,S1,12,power-active,Inverted43,accepted,0.4742696879257389,0.34185196342154245,-0.09238776009712069,8451.585081723671,37574
Qcells,Alice2018Test,S1,12,power-active,Inverted44,accepted,0.46426480822189614,0.33739497916829847,-0.0852714864773708,8098.768049848622,37574
Qcells,Alice2018Test,S1,12,power-active,Joint-patch Transformer42,accepted,0.7344633629339892,0.6039028423998166,-0.27044826126788807,20268.78447689186,37574
Qcells,Alice2018Test,S1,12,power-active,Joint-patch Transformer43,accepted,0.8204150362893793,0.6758140109585967,-0.391093047091376,25290.339172914842,37574
Qcells,Alice2018Test,S1,12,power-active,Joint-patch Transformer44,accepted,0.700979138833244,0.573247473752281,-0.3190748369027962,18462.80225020524,37574
Qcells,Alice2018Test,S1,12,low-power,Original A,accepted,0.10668107650099194,0.032590260197564606,-0.00043734610865842104,490.7195801324937,43118
Qcells,Alice2018Test,S1,12,low-power,Original B,accepted,0.0572298619657423,0.022877769663547636,0.010780570685192212,141.22253566444334,43118
Qcells,Alice2018Test,S1,12,low-power,Expanded A,accepted,0.10668107650099194,0.032590260197564606,-0.00043734610865842104,490.7195801324937,43118
Qcells,Alice2018Test,S1,12,low-power,Expanded B,accepted,0.11006601275321394,0.04387112859689653,0.024218206786199167,522.3541822310782,43118
Qcells,Alice2018Test,S1,12,low-power,Daily,accepted,0.0010680799630844824,0.00013897981937862136,-8.547084880547855e-05,0.049188790511619646,43118
Qcells,Alice2018Test,S1,12,low-power,Last-value,accepted,0.12406153331049141,0.01905112164783889,0.01848684386675002,663.6405231936446,43118
Qcells,Alice2018Test,S1,12,low-power,Depthwise convolutional TCN42,diagnostic,0.15206354729767857,0.09572714851150045,0.06297085563925918,997.0314159655702,43118
