site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
NIST_GROUND,2017,complete_H144,144,full,Original A,accepted,49.01579839879052,38.10180980316389,10.685606910966651,7587875205.011211,3158261
NIST_GROUND,2017,complete_H144,144,full,Original B,accepted,34.999071344704184,22.901953640557174,4.504554687601568,3868664422.2174616,3158261
NIST_GROUND,2017,complete_H144,144,full,Expanded A,accepted,49.0158105890138,38.10181409652505,10.685584688137396,7587878979.219018,3158261
NIST_GROUND,2017,complete_H144,144,full,Expanded B,accepted,34.999071344704184,22.901953640557174,4.504554687601568,3868664422.2174616,3158261
NIST_GROUND,2017,complete_H144,144,full,Inverted42,accepted,44.48478743767379,28.92995791686621,12.823398650913594,6249871049.576103,3158261
NIST_GROUND,2017,complete_H144,144,full,Inverted43,accepted,43.896029063397656,28.01858804827022,11.018970150940909,6085531109.491356,3158261
NIST_GROUND,2017,complete_H144,144,full,Inverted44,accepted,45.25762084891464,28.557983415103674,13.840513730186593,6468915183.243109,3158261
NIST_GROUND,2017,complete_H144,144,full,Daily,accepted,41.84845149493383,18.167606717747493,0.2877727558298698,5531040042.035203,3158261
NIST_GROUND,2017,complete_H144,144,full,Last-value,accepted,78.74448129840117,47.210764326444206,1.730689434470425,19583407932.745953,3158261
NIST_GROUND,2017,complete_H144,144,power-active,Original A,accepted,64.24541617921753,50.94850834591922,-16.64332822953267,4571486461.80776,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Original B,accepted,54.78207663628041,42.331820725951005,-3.83125100248395,3323916662.7400484,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Expanded A,accepted,64.2454072181714,50.948486011203535,-16.643181557560492,4571485186.532398,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Expanded B,accepted,54.78207663628041,42.331820725951005,-3.83125100248395,3323916662.7400484,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Inverted42,accepted,59.68065755937869,47.79233564333248,13.374499532399211,3944939465.60871,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Inverted43,accepted,60.20060093630792,48.08736207766849,9.276064109283332,4013976239.476534,1107575
NIST_GROUND,2017,complete_H144,144,power-active,Inverted44,accepted,61.68238559389954,49.12295593906507,14.774324838083107,4214009090.7560563,1107575
