site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Sanyo,Alice2018Test,S2,12,low-power,Depthwise convolutional TCN43,diagnostic,0.09316408587306377,0.06571831884983959,0.018652616631962635,389.10408737294614,44830
Sanyo,Alice2018Test,S2,12,low-power,Depthwise convolutional TCN44,diagnostic,0.18343776011328627,0.1533006353428283,0.1479027301094349,1508.5031325800658,44830
Sanyo,Alice2018Test,S2,12,low-power,Discrete recurrent decoder42,diagnostic,0.0709451956512889,0.05912442176011498,0.05253154968353774,225.63928783636482,44830
Sanyo,Alice2018Test,S2,12,low-power,Discrete recurrent decoder43,diagnostic,0.05855584615660615,0.04164243150361537,0.012127873065207325,153.712526549976,44830
Sanyo,Alice2018Test,S2,12,low-power,Discrete recurrent decoder44,diagnostic,0.0681185086121396,0.054477602032127516,0.02096794863869791,208.01708239275396,44830
Sanyo,Alice2018Test,S2,12,low-power,Inverted42,accepted,0.2183142134297685,0.17664239062111917,0.170879145281266,2136.6469240621054,44830
Sanyo,Alice2018Test,S2,12,low-power,Inverted43,diagnostic,0.23349246033992715,0.17463503863207236,0.13217137592421166,2444.0746226656097,44830
Sanyo,Alice2018Test,S2,12,low-power,Inverted44,diagnostic,0.13320133523618377,0.09086431327489031,0.02422581386215913,795.4005656211202,44830
Sanyo,Alice2018Test,S2,12,low-power,Joint-patch Transformer42,accepted,0.20980054422450115,0.14808142430907106,0.03748606063106,1973.2493104396865,44830
Sanyo,Alice2018Test,S2,12,low-power,Joint-patch Transformer43,accepted,0.16895489462618174,0.11406794603794833,0.06185413412442477,1279.7062602254034,44830
Sanyo,Alice2018Test,S2,12,low-power,Joint-patch Transformer44,accepted,0.1652003388467137,0.1263416626853492,0.04834162262830529,1223.4623421457443,44830
Sanyo,Alice2018Test,S1_new_origins,12,full,Original A,accepted,0.321715205176289,0.27416831349054105,-0.054300584552296166,241.3635699994619,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Original B,accepted,0.1939797064845087,0.14736343436820237,0.06359779432029747,87.74879106286727,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Expanded A,accepted,0.321715205176289,0.27416831349054105,-0.054300584552296166,241.3635699994619,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Expanded B,accepted,0.1939797064845087,0.14736343436820237,0.06359779432029747,87.74879106286727,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Daily,accepted,0.04759759621293493,0.008687976601231178,0.00048383295504067915,5.283218677362062,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Last-value,accepted,0.4904778098617788,0.3190523294841763,0.3186363488727645,561.0056999465944,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN42,diagnostic,0.25252695075451037,0.2151587913843409,-0.07093598678549651,148.71131551938893,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN43,diagnostic,0.17057002342013394,0.1288296151564856,0.039137859442926005,67.84751789841904,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN44,diagnostic,0.3013639480067891,0.2283556537323993,0.170385993735627,211.79277439701264,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder42,diagnostic,0.10516107962408902,0.0750535769401446,0.03244034373043056,25.78924442108571,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder43,diagnostic,0.10980649495457853,0.0789573567900797,0.05390835713134439,28.118011491377437,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder44,diagnostic,0.1295284902934111,0.08602926361239371,0.07111042423142734,39.12543268821377,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Inverted42,accepted,0.37161393613435945,0.30352309964481644,0.2882815923432838,322.0420116782618,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Inverted43,diagnostic,0.41747322364120915,0.3339386753846008,0.26282344888697345,406.43003721061723,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Inverted44,diagnostic,0.3281901547045346,0.24395785238238163,0.20635379351275226,251.17686946810818,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer42,accepted,0.5050950114429096,0.39669874952540257,0.36503067273011486,594.9421034030843,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer43,accepted,0.3465276075232077,0.2512839151855544,0.21222042171317254,280.02978463306835,2332
Sanyo,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer44,accepted,0.36198260626503953,0.2868063485337771,0.2258575382164847,305.5652416800203,2332
Sanyo,Alice2018Test,S1_new_origins,12,power-active,Original A,accepted,0.31558945578695763,0.26115564079835213,0.2560218686461009,42.02980934284922,422
Sanyo,Alice2018Test,S1_new_origins,12,power-active,Original B,accepted,0.2588857090357786,0.20168860853585152,0.18570547721106564,28.283203964728205,422
Sanyo,Alice2018Test,S1_new_origins,12,power-active,Expanded A,accepted,0.31558945578695763,0.26115564079835213,0.2560218686461009,42.02980934284922,422
