site,period,support,horizon,scope,method,RMSE,RMSE_seed_SD,MAE,bias,SSE,points,seed_count
Hanwha,Alice2018Test,S1_new_origins,12,full,Expanded B,0.1550334722768982,,0.1264433574217845,0.0106546127326534,46.796880043573246,1947,0
Hanwha,Alice2018Test,S1_new_origins,12,full,Daily,0.0165726807497766,,0.0067044855209745,-0.0008606569904387,0.5347508458646326,1947,0
Hanwha,Alice2018Test,S1_new_origins,12,full,Last-value,0.4559469917412311,,0.3145099109745214,0.3002888531889049,404.757272614029,1947,0
Hanwha,Alice2018Test,S1_new_origins,12,full,Inverted mean,0.18516925222665867,0.029139546556708598,0.14772022687448064,0.02749754812122343,67.86020728518308,1947,3
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Original A,0.2025720878146229,,0.1695345871015967,-0.0650889894653133,58.68069458905266,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Original B,0.1547349688934874,,0.1273957489872295,-0.0029199148593315,34.23836215580999,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Expanded A,0.2025720878146229,,0.1695345871015967,-0.0650889894653133,58.68069458905266,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Expanded B,0.1547349688934874,,0.1273957489872295,-0.0029199148593315,34.23836215580999,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Daily,0.0022730920282958,,0.00103461513621,-0.0004079486160303,0.0073887347378158,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Last-value,0.4306799194399778,,0.2699013265185188,0.2688717696538937,265.2438260026209,1430,0
Hanwha,Alice2018Test,S1_new_origins,12,low-power,Inverted mean,0.17311189725628365,0.03001814305661237,0.14039282140980236,0.003633668498719666,43.71289052613573,1430,3
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Original A,0.1606889737547178,,0.1147002287095919,0.059617837086033,13.34942923004006,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Original B,0.1558561423674473,,0.1238090828790644,0.0482011784126121,12.558517887763252,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Expanded A,0.1606889737547178,,0.1147002287095919,0.059617837086033,13.34942923004006,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Expanded B,0.1558561423674473,,0.1238090828790644,0.0482011784126121,12.558517887763252,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Daily,0.0319381083994806,,0.0223871057341531,-0.0021128290898665,0.5273621111268167,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Last-value,0.5194727400755892,,0.4378953573421883,0.387187169349574,139.5134466114082,517,0
Hanwha,Alice2018Test,S1_new_origins,12,power-active,Inverted mean,0.21492615752838465,0.02774947643715247,0.167987518585293,0.09350402367282966,24.14731675904736,517,3
Hanwha,Alice2018Test,S1_new_origins,144,full,Original A,0.8172491674578607,,0.5609299756559458,-0.1488615292235788,211544.09976019117,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Original B,0.1861851324330422,,0.1448290040716517,-0.049480477346619,10979.48422774922,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Expanded A,0.8172491674578607,,0.5609299756559458,-0.1488615292235788,211544.09976019117,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Expanded B,0.1861851324330422,,0.1448290040716517,-0.049480477346619,10979.48422774922,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Daily,0.1358530750185334,,0.0405873835556802,-0.0093925086136728,5845.62415991938,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Last-value,2.983932702822936,,2.454002529334022,1.2285367208866032,2820135.6038949587,316732,0
Hanwha,Alice2018Test,S1_new_origins,144,full,Inverted mean,0.6896787192976466,0.019857364228943745,0.43582413364426337,-0.2953855794531115,150738.97069414184,316732,3
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Original A,0.6057781545879666,,0.4396461822810313,0.1715151089282166,61826.99620277745,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Original B,0.1394769636491952,,0.1087657587835987,0.0358992623589888,3277.599618368231,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Expanded A,0.6057781545879666,,0.4396461822810313,0.1715151089282166,61826.99620277745,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Expanded B,0.1394769636491952,,0.1087657587835987,0.0358992623589888,3277.599618368231,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Daily,0.0009612325696499,,0.0001543077692435,-6.984920585104853e-05,0.1556710615300399,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Last-value,3.357440585867112,,2.852214521343818,2.8518004078598445,1899186.4522268015,168481,0
Hanwha,Alice2018Test,S1_new_origins,144,low-power,Inverted mean,0.3592244878338873,0.01736142772138561,0.24331756176457228,-0.10743942310233039,21775.02000311247,168481,3
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Original A,1.0049325018840167,,0.6987638843081571,-0.5129560471185857,149717.1035574137,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Original B,0.2279290540447967,,0.1858133591814079,-0.1465109454401935,7701.884609380986,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Expanded A,1.0049325018840167,,0.6987638843081571,-0.5129560471185857,149717.1035574137,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Expanded B,0.2279290540447967,,0.1858133591814079,-0.1465109454401935,7701.884609380986,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Daily,0.1985687244829759,,0.0865378664635503,-0.019987317280658,5845.468488857851,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Last-value,2.492407275603548,,2.001451419218054,-0.61623389951352,920949.15166816,148251,0
Hanwha,Alice2018Test,S1_new_origins,144,power-active,Inverted mean,0.9324827071327548,0.02383499803408688,0.6545997219159257,-0.5089784480889787,128963.9506910293,148251,3
Hanwha,Alice2018Test,S2,12,full,Original A,0.177171990454578,,0.1092932871723579,-0.0117108868720701,2556.551562152332,81445,0
Hanwha,Alice2018Test,S2,12,full,Original B,0.1223530562866234,,0.0711664495837345,-0.0042996585500546,1219.2536713171808,81445,0
Hanwha,Alice2018Test,S2,12,full,Expanded A,0.177171990454578,,0.1092932871723579,-0.0117108868720701,2556.551562152332,81445,0
Hanwha,Alice2018Test,S2,12,full,Expanded B,0.1223530562866234,,0.0711664495837345,-0.0042996585500546,1219.2536713171808,81445,0
Hanwha,Alice2018Test,S2,12,full,Daily,0.182865573940355,,0.0488609546847161,-0.0044750528186662,2723.50598780435,81445,0
Hanwha,Alice2018Test,S2,12,full,Last-value,0.4346315849441723,,0.2270629820550253,-0.0013050262811729,15385.336338628576,81445,0
Hanwha,Alice2018Test,S2,12,full,Inverted mean,0.20555440894754906,0.011401905160750844,0.1492111318701529,-0.012107457598066399,3448.322985269189,81445,3
Hanwha,Alice2018Test,S2,12,low-power,Original A,0.1055953118880925,,0.0702001465308165,0.0177008785159644,496.2695128163368,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Original B,0.064523902753432,,0.0401158195795756,0.0019540385322435,185.29750751896435,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Expanded A,0.1055953118880925,,0.0702001465308165,0.0177008785159644,496.2695128163368,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Expanded B,0.064523902753432,,0.0401158195795756,0.0019540385322435,185.29750751896435,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Daily,0.0015588767672493,,0.0002269470158853,-0.0001013458295968,0.1081563171858318,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Last-value,0.1385422877632746,,0.0226687576110907,0.0214817055871658,854.2658224498397,44507,0
Hanwha,Alice2018Test,S2,12,low-power,Inverted mean,0.12060405597185826,0.005423076574714701,0.0940744784917427,0.018619775184452667,648.2419992470499,44507,3
Hanwha,Alice2018Test,S2,12,power-active,Original A,0.2361710447847393,,0.1563970396909861,-0.0471494445125827,2060.282049335995,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Original B,0.1673071012772749,,0.1085796931160074,-0.0118348065288799,1033.9561637982165,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Expanded A,0.2361710447847393,,0.1563970396909861,-0.0471494445125827,2060.282049335995,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Expanded B,0.1673071012772749,,0.1085796931160074,-0.0118348065288799,1033.9561637982165,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Daily,0.27153064745756,,0.1074606021836779,-0.0097449801824248,2723.3978314871647,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Last-value,0.6272087619118298,,0.4733398174907879,-0.0287610086100526,14531.070516178732,36938,0
Hanwha,Alice2018Test,S2,12,power-active,Inverted mean,0.27501226237566095,0.01611572703254143,0.21564588827041567,-0.04913103628266171,2800.0809860221384,36938,3
Hanwha,Alice2018Test,S2,144,full,Original A,0.8355010566575772,,0.5679903626470189,-0.1760941408619884,675557.1943525518,967761,0
Hanwha,Alice2018Test,S2,144,full,Original B,0.229486164815687,,0.1591380963676298,-0.0825033688251262,50966.06837481249,967761,0
Hanwha,Alice2018Test,S2,144,full,Expanded A,0.8355010566575772,,0.5679903626470189,-0.1760941408619884,675557.1943525518,967761,0
Hanwha,Alice2018Test,S2,144,full,Expanded B,0.229486164815687,,0.1591380963676298,-0.0825033688251262,50966.06837481249,967761,0
Hanwha,Alice2018Test,S2,144,full,Daily,0.1836468775785129,,0.0489279580892364,-0.0048528457036633,32638.87746773951,967761,0
Hanwha,Alice2018Test,S2,144,full,Last-value,2.706777149577248,,1.9649504892265204,0.0088819235795052,7090438.908707922,967761,0
Hanwha,Alice2018Test,S2,144,full,Inverted mean,0.769363129305555,0.020314753836407018,0.4883545164602017,-0.2892274016002885,573102.9843100494,967761,3
Hanwha,Alice2018Test,S2,144,low-power,Original A,0.545505808964189,,0.3700618216873489,0.1345551330624871,158353.0004859159,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Original B,0.123549444592946,,0.0940167202873124,-0.0018359666309461,8122.86307197475,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Expanded A,0.545505808964189,,0.3700618216873489,0.1345551330624871,158353.0004859159,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Expanded B,0.123549444592946,,0.0940167202873124,-0.0018359666309461,8122.86307197475,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Daily,0.0014565237115143,,0.0002129149846297,-8.676723214523204e-05,1.1289186709200831,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Last-value,2.410496825101815,,1.4774456330319654,1.476154411606355,3092008.400397419,532142,0
Hanwha,Alice2018Test,S2,144,low-power,Inverted mean,0.36176924698383495,0.03064040932385352,0.23419323932188427,-0.0402623529556369,69978.20442606435,532142,3
Hanwha,Alice2018Test,S2,144,power-active,Original A,1.08962638755701,,0.8097752472442487,-0.5555760411572425,517204.1938666359,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Original B,0.3136083161573155,,0.2386888489980989,-0.1810447840031037,42843.20530283775,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Expanded A,1.08962638755701,,0.8097752472442487,-0.5555760411572425,517204.1938666359,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Expanded B,0.3136083161573155,,0.2386888489980989,-0.1810447840031037,42843.20530283775,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Daily,0.27372009951512,,0.108437117395354,-0.0106749758908007,32637.74854906858,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Last-value,3.029642394799168,,2.5604750397743223,-1.7835038913725147,3998430.508310516,435619,0
Hanwha,Alice2018Test,S2,144,power-active,Inverted mean,1.0745725924877054,0.01970776535257057,0.7988319987071618,-0.5933572924357713,503124.7798839845,435619,3
Hanwha,Alice2018Test,S2_new_origins,12,full,Original A,0.1905941400371879,,0.1534368628580079,-0.0319519837647097,74.57753712250572,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Original B,0.1536323274268485,,0.125666133175015,0.0101676253401815,48.45673733880207,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Expanded A,0.1905941400371879,,0.1534368628580079,-0.0319519837647097,74.57753712250572,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Expanded B,0.1536323274268485,,0.125666133175015,0.0101676253401815,48.45673733880207,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Daily,0.0161439465920463,,0.0064313200022765,-0.0007432208987083,0.5350672547467294,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Last-value,0.460971877804033,,0.3175992187961599,0.304112419230356,436.25238307504,2053,0
Hanwha,Alice2018Test,S2_new_origins,12,full,Inverted mean,0.18266833231980875,0.029181604019222634,0.1453251909356188,0.029201582330280435,69.66943842216644,2053,3
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Original A,0.1996548256595801,,0.1664751700550984,-0.0627733362255391,61.22810789246566,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Original B,0.1528765404559184,,0.1262911950259307,-0.0026340328228695,35.89821945103883,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Expanded A,0.1996548256595801,,0.1664751700550984,-0.0627733362255391,61.22810789246566,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Expanded B,0.1528765404559184,,0.1262911950259307,-0.0026340328228695,35.89821945103883,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Daily,0.0022397253278502,,0.0010607853516383,-0.0002822264749916,0.0077051436199126,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Last-value,0.4395331748118416,,0.2771089169548209,0.2761504102384056,296.7389364636318,1536,0
Hanwha,Alice2018Test,S2_new_origins,12,low-power,Inverted mean,0.1703954718968207,0.030054478405545326,0.13769731112124275,0.0075581173731854,45.52212166311907,1536,3
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Original A,0.1606889737547178,,0.1147002287095919,0.059617837086033,13.34942923004006,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Original B,0.1558561423674473,,0.1238090828790644,0.0482011784126121,12.558517887763252,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Expanded A,0.1606889737547178,,0.1147002287095919,0.059617837086033,13.34942923004006,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Expanded B,0.1558561423674473,,0.1238090828790644,0.0482011784126121,12.558517887763252,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Daily,0.0319381083994806,,0.0223871057341531,-0.0021128290898665,0.5273621111268167,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Last-value,0.5194727400755892,,0.4378953573421883,0.387187169349574,139.5134466114082,517,0
Hanwha,Alice2018Test,S2_new_origins,12,power-active,Inverted mean,0.21492615752838465,0.02774947643715247,0.167987518585293,0.09350402367282966,24.14731675904736,517,3
Hanwha,Alice2018Test,S2_new_origins,144,full,Original A,0.817682863563303,,0.5610767266844446,-0.1475749740546218,212633.858122996,318026,0
Hanwha,Alice2018Test,S2_new_origins,144,full,Original B,0.1859537976667047,,0.1446182632113705,-0.0492479298877136,10996.962176787523,318026,0
Hanwha,Alice2018Test,S2_new_origins,144,full,Expanded A,0.817682863563303,,0.5610767266844446,-0.1475749740546218,212633.858122996,318026,0
Hanwha,Alice2018Test,S2_new_origins,144,full,Expanded B,0.1859537976667047,,0.1446182632113705,-0.0492479298877136,10996.962176787523,318026,0
