block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,Last-value_SSE,site,period,support,horizon,scope,block_hours
0,17424.0,32038730.61068075,19252307.131430812,32038575.308091916,19252307.131430812,19371077.898748204,16759699.490966698,18622621.184155423,25555019.198056523,83638768.1178379,NIST_GROUND,2018,complete_H144,144,full,24
1,23535.0,17853845.648780435,7935381.654107267,17853650.703397892,7935381.654107267,7352005.836362124,7197887.278100304,6306515.74144534,18593760.377915557,71173886.8630074,NIST_GROUND,2018,complete_H144,144,full,24
2,10056.0,13932984.504562022,3832279.580103108,13932706.381377663,3832279.580103108,5513257.65792919,5625513.778738814,6474466.566087517,3376529.6978233205,3743794.2145849997,NIST_GROUND,2018,complete_H144,144,full,24
3,41184.0,153220494.07774517,160490888.2763757,153221458.00681686,160490888.2763757,102009473.84483005,99135266.33132826,92766472.36856559,201640272.75861984,417487211.69850594,NIST_GROUND,2018,complete_H144,144,full,24
4,41472.0,174927626.25430483,85472415.0190127,174927464.75036323,85472415.0190127,86089053.13002549,88716365.96842259,82881788.03204788,117216159.06937477,625732699.1101929,NIST_GROUND,2018,complete_H144,144,full,24
5,41472.0,165545396.09522754,28306072.497142747,165545663.89145344,28306072.497142747,89859796.41775198,90182864.51518574,83285406.08813548,43130130.48000332,498671399.596227,NIST_GROUND,2018,complete_H144,144,full,24
6,25632.0,48269296.57061072,59679897.647471614,48269743.98845733,59679897.647471614,29005627.08823245,25980411.438899655,28189062.40741699,131202358.664572,86844623.89719915,NIST_GROUND,2018,complete_H144,144,full,24
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
8,10394.0,5246323.734502383,2977522.473258188,5246491.773151879,2977522.473258188,3458367.895582001,2474093.7277154154,3297045.48966414,45649904.17455496,7708874.486223482,NIST_GROUND,2018,complete_H144,144,full,24
9,21645.0,14046552.770775564,8688094.156120133,14047045.080690404,8688094.156120133,7077891.672613678,7933118.808058657,6684440.643589595,61232311.4247987,285441150.334975,NIST_GROUND,2018,complete_H144,144,full,24
10,41139.0,98138036.13738306,45828451.88273765,98138032.4408303,45828451.88273765,69722012.32268196,69150300.42938006,67598502.18662672,100771673.24484614,366486689.2513439,NIST_GROUND,2018,complete_H144,144,full,24
11,20592.0,29227376.141564667,13206617.997268613,29227425.272104926,13206617.997268613,15814863.309714127,13082724.482376385,14407673.539373444,16532244.82969016,165154209.97795814,NIST_GROUND,2018,complete_H144,144,full,24
12,16178.0,101490250.67450105,23090964.125552196,101489911.0864686,23090964.125552196,29222665.12357288,33465503.526858516,27661153.783552136,37177276.128073625,264925637.21000603,NIST_GROUND,2018,complete_H144,144,full,24
13,12240.0,78514694.45029216,8814986.663563248,78514544.1846859,8814986.663563248,40078871.792423,44175692.13380619,39757034.85194092,5668990.024476321,232878516.83420238,NIST_GROUND,2018,complete_H144,144,full,24
14,5291.0,16761766.492086789,14801757.74658438,16762192.097475408,14801757.74658438,1576563.8785186918,2026035.6565145513,3370725.590191246,59701908.32270167,5741118.67160896,NIST_GROUND,2018,complete_H144,144,full,24
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
16,37556.0,39843862.85403414,23147700.17138239,39843740.2689431,23147700.17138239,32350036.407464866,29432236.257674348,30543985.542581867,29107215.432277925,103304510.24669282,NIST_GROUND,2018,complete_H144,144,full,24
17,23573.0,36877269.18446088,17726070.825822517,36878281.68427013,17726070.825822517,13281821.126542695,13833429.628179682,14175056.927372096,57485991.911615536,308743804.0680294,NIST_GROUND,2018,complete_H144,144,full,24
18,41227.0,156129889.1921937,130562032.80162841,156129808.71245617,130562032.80162841,117667039.14927422,114785081.74151976,111672373.06693016,214122618.4313691,353037466.48597,NIST_GROUND,2018,complete_H144,144,full,24
19,41472.0,237195742.9083403,144474559.9058233,237195485.25152946,144474559.9058233,56099011.065932184,65747576.89160318,58692168.38010815,234640772.23700675,786343741.6176692,NIST_GROUND,2018,complete_H144,144,full,24
20,41472.0,145628917.12567428,11256079.875110567,145628440.76668808,11256079.875110567,28453311.915247843,32275424.68075638,31320944.51704976,17719708.160157256,613697797.5982735,NIST_GROUND,2018,complete_H144,144,full,24
21,41472.0,115892578.10998452,19533975.820927974,115892356.36329725,19533975.820927974,50907942.08391415,55650776.48712155,48640642.49934927,31988520.637328897,452133865.6866374,NIST_GROUND,2018,complete_H144,144,full,24
22,20592.0,69689225.47259621,18835271.888422184,69689354.58946553,18835271.888422184,31205571.833706513,35621051.39126117,32780886.30635613,23049337.10231516,149017415.29902068,NIST_GROUND,2018,complete_H144,144,full,24
23,41328.0,57672717.94707898,59085639.399083264,57672734.98365297,59085639.399083264,41170900.677595265,37601717.29470377,47965353.02035728,130928458.45679982,55260819.08269994,NIST_GROUND,2018,complete_H144,144,full,24
24,38304.0,57266260.820233636,23387911.274913277,57266208.90625079,23387911.274913277,28215393.104529858,24564733.918423567,29741536.4792611,22956187.845292356,62205161.1250213,NIST_GROUND,2018,complete_H144,144,full,24
25,9626.0,7169257.138437822,13833766.331640793,7169306.300056171,13833766.331640793,4539809.624491033,4538062.993387226,4158579.1468259427,23850231.766229995,3931537.978626001,NIST_GROUND,2018,complete_H144,144,full,24
26,41206.0,71093951.37275848,120210784.35189644,71094270.30408801,120210784.35189644,60777989.3262604,56007670.89258929,58151474.07254682,257464097.64329332,182852713.4626327,NIST_GROUND,2018,complete_H144,144,full,24
27,41472.0,166599995.37701827,145131383.45397905,166599678.22432953,145131383.45397905,74551913.6698447,76481250.08453526,68638170.39699565,193550799.46641222,504218938.68570554,NIST_GROUND,2018,complete_H144,144,full,24
28,41472.0,132347739.58279546,107830243.43361543,132347377.04140422,107830243.43361543,87704717.79666774,88444919.12513164,84493950.01687455,156239069.36860922,488115622.2084848,NIST_GROUND,2018,complete_H144,144,full,24
29,41472.0,217954690.26506326,76872815.66287033,217954391.04721677,76872815.66287033,32893002.829488564,41089901.45900729,36546241.46594045,91250247.96686251,741076107.567007,NIST_GROUND,2018,complete_H144,144,full,24
30,41472.0,135956206.57187238,11137348.007491563,135955370.09250504,11137348.007491563,21516457.599628266,26332775.351216566,23361080.252439618,2628907.3373140427,647287621.0409573,NIST_GROUND,2018,complete_H144,144,full,24
31,20592.0,24035697.845464047,2564900.3159542144,24035806.81676994,2564900.3159542144,5563311.292990399,4717147.785789165,3840813.7592024608,489195.92809512006,169496564.69153732,NIST_GROUND,2018,complete_H144,144,full,24
32,38160.0,79004249.23081973,10277988.725369768,79003319.9948725,10277988.725369768,17665236.87515423,21524281.527784493,18256943.276528325,5068810.058360041,505677330.6079793,NIST_GROUND,2018,complete_H144,144,full,24
33,22838.0,29109004.18762456,9247986.963893808,29109206.548498776,9247986.963893808,19364140.2887279,17921440.304461934,19656743.221326377,9167840.083470443,214705732.6259272,NIST_GROUND,2018,complete_H144,144,full,24
34,41098.0,87385449.06208491,73890251.96634097,87385823.3486134,73890251.96634097,65900203.456102856,59716048.58100042,77089884.97267443,143662780.5025003,97755518.04658663,NIST_GROUND,2018,complete_H144,144,full,24
35,20592.0,35001998.809222355,17150744.973655634,35001956.75609153,17150744.973655634,20322514.36582382,18370715.051534396,18194391.588087067,15683525.445600402,67389600.43886337,NIST_GROUND,2018,complete_H144,144,full,24
36,41328.0,126550042.84679808,87379709.33355068,126550377.22158286,87379709.33355068,63299573.29151196,68287745.70399305,62131615.07006734,138133719.86331627,490155092.80351305,NIST_GROUND,2018,complete_H144,144,full,24
37,12960.0,63454828.412092656,14431507.014292782,63454413.43594126,14431507.014292782,23580667.992230337,27523577.827521864,23449445.821093302,17002436.976765033,207782302.49119377,NIST_GROUND,2018,complete_H144,144,full,24
38,13080.0,69221935.51725726,16435989.183043566,69221233.89828028,16435989.183043566,25942077.02656145,29732479.88548015,26899870.862033647,19210354.264426477,213301311.9816517,NIST_GROUND,2018,complete_H144,144,full,24
39,23979.0,69115058.7725573,56408288.93840625,69116053.4541872,56408288.93840625,67160337.66945264,69341513.64095977,74540234.36201915,72212613.87090796,159636481.18934694,NIST_GROUND,2018,complete_H144,144,full,24
40,23973.0,95364366.63243128,85098959.89260677,95364249.53518054,85098959.89260677,29902304.80838896,36090928.168433495,27038135.180920072,116818207.90251555,462253538.24927104,NIST_GROUND,2018,complete_H144,144,full,24
41,30058.0,72393976.82776327,19375612.38852486,72394891.13155557,19375612.38852486,34388695.87422467,34401378.094065346,31620740.036795538,20243487.907251958,284724853.54652923,NIST_GROUND,2018,complete_H144,144,full,24
42,41366.0,105043923.45787457,125011443.04074731,105044520.72901174,125011443.04074731,67531035.08259094,61029586.4611744,77831123.25595538,246892566.9446912,48935813.176201664,NIST_GROUND,2018,complete_H144,144,full,24
43,41472.0,131381607.82552238,141059955.47872108,131382000.70511623,141059955.47872108,83524776.74332455,84365271.5835773,70645915.34779263,218482187.1718621,462264821.5594114,NIST_GROUND,2018,complete_H144,144,full,24
44,38304.0,112646407.55132909,32984778.19420977,112646561.24322124,32984778.19420977,52927454.36550552,58295296.17058357,46132712.50010695,40633989.56354023,475564061.39235526,NIST_GROUND,2018,complete_H144,144,full,24
45,20592.0,43815836.801848456,7736387.465238945,43815770.89361812,7736387.465238945,3430643.525993852,3741359.305015603,3914808.772330434,36152871.127424374,27520152.10008776,NIST_GROUND,2018,complete_H144,144,full,24
46,20160.0,35497626.13770121,5907823.210419524,35497509.70169197,5907823.210419524,1741762.1873833474,1789262.3473749142,1879904.9890353428,2022607.3018916387,18544243.59581504,NIST_GROUND,2018,complete_H144,144,full,24
47,24165.0,57988500.97663841,9465196.12392175,57988482.92863505,9465196.12392175,2610030.696558881,2912199.3636695654,4081746.856933959,1632352.7103501195,14768130.978319712,NIST_GROUND,2018,complete_H144,144,full,24
48,20492.0,27660648.567726307,7482551.7897808105,27660541.24160504,7482551.7897808105,15041779.239509087,14332007.65145643,18742107.707453493,3862932.972699399,14748212.40977516,NIST_GROUND,2018,complete_H144,144,full,24
49,41328.0,167887424.28606784,54162999.408465154,167888149.2142609,54162999.408465154,130210956.76872168,124527526.74271965,138072325.93214637,26649942.876270883,0.0,NIST_GROUND,2018,complete_H144,144,full,24
