block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,Last-value_SSE,site,period,support,horizon,scope,block_hours
50,41472.0,209733217.13703436,32339036.46833754,209734460.9333788,32339036.46833754,252387355.50300685,242537973.87045753,250759247.49240983,945650.962012,945650.962012,NIST_GROUND,2018,complete_H144,144,full,24
51,41472.0,99992179.5438665,55132116.50792184,99992601.15449761,55132116.50792184,57732731.880764134,53416572.63190733,57185662.12350449,86420450.46501605,127648292.40865986,NIST_GROUND,2018,complete_H144,144,full,24
52,38304.0,88453245.16912565,94271182.0615681,88453070.88462692,94271182.0615681,60454320.667971484,66454031.658241846,58446594.06917581,162600109.23161858,357895876.52203524,NIST_GROUND,2018,complete_H144,144,full,24
53,23738.0,17446988.525808454,4616263.002997528,17447163.961825766,4616263.002997528,8789412.495013738,10295680.351835601,8064091.917741287,14486710.303177757,298759679.65874565,NIST_GROUND,2018,complete_H144,144,full,24
54,41350.0,97806136.76960203,9171973.044349821,97805623.60471377,9171973.044349821,18479783.797384933,22689532.49660158,16100479.097566318,1901653.7329638412,551660424.2516335,NIST_GROUND,2018,complete_H144,144,full,24
55,41472.0,123204744.209071,47758057.39471053,123205003.91830988,47758057.39471053,47672418.47458514,51407803.637286745,49162171.822685316,66089892.493704475,435263718.6065361,NIST_GROUND,2018,complete_H144,144,full,24
56,41472.0,111637065.11722755,38656520.14634988,111637617.40409108,38656520.14634988,46883049.41580717,51549221.04171487,45157570.17912229,54613547.45705008,381244453.7553382,NIST_GROUND,2018,complete_H144,144,full,24
57,38304.0,54973041.701326646,63032576.20770067,54973082.07270509,63032576.20770067,31409123.186036646,27406724.960886497,28226873.91685873,137905044.11419874,120624259.38720644,NIST_GROUND,2018,complete_H144,144,full,24
58,20592.0,17724541.71034926,5385870.665343104,17724893.045952763,5385870.665343104,4480977.5905588735,4357766.652114838,4067612.5466936855,7154194.624406121,111026978.18299903,NIST_GROUND,2018,complete_H144,144,full,24
59,13968.0,28325259.110072173,5938020.306378525,28325412.922011778,5938020.306378525,3865696.9242315562,3991699.0033631935,3888372.44611938,16513683.734842034,20284738.608265147,NIST_GROUND,2018,complete_H144,144,full,24
60,30271.0,79851563.13461544,43877948.98066757,79851925.40453576,43877948.98066757,35533701.53808353,33868913.85712304,30184401.89227987,49143801.1762735,164029862.38809198,NIST_GROUND,2018,complete_H144,144,full,24
61,41396.0,93452380.16718845,70369875.62005918,93452302.55504513,70369875.62005918,56197059.47903182,60002822.57127938,50128934.47841393,119351504.44559218,430577184.68789613,NIST_GROUND,2018,complete_H144,144,full,24
62,41472.0,115018454.60640967,71687154.90445699,115018874.13472824,71687154.90445699,62204964.31479679,58086201.17568511,65023793.902184516,113863775.45830554,211032978.05526313,NIST_GROUND,2018,complete_H144,144,full,24
63,41472.0,115433421.06722905,63488931.282178864,115433490.68280835,63488931.282178864,52937656.041688666,46885278.84576902,64286102.50186732,103278767.31390187,24557919.43105932,NIST_GROUND,2018,complete_H144,144,full,24
64,41472.0,119579172.39328414,146585329.40490347,119578966.7087697,146585329.40490347,82294068.02542602,86657503.61704813,72818521.88404241,234564470.45109797,422214879.8752139,NIST_GROUND,2018,complete_H144,144,full,24
65,41472.0,84639766.0813051,60532888.765591495,84639295.84589559,60532888.765591495,58982877.97386272,60561990.84208627,61325212.19306936,113455319.0406222,398025133.60550326,NIST_GROUND,2018,complete_H144,144,full,24
66,32256.0,97863149.09171808,51606091.33513725,97862928.0648586,51606091.33513725,62846309.40257628,65001038.166800715,65668221.628338285,69681724.95770347,349020388.07010585,NIST_GROUND,2018,complete_H144,144,full,24
67,19152.0,28434935.600016378,17987435.387161057,28435506.73839278,17987435.387161057,18443259.196992617,19067510.746253286,18603228.480389275,38516746.51809271,233461355.33805707,NIST_GROUND,2018,complete_H144,144,full,24
68,10224.0,7032662.831544262,2840650.259829532,7032695.629588443,2840650.259829532,2094008.5741167993,1910531.2696241827,1605243.194705236,3561355.5302445595,16019432.586226443,NIST_GROUND,2018,complete_H144,144,full,24
69,20497.0,25592574.727005616,12102966.384443333,25593287.121762633,12102966.384443333,12746412.168148413,11471269.673036398,12381392.206967864,14637884.600851923,111508838.34955654,NIST_GROUND,2018,complete_H144,144,full,24
70,41328.0,91088174.08304015,68862989.30005066,91088127.29182677,68862989.30005066,52904736.615913205,48040867.00682129,65119086.49914826,134263344.40414155,59211266.051804505,NIST_GROUND,2018,complete_H144,144,full,24
71,41472.0,70547976.86566892,30623147.586166594,70547885.18920551,30623147.586166594,31819620.147693053,30003993.29016313,33374171.27180313,39731095.322831,84149959.69974902,NIST_GROUND,2018,complete_H144,144,full,24
72,41472.0,124764502.90827383,155734691.7787627,124764133.00678596,155734691.7787627,40508401.22671348,44238060.60566128,34782934.82524417,264522111.7741466,562709353.0373907,NIST_GROUND,2018,complete_H144,144,full,24
73,10944.0,19374070.044841975,16608301.06700567,19374059.435327243,16608301.06700567,11389154.756341698,13252328.917633958,10747452.892576996,41917695.66835786,90553905.64354394,NIST_GROUND,2018,complete_H144,144,full,24
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
79,5187.0,16280053.721673317,27453224.551880714,16280194.545509811,27453224.551880714,13176279.632060334,13569777.356630955,14216382.7861977,34536072.05348533,50973203.9141092,NIST_GROUND,2018,complete_H144,144,full,24
80,40067.0,70866300.70800494,43601517.61060095,70866802.05168767,43601517.61060095,57794920.90140339,54532369.38847448,64803005.290421486,103645610.6874358,150156842.46908218,NIST_GROUND,2018,complete_H144,144,full,24
81,41472.0,61031881.763386786,34697959.33941529,61031878.283719346,34697959.33941529,35317944.90120108,33826136.81143827,36546207.032435834,52367183.16224206,204229684.03923064,NIST_GROUND,2018,complete_H144,144,full,24
82,2736.0,6288069.48057037,4415929.635099077,6288056.69995841,4415929.635099077,7907640.959710499,7578572.758233576,9953754.075794911,5899165.364560001,3355679.4974322007,NIST_GROUND,2018,complete_H144,144,full,24
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,24
85,14196.0,20508989.977929883,19133884.936412286,20509172.45633972,19133884.936412286,18941282.4501678,17108934.733465686,22341295.95924974,41795612.1351026,142189774.27483624,NIST_GROUND,2018,complete_H144,144,full,24
86,39150.0,98653846.35404019,57761160.974636495,98653802.1759607,57761160.974636495,41565457.05290922,42534290.909984976,44879046.2981316,53906379.45013541,440625678.3335482,NIST_GROUND,2018,complete_H144,144,full,24
87,41472.0,57431703.321372084,75378297.70265917,57431757.944843516,75378297.70265917,46339935.30239743,40767567.25252468,52003169.25803472,175681481.17699856,94099018.8969389,NIST_GROUND,2018,complete_H144,144,full,24
88,41472.0,87837299.70742948,66554253.767091624,87837179.93741219,66554253.767091624,64024277.43898929,67930920.67814913,67623033.0070276,80327542.75762957,277864664.7430338,NIST_GROUND,2018,complete_H144,144,full,24
89,41472.0,96399625.73431523,71906335.75307135,96399359.35920562,71906335.75307135,31134652.2504547,35192669.28462244,30187483.301806178,110796639.05929701,512073553.29369754,NIST_GROUND,2018,complete_H144,144,full,24
90,41472.0,63857699.72142864,9746155.694675649,63857197.64549052,9746155.694675649,14092289.717713282,17694985.770749792,13237032.315641198,19797652.434383694,472771691.01484925,NIST_GROUND,2018,complete_H144,144,full,24
0,40959.0,49892576.2594612,27187688.78553808,49892226.0114898,27187688.78553808,26723083.73511034,23957586.769066993,24929136.92560074,44148779.57597209,154812654.9808454,NIST_GROUND,2018,complete_H144,144,full,48
1,51240.0,167153478.58230716,164323167.85647878,167154164.3881945,164323167.85647878,107522731.50275928,104760780.11006708,99240938.9346531,205016802.45644316,421231005.91309094,NIST_GROUND,2018,complete_H144,144,full,48
2,82944.0,340473022.34953237,113778487.51615539,340473128.6418172,113778487.51615539,175948849.54777765,178899230.48360837,166167194.1201833,160346289.54937813,1124404098.706419,NIST_GROUND,2018,complete_H144,144,full,48
3,25632.0,48269296.57061072,59679897.647471614,48269743.98845733,59679897.647471614,29005627.08823245,25980411.438899655,28189062.40741699,131202358.664572,86844623.89719915,NIST_GROUND,2018,complete_H144,144,full,48
4,32039.0,19292876.505277947,11665616.629378319,19293536.853842285,11665616.629378319,10536259.56819568,10407212.53577407,9981486.133253742,106882215.59935361,293150024.8211985,NIST_GROUND,2018,complete_H144,144,full,48
5,61731.0,127365412.27894759,59035069.880006276,127365457.7129352,59035069.880006276,85536875.63239609,82233024.91175646,82006175.7260002,117303918.07453619,531640899.2293022,NIST_GROUND,2018,complete_H144,144,full,48
6,28418.0,180004945.12479317,31905950.78911542,180004455.27115458,31905950.78911542,69301536.91599582,77641195.66066465,67418188.63549308,42846266.15254999,497804154.0442083,NIST_GROUND,2018,complete_H144,144,full,48
7,5291.0,16761766.492086789,14801757.74658438,16762192.097475408,14801757.74658438,1576563.8785186918,2026035.6565145513,3370725.590191246,59701908.32270167,5741118.67160896,NIST_GROUND,2018,complete_H144,144,full,48
8,61129.0,76721132.038495,40873770.99720491,76722021.95321323,40873770.99720491,45631857.53400759,43265665.885854065,44719042.46995395,86593207.3438934,412048314.314722,NIST_GROUND,2018,complete_H144,144,full,48
9,82699.0,393325632.1005342,275036592.7074517,393325293.9639856,275036592.7074517,173766050.21520653,180532658.63312304,170364541.44703856,448763390.6683759,1139381208.1036394,NIST_GROUND,2018,complete_H144,144,full,48
10,82944.0,261521495.23565868,30790055.696038548,261520797.1299855,30790055.696038548,79361253.99916203,87926201.16787796,79961587.01639915,49708228.7974862,1065831663.2849108,NIST_GROUND,2018,complete_H144,144,full,48
11,61920.0,127361943.41967519,77920911.28750548,127362089.57311855,77920911.28750548,72376472.51130164,73222768.68596491,80746239.32671344,153977795.55911502,204278234.3817206,NIST_GROUND,2018,complete_H144,144,full,48
12,47930.0,64435517.95867146,37221677.60655407,64435515.20630695,37221677.60655407,32755202.729020894,29102796.911810797,33900115.62608705,46806419.61152237,66136699.103647284,NIST_GROUND,2018,complete_H144,144,full,48
13,82678.0,237693946.74977672,265342167.80587545,237693948.52841747,265342167.80587545,135329902.99610516,132488920.97712444,126789644.46954247,451014897.10970557,687071652.1483395,NIST_GROUND,2018,complete_H144,144,full,48
14,82944.0,350302429.84785885,184703059.09648573,350301768.08862114,184703059.09648573,120597720.6261564,129534820.58413889,121040191.48281495,247489317.33547157,1229191729.775493,NIST_GROUND,2018,complete_H144,144,full,48
15,62064.0,159991904.41733637,13702248.32344578,159991176.90927485,13702248.32344578,27079768.892618645,31049923.137005713,27201894.011642076,3118103.265409164,816784185.7324942,NIST_GROUND,2018,complete_H144,144,full,48
16,60998.0,108113253.41844428,19525975.689263582,108112526.54337125,19525975.689263582,37029377.163882114,39445721.83224645,37913686.4978547,14236650.141830474,720383063.2339067,NIST_GROUND,2018,complete_H144,144,full,48
17,61690.0,122387447.87130725,91040996.93999656,122387780.10470481,91040996.93999656,86222717.82192661,78086763.63253485,95284276.56076145,159346305.94810057,165145118.48544994,NIST_GROUND,2018,complete_H144,144,full,48
18,54288.0,190004871.25889075,101811216.34784347,190004790.65752423,101811216.34784347,86880241.28374237,95811323.53151494,85581060.89116071,155136156.84008136,697937395.2947065,NIST_GROUND,2018,complete_H144,144,full,48
19,37059.0,138336994.28981468,72844278.12144978,138337287.35246748,72844278.12144978,93102414.69601415,99073993.52643988,101440105.22405282,91422968.13533437,372937793.17099875,NIST_GROUND,2018,complete_H144,144,full,48
20,54031.0,167758343.46019462,104474572.28113158,167759140.66673604,104474572.28113158,64291000.68261364,70492306.26249887,58658875.217715636,137061695.8097675,746978391.7958,NIST_GROUND,2018,complete_H144,144,full,48
21,82838.0,236425531.28339693,266071398.51946825,236426521.43412793,266071398.51946825,151055811.82591543,145394858.0447516,148477038.60374793,465374754.1165533,511200634.7356131,NIST_GROUND,2018,complete_H144,144,full,48
22,58896.0,156462244.35317758,40721165.65944873,156462332.13683945,40721165.65944873,56358097.89149937,62036655.47559916,50047521.27243739,76786860.69096461,503084213.4924429,NIST_GROUND,2018,complete_H144,144,full,48
23,44325.0,93486127.1143396,15373019.33434128,93485992.63032706,15373019.33434128,4351792.883942226,4701461.71104448,5961651.845969304,3654960.0122417584,33312374.574134745,NIST_GROUND,2018,complete_H144,144,full,48
24,61820.0,195548072.8537942,61645551.198245935,195548690.45586607,61645551.198245935,145252736.00823078,138859534.3941761,156814433.6395999,30512875.84897028,14748212.40977516,NIST_GROUND,2018,complete_H144,144,full,48
25,82944.0,309725396.68090105,87471152.97625941,309727062.08787626,87471152.97625941,310120087.3837709,295954546.5023646,307944909.61591434,87366101.42702806,128593943.37067187,NIST_GROUND,2018,complete_H144,144,full,48
26,62042.0,105900233.69493406,98887445.06456569,105900234.84645276,98887445.06456569,69243733.16298522,76749712.01007743,66510685.98691709,177086819.53479642,656655556.1807806,NIST_GROUND,2018,complete_H144,144,full,48
27,82822.0,221010880.97867277,56930030.43906039,221010627.5230239,56930030.43906039,66152202.27197006,74097336.13388833,65262650.92025165,67991546.22666833,986924142.85817,NIST_GROUND,2018,complete_H144,144,full,48
28,79776.0,166610106.81855404,101689096.35405065,166610699.4767963,101689096.35405065,78292172.60184385,78955946.00260134,73384444.09598096,192518591.57124883,501868713.14254475,NIST_GROUND,2018,complete_H144,144,full,48
29,34560.0,46049800.820421435,11323890.971721634,46050305.967964545,11323890.971721634,8346674.514790433,8349465.655478033,7955984.992813065,23667878.359248165,131311716.7912642,NIST_GROUND,2018,complete_H144,144,full,48
30,71667.0,173303943.30180368,114247824.60072672,173304227.9595808,114247824.60072672,91730761.01711534,93871736.42840241,80313336.37069383,168495305.62186554,594607047.0759884,NIST_GROUND,2018,complete_H144,144,full,48
31,82944.0,230451875.6736387,135176086.18663588,230452364.8175364,135176086.18663588,115142620.35648555,104971480.02145413,129309896.40405187,217142542.77220708,235590897.4863225,NIST_GROUND,2018,complete_H144,144,full,48
32,82944.0,204218938.4745893,207118218.17049506,204218262.5546656,207118218.17049506,141276945.99928865,147219494.4591344,134143734.07711178,348019789.49172044,820240013.4807171,NIST_GROUND,2018,complete_H144,144,full,48
33,51408.0,126298084.6917345,69593526.72229831,126298434.80325128,69593526.72229831,81289568.59956893,84068548.91305399,84271450.10872757,108198471.47579616,582481743.4081631,NIST_GROUND,2018,complete_H144,144,full,48
34,30721.0,32625237.558549874,14943616.644272868,32625982.75135108,14943616.644272868,14840420.742265215,13381800.942660587,13986635.4016731,18199240.131096486,127528270.93578297,NIST_GROUND,2018,complete_H144,144,full,48
35,82800.0,161636150.94870916,99486136.88621719,161636012.48103222,99486136.88621719,84724356.76360628,78044860.29698443,98493257.77095146,173994439.72697255,143361225.75155348,NIST_GROUND,2018,complete_H144,144,full,48
36,52416.0,144138572.95311585,172342992.84576842,144138192.44211316,172342992.84576842,51897555.98305519,57490389.52329525,45530387.71782118,306439807.44250435,653263258.6809347,NIST_GROUND,2018,complete_H144,144,full,48
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,48
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIST_GROUND,2018,complete_H144,144,full,48
39,5187.0,16280053.721673317,27453224.551880714,16280194.545509811,27453224.551880714,13176279.632060334,13569777.356630955,14216382.7861977,34536072.05348533,50973203.9141092,NIST_GROUND,2018,complete_H144,144,full,48
40,81539.0,131898182.47139175,78299476.95001635,131898680.3354069,78299476.95001635,93112865.80260447,88358506.19991273,101349212.32285734,156012793.84967783,354386526.5083129,NIST_GROUND,2018,complete_H144,144,full,48
41,2736.0,6288069.48057037,4415929.635099077,6288056.69995841,4415929.635099077,7907640.959710499,7578572.758233576,9953754.075794911,5899165.364560001,3355679.4974322007,NIST_GROUND,2018,complete_H144,144,full,48
42,14196.0,20508989.977929883,19133884.936412286,20509172.45633972,19133884.936412286,18941282.4501678,17108934.733465686,22341295.95924974,41795612.1351026,142189774.27483624,NIST_GROUND,2018,complete_H144,144,full,48
43,80622.0,156085549.67541215,133139458.67729576,156085560.1208043,133139458.67729576,87905392.35530667,83301858.16250956,96882215.55616641,229587860.62713388,534724697.23048735,NIST_GROUND,2018,complete_H144,144,full,48
44,82944.0,184236925.44174492,138460589.52016315,184236539.29661795,138460589.52016315,95158929.689444,103123589.96277165,97810516.3088337,191124181.81692675,789938218.0367309,NIST_GROUND,2018,complete_H144,144,full,48
45,41472.0,63857699.72142864,9746155.694675649,63857197.64549052,9746155.694675649,14092289.717713282,17694985.770749792,13237032.315641198,19797652.434383694,472771691.01484925,NIST_GROUND,2018,complete_H144,144,full,48
