site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
NIST_GROUND,2018,complete_H144,144,full,Original A,accepted,50.963561263149636,38.23381031474332,1.1604031347676167,6530214954.92016,2514247
NIST_GROUND,2018,complete_H144,144,full,Original B,accepted,38.67826985967808,24.656659059169005,0.9294346531414406,3761335032.2900944,2514247
NIST_GROUND,2018,complete_H144,144,full,Expanded A,accepted,50.96358246029147,38.233832516240945,1.1603912838731585,6530220387.112023,2514247
NIST_GROUND,2018,complete_H144,144,full,Expanded B,accepted,38.67826985967808,24.656659059169005,0.9294346531414406,3761335032.2900944,2514247
NIST_GROUND,2018,complete_H144,144,full,Inverted42,accepted,36.561733562671165,22.132767690125917,-0.957106506524398,3360945727.6340904,2514247
NIST_GROUND,2018,complete_H144,144,full,Inverted43,accepted,36.72388469050357,22.013291128984918,-2.357110490050892,3390823393.7937355,2514247
NIST_GROUND,2018,complete_H144,144,full,Inverted44,accepted,36.60607354544812,21.762644602112843,0.776173044004052,3369102596.8639402,2514247
NIST_GROUND,2018,complete_H144,144,full,Daily,accepted,49.079563054660305,23.75063811017772,0.33813121550905756,6056326997.692731,2514247
NIST_GROUND,2018,complete_H144,144,full,Last-value,accepted,90.10477509212832,59.711405272115215,2.568487615576351,20412845783.94133,2514247
NIST_GROUND,2018,complete_H144,144,power-active,Original A,accepted,62.52986138286386,48.040332751758044,-15.52689584056374,4677396038.776393,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Original B,accepted,53.5477526942275,39.04804923224779,-4.458944894570882,3430138922.739192,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Expanded A,accepted,62.5298403447173,48.04033574507802,-15.526875448698501,4677392891.360913,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Expanded B,accepted,53.5477526942275,39.04804923224779,-4.458944894570882,3430138922.739192,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Inverted42,accepted,48.74534188692915,36.89537409301592,-4.962731782877267,2842467142.6416683,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Inverted43,accepted,49.409269596255044,37.418274463853585,-8.230028505771646,2920425147.2533035,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Inverted44,accepted,49.035511181786234,37.13201946281094,-2.865109579247363,2876408912.7698145,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Daily,accepted,70.82097185920097,48.710622327401005,-0.43383416486244936,6000023840.592628,1196270
NIST_GROUND,2018,complete_H144,144,power-active,Last-value,accepted,100.97378213410688,77.54529147416551,-42.45065848295119,12196815635.708622,1196270
NIST_GROUND,2018,complete_H144,144,low-power,Original A,accepted,37.49406882445709,29.33285939092022,16.30673356786292,1852818916.1437674,1317977
