site,method,RMSE,MAE,bias,SSE,points
YULARA_COMBINED,Original A,119.58475077247289,38.943085470730026,-3.8964393915675677,54117715907.95544,3784320
YULARA_COMBINED,Original B,35.950323856735274,13.68112237606266,-7.364531033953872,4890952748.220632,3784320
YULARA_COMBINED,Expanded A,29.838229070370783,23.60131975887675,-4.972042262058406,3369255457.1600995,3784320
YULARA_COMBINED,Expanded B,15.842109710882916,11.025067363327304,-3.282501655604728,949760024.4876359,3784320
YULARA_COMBINED,Inverted42,15.983046939187155,10.307949444637766,-2.6090531718179815,966734021.8102505,3784320
YULARA_COMBINED,Inverted43,15.73533013887975,10.14046814873567,-2.593990104748801,936999957.765635,3784320
YULARA_COMBINED,Inverted44,15.696934506436644,10.228699379697956,-1.1925440599508568,932432806.9721115,3784320
YULARA_COMBINED,Daily,16.066101090157304,6.987252696400098,-0.09429470495482331,976807180.7143141,3784320
YULARA_COMBINED,Last-value,48.040542300041,34.62627168124336,-0.054566059546088466,8733808303.745428,3784320
