site,method,model,seed,horizon,scope,status,points,Daily_RMSE,difference_RMS_kW,difference_MAE_kW,RMSE_bound_passed,MAE_bound_passed,old_RMSE,new_RMSE,delta_RMSE_kW,delta_RMSE_W,old_MAE,new_MAE,delta_MAE_kW,delta_MAE_W,old_bias,new_bias,delta_bias_kW,delta_bias_W,old_effect_vs_Daily,new_effect_vs_Daily,old_skill,new_skill
Sanyo,Inverted43,Inverted-variate Transformer,43,12,full,diagnostic,79005,0.17521872293338112,1.575008520859825e-06,1.247513742502674e-06,True,True,0.27581106799200633,0.2758110724695514,4.477545056946752e-09,4.477545056946752e-06,0.2090427874314645,0.2090427684237581,-1.9007706408835645e-08,-1.9007706408835645e-05,0.08288253240257461,0.08288265109959479,1.1869702018496575e-07,0.00011869702018496575,0.10059234505862522,0.10059234953617027,-0.5740958692917242,-0.5740958948457575
Sanyo,Inverted43,Inverted-variate Transformer,43,12,power-active,diagnostic,36190,0.2588756697513815,1.7218313357764946e-06,1.3639558604361275e-06,True,True,0.3254632595825237,0.3254631173391575,-1.4224336619683697e-07,-0.00014224336619683697,0.2563046916106155,0.2563045602732684,-1.313373470535062e-07,-0.0001313373470535062,0.028805850111733422,0.028805727613419912,-1.2249831351021645e-07,-0.00012249831351021645,0.06658758983114221,0.06658744758777602,-0.2572184164509994,-0.2572178669850478
Sanyo,Inverted43,Inverted-variate Transformer,43,12,low-power,diagnostic,42815,0.002410485891560714,1.4392708046063071e-06,1.1490893527324608e-06,True,True,0.2254700011815341,0.2254701848436954,1.836621613127143e-07,0.0001836621613127143,0.16909397714900573,0.1690940530895579,7.594055217996498e-08,7.594055217996498e-05,0.12859163276706234,0.1285919553379381,3.2257087576037513e-07,0.00032257087576037513,0.2230595152899734,0.2230596989521347,-92.53715861641047,-92.53723480941451
Sanyo,Inverted43,Inverted-variate Transformer,43,144,full,diagnostic,598317,0.11814159529269164,2.9343308342352107e-06,2.2056881751864966e-06,True,True,0.763570131846652,0.7635699481815958,-1.8366505616373985e-07,-0.00018366505616373985,0.5115080127701592,0.5115078382851046,-1.7448505462702713e-07,-0.00017448505462702713,-0.07965897938487836,-0.07965859832759108,3.810572872797735e-07,0.0003810572872797735,0.6454285365539604,0.6454283528889042,-5.463177765247997,-5.46317621062995
Sanyo,Inverted43,Inverted-variate Transformer,43,144,power-active,diagnostic,259345,0.17941654249698688,2.8985160008454565e-06,2.2541176144543653e-06,True,True,1.0263402883927957,1.0263399939486177,-2.9444417792845456e-07,-0.00029444417792845456,0.7838789380076614,0.7838785872239182,-3.507837431637739e-07,-0.0003507837431637739,-0.457083953331543,-0.4570831592223245,7.941092184937659e-07,0.0007941092184937659,0.8469237458958088,0.8469234514516308,-4.720432877085634,-4.7204312359650675
Sanyo,Inverted43,Inverted-variate Transformer,43,144,low-power,diagnostic,338972,0.0027584819230325602,2.9614400505643145e-06,2.1686351651239386e-06,True,True,0.4724292998164477,0.4724292652553337,-3.456111402622142e-08,-3.456111402622142e-05,0.3031190083517411,0.30311896875152466,-3.960021643933942e-08,-3.960021643933942e-05,0.20910610996821793,0.20910617500249115,6.503427321669086e-08,6.503427321669086e-05,0.46967081789341514,0.4696707833323011,-170.26423627133238,-170.2642237422983
Sanyo,Inverted44,Inverted-variate Transformer,44,12,full,diagnostic,79005,0.17521872293338112,1.447090742071063e-06,1.120132276346081e-06,True,True,0.2271548823658058,0.22715486898409462,-1.3381711183590994e-08,-1.3381711183590994e-05,0.15955880996362992,0.15955887378507724,6.382144732142159e-08,6.382144732142159e-05,-0.004647601305242726,-0.004647706065566289,-1.0476032356269288e-07,-0.00010476032356269288,0.05193615943242469,0.051936146050713505,-0.2964075902560426,-0.2964075138845741
Sanyo,Inverted44,Inverted-variate Transformer,44,12,power-active,diagnostic,36190,0.2588756697513815,1.6508580597505709e-06,1.2787887930142291e-06,True,True,0.3091131540550357,0.30911306722493204,-8.683010366272725e-08,-8.683010366272725e-05,0.2479670045736023,0.24796693657846633,-6.799513596611462e-08,-6.799513596611462e-05,-0.029949658528320478,-0.029949607138570818,5.1389749660540884e-08,5.1389749660540884e-05,0.05023748430365421,0.05023739747355055,-0.19406027747567478,-0.19405994206329802
Sanyo,Inverted44,Inverted-variate Transformer,44,12,low-power,diagnostic,42815,0.002410485891560714,1.2491954749086314e-06,9.860255535101525e-07,True,True,0.12020237823793446,0.1202025203156022,1.4207766774188002e-07,0.00014207766774188002,0.08483050065766472,0.08483067589899172,1.7524132700508233e-07,0.00017524132700508233,0.016739329697984737,0.01673909294954603,-2.367484387075236e-07,-0.0002367484387075236,0.11779189234637374,0.11779203442404149,-48.8664516804565,-48.86651062196213
Sanyo,Inverted44,Inverted-variate Transformer,44,144,full,diagnostic,598317,0.11814159529269164,2.872784069741844e-06,2.0752885833007963e-06,True,True,0.7817965305049877,0.7817965530503558,2.2545368127957488e-08,2.2545368127957488e-05,0.504056278096613,0.5040564444016467,1.6630503363312954e-07,0.00016630503363312954,-0.19517381590232988,-0.19517364848495125,1.6741737862702166e-07,0.00016741737862702166,0.663654935212296,0.6636549577576641,-5.617453645924742,-5.617453836758192
Sanyo,Inverted44,Inverted-variate Transformer,44,144,power-active,diagnostic,259345,0.17941654249698688,2.6388297085434362e-06,1.9197643213203448e-06,True,True,1.075345687264696,1.0753456021713297,-8.509336635320608e-08,-8.509336635320608e-05,0.8343273610894046,0.8343274097238753,4.8634470672936914e-08,4.8634470672936914e-05,-0.5534721062047128,-0.5534721156912081,-9.48649536702817e-09,-9.48649536702817e-06,0.8959291447677091,0.8959290596743428,-4.993570449518362,-4.993569975240098
