block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,Last-value_SSE,site,period,support,horizon,scope,block_hours
18,82944.0,207588133.6874076,108733466.2165898,207588746.06842262,108733466.2165898,216422821.30986083,208096895.84520358,233119720.19569618,148465933.61762273,143280259.17761186,NIST_GROUND,2017,complete_H144,144,full,48
19,62352.0,78173616.20295714,18115024.02520517,78173526.5186397,18115024.02520517,77225460.13469847,68905385.13573046,82470753.92266259,15095999.71279038,42378409.51203871,NIST_GROUND,2017,complete_H144,144,full,48
20,82512.0,237071297.09500328,154427081.2711433,237071191.07962385,154427081.2711433,172821156.3878281,173420164.01652324,180932689.3618939,226488079.27759382,776644101.184973,NIST_GROUND,2017,complete_H144,144,full,48
21,62057.0,74792434.38225372,30784547.813746743,74792652.16779447,30784547.813746743,67407989.77272236,64172238.31915592,67519940.72337621,64136182.932388626,267286218.24731258,NIST_GROUND,2017,complete_H144,144,full,48
22,47046.0,113626642.0736489,90369271.24874732,113626018.21814096,90369271.24874732,113138974.3522966,110265631.96291594,116379875.92789331,143510616.7406611,401173137.2249038,NIST_GROUND,2017,complete_H144,144,full,48
23,47583.0,103478796.0702676,36718252.0965276,103480128.40025209,36718252.0965276,67736167.08390406,62496243.521038316,60836842.40100235,32266872.734491356,285256630.79401493,NIST_GROUND,2017,complete_H144,144,full,48
24,82800.0,171526713.37595206,118199886.17972147,171527667.991958,118199886.17972147,172042753.58665475,159922197.29925594,183344067.76768264,207637916.46921325,238163298.41670147,NIST_GROUND,2017,complete_H144,144,full,48
25,82944.0,218992790.26287252,109435188.4154984,218992831.76740032,109435188.4154984,175086444.02366555,176618985.6458393,180706619.7846338,164855765.91614246,720294038.2606741,NIST_GROUND,2017,complete_H144,144,full,48
26,82944.0,273128415.88463116,78473070.62032194,273128188.03691566,78473070.62032194,187243780.6267592,192238863.02983493,188810296.72619653,72411917.81455974,889429634.6421146,NIST_GROUND,2017,complete_H144,144,full,48
27,82944.0,230308828.76166058,42883329.838349566,230308569.83680886,42883329.838349566,171493281.77052078,171649746.28831822,178672881.83465478,40363531.88624851,713375249.8353872,NIST_GROUND,2017,complete_H144,144,full,48
28,82944.0,223335710.55201644,65186298.93010891,223335603.7459069,65186298.93010891,199416689.78156278,195065520.08638245,203001748.15458065,66217957.18189408,751567206.1108705,NIST_GROUND,2017,complete_H144,144,full,48
29,82944.0,215503692.80029228,33867833.72345407,215502900.26536125,33867833.72345407,169668231.58376566,170530729.14233866,169190420.47592282,20895802.12672002,750602995.5406826,NIST_GROUND,2017,complete_H144,144,full,48
30,62064.0,148881535.87869313,45878731.14742798,148881923.59740025,45878731.14742798,150572504.26592857,145310418.75205985,153224620.441042,55697204.3427328,350660431.7554654,NIST_GROUND,2017,complete_H144,144,full,48
31,82800.0,164557156.45132384,77618349.21272302,164557287.88681608,77618349.21272302,196008543.3069616,194530030.17700827,200189145.4246267,103801679.85786904,526565708.1474201,NIST_GROUND,2017,complete_H144,144,full,48
32,56520.0,95549671.08687179,27127645.042670015,95549590.72573003,27127645.042670015,94215480.239787,89961559.9492121,99494165.93270342,47324221.825476736,187366564.3024267,NIST_GROUND,2017,complete_H144,144,full,48
33,82728.0,223606891.11114708,92447537.44699457,223607420.9994576,92447537.44699457,200010375.760635,201335788.46462998,208029546.21799925,98799933.51825003,537191132.2816001,NIST_GROUND,2017,complete_H144,144,full,48
34,82944.0,145402923.47758713,87971054.70471233,145402697.0061877,87971054.70471233,191443354.8273213,173745777.318256,189005079.46619037,136975574.66271898,24644172.318674825,NIST_GROUND,2017,complete_H144,144,full,48
35,41117.0,93415604.6202755,60417006.32083052,93414107.38146901,60417006.32083052,91832691.85248974,87865622.7182046,92909881.8344011,68730778.98857431,67822494.99847949,NIST_GROUND,2017,complete_H144,144,full,48
36,61868.0,87933029.9204415,75408761.27790749,87934111.32008348,75408761.27790749,59220591.36176466,54400415.07027903,60319203.456033185,160451083.69059682,261480658.6474722,NIST_GROUND,2017,complete_H144,144,full,48
37,61837.0,125064411.07433231,107269533.9244238,125064259.02886942,107269533.9244238,179075456.8943664,165831223.6310221,177284522.88486204,191441415.8100166,70814449.84650944,NIST_GROUND,2017,complete_H144,144,full,48
